id,insee_code,name,start_datetime,end_datetime,successors,ancestors,population,insee_modification
COM49293@1942-01-01,49293,Saint-Lambert-des-Levées,1942-01-01 00:00:00,1973-01-31 23:59:59,COM49328@1942-01-01,,NULL,330
COM49294@1942-01-01,49294,Saint-Lambert-la-Potherie,1942-01-01 00:00:00,9999-12-31 23:59:59,,,2513,0
COM49295@1942-01-01,49295,Saint-Laurent-de-la-Plaine,1942-01-01 00:00:00,2015-12-14 23:59:59,COM49244@2015-12-15,,1710,331
COM49296@1942-01-01,49296,Saint-Laurent-des-Autels,1942-01-01 00:00:00,2015-12-14 23:59:59,COM49069@2015-12-15,,2286,331
COM49297@1942-01-01,49297,Saint-Laurent-du-Mottay,1942-01-01 00:00:00,2015-12-14 23:59:59,COM49244@2015-12-15,,761,331
COM49298@1942-01-01,49298,Saint-Léger-des-Bois,1942-01-01 00:00:00,9999-12-31 23:59:59,,,1609,0
COM49299@1942-01-01,49299,Saint-Léger-sous-Cholet,1942-01-01 00:00:00,9999-12-31 23:59:59,,,2609,0
COM49300@1942-01-01,49300,Saint-Lézin,1942-01-01 00:00:00,2015-12-14 23:59:59,COM49092@2015-12-15,,777,331
COM49301@1942-01-01,49301,Saint-Macaire-en-Mauges,1942-01-01 00:00:00,2015-12-14 23:59:59,COM49301@2015-12-15,,7203,331
COM49302@1942-01-01,49302,Saint-Macaire-du-Bois,1942-01-01 00:00:00,9999-12-31 23:59:59,,,458,0
COM49303@1942-01-01,49303,Saint-Martin-d'Arcé,1942-01-01 00:00:00,2012-12-31 23:59:59,COM49018@2016-01-01,,NULL,331
COM49304@1942-01-01,49304,Saint-Martin-de-la-Place,1942-01-01 00:00:00,9999-12-31 23:59:59,,,1152,0
COM49305@1942-01-01,49305,Saint-Martin-du-Bois,1942-01-01 00:00:00,9999-12-31 23:59:59,,,938,0
COM49306@1942-01-01,49306,Saint-Martin-du-Fouilloux,1942-01-01 00:00:00,9999-12-31 23:59:59,,,1672,0
COM49307@1942-01-01,49307,Saint-Mathurin,1942-01-01 00:00:00,1974-12-31 23:59:59,COM49307@2016-01-01,,NULL,100
COM49308@1942-01-01,49308,Saint-Melaine-sur-Aubance,1942-01-01 00:00:00,9999-12-31 23:59:59,,,2044,0
COM49309@1942-01-01,49309,Saint-Michel-et-Chanveaux,1942-01-01 00:00:00,9999-12-31 23:59:59,,,409,0
COM49310@1942-01-01,49310,Saint-Paul-du-Bois,1942-01-01 00:00:00,9999-12-31 23:59:59,,,610,0
COM49311@1942-01-01,49311,Saint-Philbert-du-Peuple,1942-01-01 00:00:00,9999-12-31 23:59:59,,,1290,0
COM49312@1942-01-01,49312,Saint-Philbert-en-Mauges,1942-01-01 00:00:00,2015-12-14 23:59:59,COM49023@2015-12-15,,383,331
COM49313@1942-01-01,49313,Saint-Pierre-Montlimart,1942-01-01 00:00:00,2015-12-14 23:59:59,COM49218@2015-12-15,,3404,331
COM49314@1942-01-01,49314,Saint-Quentin-en-Mauges,1942-01-01 00:00:00,2015-12-14 23:59:59,COM49218@2015-12-15,,1059,331
COM49315@1942-01-01,49315,Saint-Quentin-lès-Beaurepaire,1942-01-01 00:00:00,2015-12-31 23:59:59,COM49018@2016-01-01,,291,331
COM49316@1942-01-01,49316,Saint-Rémy-en-Mauges,1942-01-01 00:00:00,2015-12-14 23:59:59,COM49218@2015-12-15,,1485,331
COM49317@1942-01-01,49317,Saint-Rémy-la-Varenne,1942-01-01 00:00:00,9999-12-31 23:59:59,,,975,0
COM49318@1942-01-01,49318,Saint-Saturnin-sur-Loire,1942-01-01 00:00:00,9999-12-31 23:59:59,,,1379,0
COM49319@1942-01-01,49319,Saint-Sauveur-de-Flée,1942-01-01 00:00:00,9999-12-31 23:59:59,,,324,0
COM49320@1942-01-01,49320,Saint-Sauveur-de-Landemont,1942-01-01 00:00:00,2015-12-14 23:59:59,COM49069@2015-12-15,,923,331
COM49321@1942-01-01,49321,Saint-Sigismond,1942-01-01 00:00:00,9999-12-31 23:59:59,,,364,0
COM49322@1942-01-01,49322,Saint-Sulpice,1942-01-01 00:00:00,2015-12-31 23:59:59,COM49029@2016-01-01,,189,331
COM49323@1942-01-01,49323,Saint-Sylvain-d'Anjou,1942-01-01 00:00:00,2015-12-31 23:59:59,COM49323@2016-01-01,,4473,331
COM49324@1942-01-01,49324,Salle-et-Chapelle-Aubry,1942-01-01 00:00:00,2015-12-14 23:59:59,COM49218@2015-12-15,,NULL,331
COM49325@1942-01-01,49325,Salle-de-Vihiers,1942-01-01 00:00:00,2015-12-14 23:59:59,COM49092@2015-12-15,,NULL,331
COM49326@1942-01-01,49326,Sarrigné,1942-01-01 00:00:00,9999-12-31 23:59:59,,,819,0
COM49327@1942-01-01,49327,Saulgé-l'Hôpital,1942-01-01 00:00:00,9999-12-31 23:59:59,,,583,0
COM49328@1942-01-01,49328,Saumur,1942-01-01 00:00:00,9999-12-31 23:59:59,,COM49016@1942-01-01;COM49118@1942-01-01;COM49287@1942-01-01;COM49293@1942-01-01,27413,0
COM49329@1942-01-01,49329,Savennières,1942-01-01 00:00:00,9999-12-31 23:59:59,,,1376,0
COM49330@1942-01-01,49330,Sceaux-d'Anjou,1942-01-01 00:00:00,9999-12-31 23:59:59,,,1132,0
COM49331@1942-01-01,49331,Segré,1942-01-01 00:00:00,9999-12-31 23:59:59,,,6925,0
COM49332@1942-01-01,49332,La Séguinière,1942-01-01 00:00:00,9999-12-31 23:59:59,,,3967,0
COM49333@1942-01-01,49333,Seiches-sur-le-Loir,1942-01-01 00:00:00,9999-12-31 23:59:59,,,2974,0
COM49334@1942-01-01,49334,Sermaise,1942-01-01 00:00:00,9999-12-31 23:59:59,,,300,0
COM49335@1942-01-01,49335,Sœurdres,1942-01-01 00:00:00,9999-12-31 23:59:59,,,NULL,0
COM49336@1942-01-01,49336,Somloire,1942-01-01 00:00:00,9999-12-31 23:59:59,,,914,0
COM49337@1942-01-01,49337,Soucelles,1942-01-01 00:00:00,9999-12-31 23:59:59,,,2580,0
COM49338@1942-01-01,49338,Soulaines-sur-Aubance,1942-01-01 00:00:00,9999-12-31 23:59:59,,,1232,0
COM49339@1942-01-01,49339,Soulaire-et-Bourg,1942-01-01 00:00:00,9999-12-31 23:59:59,,,1461,0
COM49340@1942-01-01,49340,Soulanger,1942-01-01 00:00:00,1964-09-30 23:59:59,COM49125@1942-01-01,,NULL,310
COM49341@1942-01-01,49341,Souzay-Champigny,1942-01-01 00:00:00,9999-12-31 23:59:59,,,797,0
COM49342@1942-01-01,49342,Tancoigné,1942-01-01 00:00:00,2015-12-31 23:59:59,COM49373@2016-01-01,,348,331
COM49343@1942-01-01,49343,La Tessoualle,1942-01-01 00:00:00,9999-12-31 23:59:59,,,3076,0
COM49344@1942-01-01,49344,Thorigné-d'Anjou,1942-01-01 00:00:00,9999-12-31 23:59:59,,,1189,0
COM49345@1942-01-01,49345,Thouarcé,1942-01-01 00:00:00,2015-12-31 23:59:59,COM49345@2016-01-01,,1914,331
COM49346@1942-01-01,49346,Thoureil,1942-01-01 00:00:00,2015-12-31 23:59:59,COM49149@2016-01-01,,NULL,331
COM49347@1942-01-01,49347,Tiercé,1942-01-01 00:00:00,9999-12-31 23:59:59,,,4287,0
COM49348@1942-01-01,49348,Tigné,1942-01-01 00:00:00,2015-12-31 23:59:59,COM49373@2016-01-01,,770,331
COM49350@1942-01-01,49350,Torfou,1942-01-01 00:00:00,2015-12-14 23:59:59,COM49301@2015-12-15,,2130,331
COM49351@1942-01-01,49351,Tourlandry,1942-01-01 00:00:00,2015-12-14 23:59:59,COM49092@2015-12-15,,NULL,331
COM49352@1942-01-01,49352,Toutlemonde,1942-01-01 00:00:00,9999-12-31 23:59:59,,,1208,0
COM49353@1942-01-01,49353,Trélazé,1942-01-01 00:00:00,9999-12-31 23:59:59,,,13125,0
