siren;nom;nature;fiscalite;nb_com;ptot;pmun;insee;siren_com;nom_com;ptot_com;pmun_com
200004802;CC du Pays de Fayence;CC;FPU;9;27879;27366;83055;218300556;Fayence;5696;5602
200004802;CC du Pays de Fayence;CC;FPU;9;27879;27366;83080;218300804;Mons;892;871
200004802;CC du Pays de Fayence;CC;FPU;9;27879;27366;83081;218300812;Montauroux;6339;6218
200004802;CC du Pays de Fayence;CC;FPU;9;27879;27366;83117;218301174;Saint-Paul-en-Forêt;1749;1709
200004802;CC du Pays de Fayence;CC;FPU;9;27879;27366;83124;218301240;Seillans;2561;2540
200004802;CC du Pays de Fayence;CC;FPU;9;27879;27366;83133;218301331;Tanneron;1552;1524
200004802;CC du Pays de Fayence;CC;FPU;9;27879;27366;83138;218301380;Tourrettes;2966;2897
200005932;CC des Portes de Sologne;CC;FPU;7;15551;15238;45006;214500068;Ardon;1153;1118
200005932;CC des Portes de Sologne;CC;FPU;7;15551;15238;45146;214501462;La Ferté-Saint-Aubin;7420;7293
200005932;CC des Portes de Sologne;CC;FPU;7;15551;15238;45175;214501751;Jouy-le-Potier;1367;1331
200005932;CC des Portes de Sologne;CC;FPU;7;15551;15238;45182;214501827;Ligny-le-Ribault;1313;1281
200005932;CC des Portes de Sologne;CC;FPU;7;15551;15238;45193;214501934;Marcilly-en-Villette;2089;2048
200005932;CC des Portes de Sologne;CC;FPU;7;15551;15238;45200;214502007;Ménestreau-en-Villette;1504;1471
200005932;CC des Portes de Sologne;CC;FPU;7;15551;15238;45309;214503096;Sennely;705;696
200005957;CC de la Région de Rambervillers;CC;FA;30;14175;13560;88008;218800084;Anglemont;166;160
200005957;CC de la Région de Rambervillers;CC;FA;30;14175;13560;88021;218800217;Autrey;301;295
200005957;CC de la Région de Rambervillers;CC;FA;30;14175;13560;88042;218800423;Bazien;84;81
200005957;CC de la Région de Rambervillers;CC;FA;30;14175;13560;88077;218800779;Brû;597;580
200005957;CC de la Région de Rambervillers;CC;FA;30;14175;13560;88080;218800803;Bult;318;306
200005957;CC de la Région de Rambervillers;CC;FA;30;14175;13560;88110;218801108;Clézentaine;225;220
200005957;CC de la Région de Rambervillers;CC;FA;30;14175;13560;88127;218801272;Deinvillers;67;63
200005957;CC de la Région de Rambervillers;CC;FA;30;14175;13560;88153;218801538;Domptail;355;353
200005957;CC de la Région de Rambervillers;CC;FA;30;14175;13560;88156;218801561;Doncières;148;146
200005957;CC de la Région de Rambervillers;CC;FA;30;14175;13560;88168;218801686;Fauconcourt;123;122
200005957;CC de la Région de Rambervillers;CC;FA;30;14175;13560;88230;218802304;Hardancourt;41;41
200005957;CC de la Région de Rambervillers;CC;FA;30;14175;13560;88243;218802437;Housseras;512;502
200005957;CC de la Région de Rambervillers;CC;FA;30;14175;13560;88251;218802510;Jeanménil;1170;1106
200005957;CC de la Région de Rambervillers;CC;FA;30;14175;13560;88298;218802981;Ménarmont;65;65
200005957;CC de la Région de Rambervillers;CC;FA;30;14175;13560;88301;218803013;Ménil-sur-Belvitte;327;316
200005957;CC de la Région de Rambervillers;CC;FA;30;14175;13560;88318;218803187;Moyemont;228;220
200005957;CC de la Région de Rambervillers;CC;FA;30;14175;13560;88333;218803336;Nossoncourt;110;109
200005957;CC de la Région de Rambervillers;CC;FA;30;14175;13560;88338;218803385;Ortoncourt;91;89
200005957;CC de la Région de Rambervillers;CC;FA;30;14175;13560;88367;218803674;Rambervillers;5692;5491
200005957;CC de la Région de Rambervillers;CC;FA;30;14175;13560;88395;218803955;Romont;393;376
200005957;CC de la Région de Rambervillers;CC;FA;30;14175;13560;88402;218804029;Roville-aux-Chênes;555;377
200005957;CC de la Région de Rambervillers;CC;FA;30;14175;13560;88410;218804102;Sainte-Barbe;287;283
200005957;CC de la Région de Rambervillers;CC;FA;30;14175;13560;88412;218804128;Saint-Benoît-la-Chipotte;445;434
200005957;CC de la Région de Rambervillers;CC;FA;30;14175;13560;88416;218804169;Saint-Genest;137;134
200005957;CC de la Région de Rambervillers;CC;FA;30;14175;13560;88417;218804177;Saint-Gorgon;422;412
200005957;CC de la Région de Rambervillers;CC;FA;30;14175;13560;88418;218804185;Sainte-Hélène;497;484
200005957;CC de la Région de Rambervillers;CC;FA;30;14175;13560;88425;218804250;Saint-Maurice-sur-Mortagne;192;181
200005957;CC de la Région de Rambervillers;CC;FA;30;14175;13560;88432;218804326;Saint-Pierremont;167;166
200005957;CC de la Région de Rambervillers;CC;FA;30;14175;13560;88521;218805216;Vomécourt;296;289
200005957;CC de la Région de Rambervillers;CC;FA;30;14175;13560;88527;218805273;Xaffévillers;164;159
200006682;CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay;CA;FPU;53;53980;52375;21010;212100101;Aloxe-Corton;147;135
200006682;CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay;CA;FPU;53;53980;52375;21032;212100325;Aubigny-la-Ronce;173;166
200006682;CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay;CA;FPU;53;53980;52375;21037;212100374;Auxey-Duresses;324;314
200006682;CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay;CA;FPU;53;53980;52375;21050;212100507;Baubigny;214;207
200006682;CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay;CA;FPU;53;53980;52375;21054;212100549;Beaune;22306;21579
200006682;CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay;CA;FPU;53;53980;52375;21086;212100861;Bligny-lès-Beaune;1286;1247
200006682;CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay;CA;FPU;53;53980;52375;21092;212100929;Bouilland;210;201
200006682;CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay;CA;FPU;53;53980;52375;21099;212100994;Bouze-lès-Beaune;327;320
200006682;CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay;CA;FPU;53;53980;52375;21150;212101505;Chassagne-Montrachet;326;316
200006682;CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay;CA;FPU;53;53980;52375;21170;212101703;Chevigny-en-Valière;340;329
200006682;CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay;CA;FPU;53;53980;52375;21173;212101737;Chorey-les-Beaune;657;640
200006682;CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay;CA;FPU;53;53980;52375;21185;212101851;Combertault;582;568
200006682;CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay;CA;FPU;53;53980;52375;21189;212101893;Corberon;455;448
200006682;CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay;CA;FPU;53;53980;52375;21190;212101901;Corcelles-les-Arts;494;476
200006682;CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay;CA;FPU;53;53980;52375;21193;212101935;Corgengoux;411;400
200006682;CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay;CA;FPU;53;53980;52375;21195;200069367;Cormot-Vauchignon;200;196
200006682;CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay;CA;FPU;53;53980;52375;21196;212101968;Corpeau;987;963
200006682;CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay;CA;FPU;53;53980;52375;21236;212102362;Ébaty;260;252
200006682;CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay;CA;FPU;53;53980;52375;21241;212102412;Échevronne;296;282
200006682;CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay;CA;FPU;53;53980;52375;21327;200059905;Val-Mont;271;263
200006682;CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay;CA;FPU;53;53980;52375;21347;212103477;Levernois;309;296
200006682;CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay;CA;FPU;53;53980;52375;21387;212103873;Marigny-lès-Reullée;218;212
200006682;CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay;CA;FPU;53;53980;52375;21397;212103972;Mavilly-Mandelot;179;176
200006682;CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay;CA;FPU;53;53980;52375;21401;212104012;Meloisey;351;345
200006682;CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay;CA;FPU;53;53980;52375;21405;212104053;Merceuil;843;821
200006682;CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay;CA;FPU;53;53980;52375;21411;212104111;Meursanges;551;538
200006682;CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay;CA;FPU;53;53980;52375;21412;212104129;Meursault;1521;1476
200006682;CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay;CA;FPU;53;53980;52375;21420;212104202;Molinot;150;147
200006682;CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay;CA;FPU;53;53980;52375;21423;212104236;Montagny-lès-Beaune;679;661
200006682;CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay;CA;FPU;53;53980;52375;21428;212104285;Monthelie;163;158
200006682;CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay;CA;FPU;53;53980;52375;21450;212104509;Nantoux;167;162
200006682;CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay;CA;FPU;53;53980;52375;21461;212104616;Nolay;1507;1478
200006682;CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay;CA;FPU;53;53980;52375;21480;212104806;Pernand-Vergelesses;261;247
200006682;CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay;CA;FPU;53;53980;52375;21492;212104921;Pommard;535;518
200006682;CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay;CA;FPU;53;53980;52375;21512;212105126;Puligny-Montrachet;395;383
200006682;CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay;CA;FPU;53;53980;52375;21527;212105274;La Rochepot;296;288
200006682;CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay;CA;FPU;53;53980;52375;21534;212105340;Ruffey-lès-Beaune;760;710
200006682;CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay;CA;FPU;53;53980;52375;21541;212105415;Saint-Aubin;247;237
200006682;CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay;CA;FPU;53;53980;52375;21558;212105589;Sainte-Marie-la-Blanche;881;855
200006682;CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay;CA;FPU;53;53980;52375;21569;212105696;Saint-Romain;228;223
200006682;CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay;CA;FPU;53;53980;52375;21582;212105829;Santenay;858;838
200006682;CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay;CA;FPU;53;53980;52375;21583;212105837;Santosse;54;54
200006682;CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay;CA;FPU;53;53980;52375;21590;212105902;Savigny-lès-Beaune;1346;1317
200006682;CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay;CA;FPU;53;53980;52375;21606;212106066;Ladoix-Serrigny;1865;1831
200006682;CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay;CA;FPU;53;53980;52375;21616;212106165;Tailly;195;187
200006682;CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay;CA;FPU;53;53980;52375;21636;212106363;Thury;286;283
200006682;CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay;CA;FPU;53;53980;52375;21684;212106843;Vignoles;897;871
200006682;CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay;CA;FPU;53;53980;52375;21712;212107122;Volnay;262;253
200006682;CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay;CA;FPU;53;53980;52375;71073;217100734;Chagny;5852;5704
200006682;CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay;CA;FPU;53;53980;52375;71085;217100858;Change;239;228
200006682;CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay;CA;FPU;53;53980;52375;71119;217101195;Chaudenay;1132;1097
200006682;CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay;CA;FPU;53;53980;52375;71174;217101740;Dezize-lès-Maranges;190;186
200006682;CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay;CA;FPU;53;53980;52375;71343;217103431;Paris-l'Hôpital;297;293
200006716;CC du Nogentais;CC;FA;23;17053;16743;10031;211000294;Barbuise;429;417
200006716;CC du Nogentais;CC;FA;23;17053;16743;10057;211000526;Bouy-sur-Orvin;60;60
200006716;CC du Nogentais;CC;FA;23;17053;16743;10106;211001003;Courceroy;125;124
200006716;CC du Nogentais;CC;FA;23;17053;16743;10148;211001425;Ferreux-Quincey;373;361
200006716;CC du Nogentais;CC;FA;23;17053;16743;10153;211001466;Fontaine-Mâcon;664;650
200006716;CC du Nogentais;CC;FA;23;17053;16743;10154;211001474;Fontenay-de-Bossery;78;75
200006716;CC du Nogentais;CC;FA;23;17053;16743;10169;211001623;Gumery;260;255
200006716;CC du Nogentais;CC;FA;23;17053;16743;10208;211002019;La Louptière-Thénard;302;292
200006716;CC du Nogentais;CC;FA;23;17053;16743;10225;211002183;Marnay-sur-Seine;226;221
200006716;CC du Nogentais;CC;FA;23;17053;16743;10231;211002241;Le Mériot;609;598
200006716;CC du Nogentais;CC;FA;23;17053;16743;10254;211002464;Montpothier;344;335
200006716;CC du Nogentais;CC;FA;23;17053;16743;10259;211002514;La Motte-Tilly;407;402
200006716;CC du Nogentais;CC;FA;23;17053;16743;10268;211002605;Nogent-sur-Seine;6099;5955
200006716;CC du Nogentais;CC;FA;23;17053;16743;10284;211002761;Périgny-la-Rose;133;131
200006716;CC du Nogentais;CC;FA;23;17053;16743;10291;211002837;Plessis-Barbuise;181;178
200006716;CC du Nogentais;CC;FA;23;17053;16743;10298;211002894;Pont-sur-Seine;1146;1140
200006716;CC du Nogentais;CC;FA;23;17053;16743;10334;211003231;Saint-Aubin;588;586
200006716;CC du Nogentais;CC;FA;23;17053;16743;10355;211003447;Saint-Nicolas-la-Chapelle;63;63
200006716;CC du Nogentais;CC;FA;23;17053;16743;10367;211003561;La Saulsotte;696;694
200006716;CC du Nogentais;CC;FA;23;17053;16743;10370;211003595;Soligny-les-Étangs;242;236
200006716;CC du Nogentais;CC;FA;23;17053;16743;10382;211003710;Traînel;1108;1083
200006716;CC du Nogentais;CC;FA;23;17053;16743;10420;211004080;Villenauxe-la-Grande;2773;2745
200006716;CC du Nogentais;CC;FA;23;17053;16743;10421;211004098;La Villeneuve-au-Châtelot;147;142
200006930;CC du Haut Allier;CC;FPU;11;5527;5243;48010;214800104;Auroux;410;403
200006930;CC du Haut Allier;CC;FPU;11;5527;5243;48038;214800385;Chambon-le-Château;291;286
200006930;CC du Haut Allier;CC;FPU;11;5527;5243;48041;214800419;Chastanier;85;84
200006930;CC du Haut Allier;CC;FPU;11;5527;5243;48048;214800484;Cheylard-l'Évêque;66;64
200006930;CC du Haut Allier;CC;FPU;11;5527;5243;48080;214800807;Langogne;3114;2903
200006930;CC du Haut Allier;CC;FPU;11;5527;5243;48086;214800864;Luc;233;227
200006930;CC du Haut Allier;CC;FPU;11;5527;5243;48105;200054534;Naussac-Fontanes;367;349
200006930;CC du Haut Allier;CC;FPU;11;5527;5243;48129;214801292;Rocles;243;235
200006930;CC du Haut Allier;CC;FPU;11;5527;5243;48139;200064673;Saint Bonnet Laval;275;268
200006930;CC du Haut Allier;CC;FPU;11;5527;5243;48150;214801508;Saint-Flour-de-Mercoire;198;191
200006930;CC du Haut Allier;CC;FPU;11;5527;5243;48184;214801847;Saint-Symphorien;245;233
200006971;CC du Perche;CC;FPU;22;19402;18642;28010;212800106;Argenvilliers;361;345
200006971;CC du Perche;CC;FPU;22;19402;18642;28016;212800163;Les Autels-Villevillon;160;160
200006971;CC du Perche;CC;FPU;22;19402;18642;28018;212800189;Authon-du-Perche;1254;1240
200006971;CC du Perche;CC;FPU;22;19402;18642;28031;212800312;Beaumont-les-Autels;566;426
200006971;CC du Perche;CC;FPU;22;19402;18642;28038;212800387;Béthonvilliers;145;137
200006971;CC du Perche;CC;FPU;22;19402;18642;28063;212800635;Brunelles;586;567
200006971;CC du Perche;CC;FPU;22;19402;18642;28072;212800726;Champrond-en-Perchet;399;397
200006971;CC du Perche;CC;FPU;22;19402;18642;28079;212800791;Chapelle-Royale;313;310
200006971;CC du Perche;CC;FPU;22;19402;18642;28080;212800809;Charbonnières;259;257
200006971;CC du Perche;CC;FPU;22;19402;18642;28111;212801112;Coudray-au-Perche;365;357
200006971;CC du Perche;CC;FPU;22;19402;18642;28144;212801443;Les Étilleux;223;222
200006971;CC du Perche;CC;FPU;22;19402;18642;28175;212801757;La Gaudaine;180;176
200006971;CC du Perche;CC;FPU;22;19402;18642;28219;212802193;Luigny;387;377
200006971;CC du Perche;CC;FPU;22;19402;18642;28236;212802367;Margon;1272;1233
200006971;CC du Perche;CC;FPU;22;19402;18642;28252;212802524;Miermaigne;237;222
200006971;CC du Perche;CC;FPU;22;19402;18642;28280;212802805;Nogent-le-Rotrou;10549;10130
200006971;CC du Perche;CC;FPU;22;19402;18642;28327;212803274;Saint-Bomer;208;206
200006971;CC du Perche;CC;FPU;22;19402;18642;28342;212803423;Saint-Jean-Pierre-Fixte;282;270
200006971;CC du Perche;CC;FPU;22;19402;18642;28376;212803761;Soizé;305;298
200006971;CC du Perche;CC;FPU;22;19402;18642;28378;212803787;Souancé-au-Perche;556;542
200006971;CC du Perche;CC;FPU;22;19402;18642;28395;212803951;Trizay-Coutretot-Saint-Serge;473;456
200006971;CC du Perche;CC;FPU;22;19402;18642;28407;212804074;Vichères;322;314
200007052;CC de la Marche Berrichonne;CC;FA;9;5830;5738;36001;213600018;Aigurande;1515;1481
200007052;CC de la Marche Berrichonne;CC;FA;9;5830;5738;36028;213600281;La Buxerette;104;103
200007052;CC de la Marche Berrichonne;CC;FA;9;5830;5738;36060;213600604;Crevant;723;719
200007052;CC de la Marche Berrichonne;CC;FA;9;5830;5738;36061;213600612;Crozon-sur-Vauvre;357;347
200007052;CC de la Marche Berrichonne;CC;FA;9;5830;5738;36099;213600992;Lourdoueix-Saint-Michel;329;325
200007052;CC de la Marche Berrichonne;CC;FA;9;5830;5738;36126;213601263;Montchevrier;466;463
200007052;CC de la Marche Berrichonne;CC;FA;9;5830;5738;36146;213601461;Orsennes;786;777
200007052;CC de la Marche Berrichonne;CC;FA;9;5830;5738;36189;213601891;Saint-Denis-de-Jouhet;976;957
200007052;CC de la Marche Berrichonne;CC;FA;9;5830;5738;36207;213602071;Saint-Plantaire;574;566
200007177;CC Pays de Nérondes;CC;FPU;12;5227;5094;18027;211800271;Bengy-sur-Craon;731;672
200007177;CC Pays de Nérondes;CC;FPU;12;5227;5094;18031;211800313;Blet;617;607
200007177;CC Pays de Nérondes;CC;FPU;12;5227;5094;18054;211800545;Charly;259;254
200007177;CC Pays de Nérondes;CC;FPU;12;5227;5094;18056;211800560;Chassy;258;254
200007177;CC Pays de Nérondes;CC;FPU;12;5227;5094;18072;211800727;Cornusse;274;271
200007177;CC Pays de Nérondes;CC;FPU;12;5227;5094;18080;211800800;Croisy;157;156
200007177;CC Pays de Nérondes;CC;FPU;12;5227;5094;18095;211800958;Flavigny;205;203
200007177;CC Pays de Nérondes;CC;FPU;12;5227;5094;18113;211801139;Ignol;183;180
200007177;CC Pays de Nérondes;CC;FPU;12;5227;5094;18154;211801543;Mornay-Berry;191;189
200007177;CC Pays de Nérondes;CC;FPU;12;5227;5094;18160;211801600;Nérondes;1600;1561
200007177;CC Pays de Nérondes;CC;FPU;12;5227;5094;18175;211801758;Ourouer-les-Bourdelins;640;637
