siren;nom;nature;fiscalite;ptot;pmun;pcap;nb_com;insee;nom_com;ptot_com;pmun_com
240200634;CC des Portes de la Thiérache;CC;4TX;7582;7454;128;29;2641; Renneval;133;131
240200634;CC des Portes de la Thiérache;CC;4TX;7582;7454;128;29;2819; Vincy-Reuil-et-Magny;134;132
240200634;CC des Portes de la Thiérache;CC;4TX;7582;7454;128;29;2256; Dagny-Lambercy;139;133
240200634;CC des Portes de la Thiérache;CC;4TX;7582;7454;128;29;2586; Parfondeval;165;161
240200634;CC des Portes de la Thiérache;CC;4TX;7582;7454;128;29;2743;Le Thuel;168;164
240200634;CC des Portes de la Thiérache;CC;4TX;7582;7454;128;29;2519; Montloué;176;168
240200634;CC des Portes de la Thiérache;CC;4TX;7582;7454;128;29;2642; Résigny;172;169
240200634;CC des Portes de la Thiérache;CC;4TX;7582;7454;128;29;2802;La Ville-aux-Bois-lès-Dizy;198;198
240200634;CC des Portes de la Thiérache;CC;4TX;7582;7454;128;29;2433; Lislet;249;247
240200634;CC des Portes de la Thiérache;CC;4TX;7582;7454;128;29;2801; Vigneux-Hocquet;284;276
240200634;CC des Portes de la Thiérache;CC;4TX;7582;7454;128;29;2126; Brunehamel;542;536
240200634;CC des Portes de la Thiérache;CC;4TX;7582;7454;128;29;2160; Chaourse;553;541
240200634;CC des Portes de la Thiérache;CC;4TX;7582;7454;128;29;2264; Dizy-le-Gros;780;764
240200634;CC des Portes de la Thiérache;CC;4TX;7582;7454;128;29;2666; Rozoy-sur-Serre;1055;1039
240200634;CC des Portes de la Thiérache;CC;4TX;7582;7454;128;29;2502; Montcornet;1669;1654
240200642;CC du Val de lAilette;CC;TPU;8447;8209;238;19;2632; Quincy-Basse;52;52
240200642;CC du Val de lAilette;CC;TPU;8447;8209;238;19;2406; Landricourt;120;118
240200642;CC du Val de lAilette;CC;TPU;8447;8209;238;19;2786; Verneuil-sous-Coucy;128;127
240200642;CC du Val de lAilette;CC;TPU;8447;8209;238;19;2395; Jumencourt;157;149
240200642;CC du Val de lAilette;CC;TPU;8447;8209;238;19;2616; Pont-Saint-Mard;185;179
240200642;CC du Val de lAilette;CC;TPU;8447;8209;238;19;2219; Coucy-la-Ville;242;193
240200642;CC du Val de lAilette;CC;TPU;8447;8209;238;19;2707; Septvaux;208;204
240200642;CC du Val de lAilette;CC;TPU;8447;8209;238;19;2704; Selens;239;237
240200642;CC du Val de lAilette;CC;TPU;8447;8209;238;19;2159; Champs;294;285
240200642;CC du Val de lAilette;CC;TPU;8447;8209;238;19;2671; Saint-Aubin;315;315
240200642;CC du Val de lAilette;CC;TPU;8447;8209;238;19;2236; Crécy-au-Mont;336;327
240200642;CC du Val de lAilette;CC;TPU;8447;8209;238;19;2686; Saint-Paul-aux-Bois;397;390
240200642;CC du Val de lAilette;CC;TPU;8447;8209;238;19;2423; Leuilly-sous-Coucy;426;420
240200642;CC du Val de lAilette;CC;TPU;8447;8209;238;19;2363; Guny;438;432
240200642;CC du Val de lAilette;CC;TPU;8447;8209;238;19;2750; Trosly-Loire;595;583
240200642;CC du Val de lAilette;CC;TPU;8447;8209;238;19;2049; Barisis;711;699
240200642;CC du Val de lAilette;CC;TPU;8447;8209;238;19;2086; Bichancourt;945;928
240200642;CC du Val de lAilette;CC;TPU;8447;8209;238;19;2217; Coucy-le-Château-Auffrique;1106;1041
240200642;CC du Val de lAilette;CC;TPU;8447;8209;238;19;2318; Folembray;1553;1530
240200659;CC des Vallons dAnizy;CC;4TX;8332;8152;180;17;2499; Montbavin;40;36
240200659;CC des Vallons dAnizy;CC;4TX;8332;8152;180;17;2108; Bourguignon-sous-Montbavin;128;128
240200659;CC des Vallons dAnizy;CC;4TX;8332;8152;180;17;2052; Bassoles-Aulers;141;137
240200659;CC des Vallons dAnizy;CC;4TX;8332;8152;180;17;2834; Wissignicourt;150;148
240200659;CC des Vallons dAnizy;CC;4TX;8332;8152;180;17;2155; Chaillevois;187;182
240200659;CC des Vallons dAnizy;CC;4TX;8332;8152;180;17;2661; Royaucourt-et-Chailvet;191;190
240200659;CC des Vallons dAnizy;CC;4TX;8332;8152;180;17;2183; Chevregny;200;195
240200659;CC des Vallons dAnizy;CC;4TX;8332;8152;180;17;2434; Lizy;262;223
240200659;CC des Vallons dAnizy;CC;4TX;8332;8152;180;17;2478; Merlieux-et-Fouquerolles;269;258
240200659;CC des Vallons dAnizy;CC;4TX;8332;8152;180;17;2733; Suzy;299;292
240200659;CC des Vallons dAnizy;CC;4TX;8332;8152;180;17;2301; Faucoucourt;308;302
240200659;CC des Vallons dAnizy;CC;4TX;8332;8152;180;17;2768; Vauxaillon;440;436
240200659;CC des Vallons dAnizy;CC;4TX;8332;8152;180;17;2755; Urcel;579;570
240200659;CC des Vallons dAnizy;CC;4TX;8332;8152;180;17;2111; Brancourt-en-Laonnois;668;644
240200659;CC des Vallons dAnizy;CC;4TX;8332;8152;180;17;2619; Prémontré;776;769
240200659;CC des Vallons dAnizy;CC;4TX;8332;8152;180;17;2602; Pinon;1767;1742
240200659;CC des Vallons dAnizy;CC;4TX;8332;8152;180;17;2018; Anizy-le-Château;1927;1900
240200683;CC Chauny Tergnier;CC;TPU;41041;40075;966;23;2542; Neuflieux;89;89
240200683;CC Chauny Tergnier;CC;TPU;41041;40075;966;23;2056; Beaumont-en-Beine;153;149
240200683;CC Chauny Tergnier;CC;TPU;41041;40075;966;23;2754; Ugny-le-Gay;158;156
240200683;CC Chauny Tergnier;CC;TPU;41041;40075;966;23;2546;La Neuville-en-Beine;172;164
240200683;CC Chauny Tergnier;CC;TPU;41041;40075;966;23;2207; Commenchon;176;169
240200683;CC Chauny Tergnier;CC;TPU;41041;40075;966;23;2362; Guivry;252;251
240200683;CC Chauny Tergnier;CC;TPU;41041;40075;966;23;2461; Marest-Dampcourt;336;331
240200683;CC Chauny Tergnier;CC;TPU;41041;40075;966;23;2081; Béthancourt-en-Vaux;398;384
240200683;CC Chauny Tergnier;CC;TPU;41041;40075;966;23;2474; Mennessis;391;386
240200683;CC Chauny Tergnier;CC;TPU;41041;40075;966;23;2139; Caillouël-Crépigny;432;415
240200683;CC Chauny Tergnier;CC;TPU;41041;40075;966;23;2431; Liez;452;448
240200683;CC Chauny Tergnier;CC;TPU;41041;40075;966;23;2001; Abbécourt;487;474
240200683;CC Chauny Tergnier;CC;TPU;41041;40075;966;23;2145; Caumont;556;547
240200683;CC Chauny Tergnier;CC;TPU;41041;40075;966;23;2807; Villequier-Aumont;614;591
240200683;CC Chauny Tergnier;CC;TPU;41041;40075;966;23;2212; Condren;724;700
240200683;CC Chauny Tergnier;CC;TPU;41041;40075;966;23;2014; Amigny-Rouy;717;706
240200683;CC Chauny Tergnier;CC;TPU;41041;40075;966;23;2041; Autreville;846;820
240200683;CC Chauny Tergnier;CC;TPU;41041;40075;966;23;2336; Frières-Faillouël;873;851
240200683;CC Chauny Tergnier;CC;TPU;41041;40075;966;23;2566; Ognes;1137;1108
240200683;CC Chauny Tergnier;CC;TPU;41041;40075;966;23;2820; Viry-Noureuil;1989;1952
240200683;CC Chauny Tergnier;CC;TPU;41041;40075;966;23;2719; Sinceny;2173;2131
240200683;CC Chauny Tergnier;CC;TPU;41041;40075;966;23;2173; Chauny;13092;12653
240200683;CC Chauny Tergnier;CC;TPU;41041;40075;966;23;2738; Tergnier;14824;14600
240200691;CC Villers-Cotterêts - Forêt de Retz;CC;TPU;14810;14330;480;17;2729; Soucy;74;70
240200691;CC Villers-Cotterêts - Forêt de Retz;CC;TPU;14810;14330;480;17;2316; Fleury;149;142
240200691;CC Villers-Cotterêts - Forêt de Retz;CC;TPU;14810;14330;480;17;2568; Oigny-en-Valois;169;165
240200691;CC Villers-Cotterêts - Forêt de Retz;CC;TPU;14810;14330;480;17;2506; Montgobert;196;195
240200691;CC Villers-Cotterêts - Forêt de Retz;CC;TPU;14810;14330;480;17;2812; Villers-Hélon;209;205
240200691;CC Villers-Cotterêts - Forêt de Retz;CC;TPU;14810;14330;480;17;2441; Louâtre;218;212
240200691;CC Villers-Cotterêts - Forêt de Retz;CC;TPU;14810;14330;480;17;2628; Puiseux-en-Retz;244;234
240200691;CC Villers-Cotterêts - Forêt de Retz;CC;TPU;14810;14330;480;17;2410; Largny-sur-Automne;251;244
240200691;CC Villers-Cotterêts - Forêt de Retz;CC;TPU;14810;14330;480;17;2734; Taillefontaine;280;276
240200691;CC Villers-Cotterêts - Forêt de Retz;CC;TPU;14810;14330;480;17;2438; Longpont;293;277
240200691;CC Villers-Cotterêts - Forêt de Retz;CC;TPU;14810;14330;480;17;2216; Corcy;314;309
240200691;CC Villers-Cotterêts - Forêt de Retz;CC;TPU;14810;14330;480;17;2302; Faverolles;346;340
240200691;CC Villers-Cotterêts - Forêt de Retz;CC;TPU;14810;14330;480;17;2232; Coyolles;367;351
240200691;CC Villers-Cotterêts - Forêt de Retz;CC;TPU;14810;14330;480;17;2644; Retheuil;374;368
240200691;CC Villers-Cotterêts - Forêt de Retz;CC;TPU;14810;14330;480;17;2822; Vivières;406;394
240200691;CC Villers-Cotterêts - Forêt de Retz;CC;TPU;14810;14330;480;17;2259; Dampleux;430;420
240200691;CC Villers-Cotterêts - Forêt de Retz;CC;TPU;14810;14330;480;17;2810; Villers-Cotterêts;10490;10128
240300418;CC de la Montagne Bourbonnaise;CC;4TX;6819;6533;286;15;3068; Châtelus;137;134
240300418;CC de la Montagne Bourbonnaise;CC;4TX;6819;6533;286;15;3125;La Guillermie;155;153
240300418;CC de la Montagne Bourbonnaise;CC;4TX;6819;6533;286;15;3141; Lavoine;159;155
240300418;CC de la Montagne Bourbonnaise;CC;4TX;6819;6533;286;15;3248; Saint-Nicolas-des-Biefs;178;176
240300418;CC de la Montagne Bourbonnaise;CC;4TX;6819;6533;286;15;3050;La Chabanne;196;190
240300418;CC de la Montagne Bourbonnaise;CC;4TX;6819;6533;286;15;3201; Nizerolles;335;327
240300418;CC de la Montagne Bourbonnaise;CC;4TX;6819;6533;286;15;3224; Saint-Clément;353;349
240300418;CC de la Montagne Bourbonnaise;CC;4TX;6819;6533;286;15;3008; Arronnes;371;362
240300418;CC de la Montagne Bourbonnaise;CC;4TX;6819;6533;286;15;3139; Laprugne;375;370
240300418;CC de la Montagne Bourbonnaise;CC;4TX;6819;6533;286;15;3056;La Chapelle;396;381
240300418;CC de la Montagne Bourbonnaise;CC;4TX;6819;6533;286;15;3066; Châtel-Montagne;428;426
240300418;CC de la Montagne Bourbonnaise;CC;4TX;6819;6533;286;15;3113; Ferrières-sur-Sichon;571;561
240300418;CC de la Montagne Bourbonnaise;CC;4TX;6819;6533;286;15;3006; Arfeuilles;700;691
240300418;CC de la Montagne Bourbonnaise;CC;4TX;6819;6533;286;15;3174; Molles;807;781
240300418;CC de la Montagne Bourbonnaise;CC;4TX;6819;6533;286;15;3165;Le Mayet-de-Montagne;1658;1477
240300426;CA de Vichy Val d'Allier;CA;TPU;77629;75492;2137;23;3033; Bost;166;163
240300426;CA de Vichy Val d'Allier;CA;TPU;77629;75492;2137;23;3273; Seuillet;482;462
240300426;CA de Vichy Val d'Allier;CA;TPU;77629;75492;2137;23;3080; Cognat-Lyonne;629;616
240300426;CA de Vichy Val d'Allier;CA;TPU;77629;75492;2137;23;3060; Charmeil;737;710
240300426;CA de Vichy Val d'Allier;CA;TPU;77629;75492;2137;23;3271; Serbannes;728;711
240300426;CA de Vichy Val d'Allier;CA;TPU;77629;75492;2137;23;3157; Magnet;752;741
240300426;CA de Vichy Val d'Allier;CA;TPU;77629;75492;2137;23;3163; Mariol;762;746
240300426;CA de Vichy Val d'Allier;CA;TPU;77629;75492;2137;23;3110; Espinasse-Vozelle;820;792
240300426;CA de Vichy Val d'Allier;CA;TPU;77629;75492;2137;23;3029; Billy;871;852
240300426;CA de Vichy Val d'Allier;CA;TPU;77629;75492;2137;23;3045; Busset;904;880
240300426;CA de Vichy Val d'Allier;CA;TPU;77629;75492;2137;23;3093; Creuzier-le-Neuf;1021;981
240300426;CA de Vichy Val d'Allier;CA;TPU;77629;75492;2137;23;3126; Hauterive;1111;1079
240300426;CA de Vichy Val d'Allier;CA;TPU;77629;75492;2137;23;3044; Brugheas;1359;1291
240300426;CA de Vichy Val d'Allier;CA;TPU;77629;75492;2137;23;3258; Saint-Rémy-en-Rollat;1581;1550
240300426;CA de Vichy Val d'Allier;CA;TPU;77629;75492;2137;23;3306;Le Vernet;1806;1751
240300426;CA de Vichy Val d'Allier;CA;TPU;77629;75492;2137;23;3304; Vendat;2187;2124
240300426;CA de Vichy Val d'Allier;CA;TPU;77629;75492;2137;23;3001; Abrest;2612;2530
240300426;CA de Vichy Val d'Allier;CA;TPU;77629;75492;2137;23;3264; Saint-Yorre;2811;2745
240300426;CA de Vichy Val d'Allier;CA;TPU;77629;75492;2137;23;3094; Creuzier-le-Vieux;3267;3152
240300426;CA de Vichy Val d'Allier;CA;TPU;77629;75492;2137;23;3236; Saint-Germain-des-Fossés;3746;3676
240300426;CA de Vichy Val d'Allier;CA;TPU;77629;75492;2137;23;3023; Bellerive-sur-Allier;8771;8418
240300426;CA de Vichy Val d'Allier;CA;TPU;77629;75492;2137;23;3095; Cusset;13951;13414
240300426;CA de Vichy Val d'Allier;CA;TPU;77629;75492;2137;23;3310; Vichy;26555;26108
240300491;CC Pays de Lapalisse;CC;TPU;8756;8482;274;14;3017; Barrais-Bussolles;223;218
240300491;CC Pays de Lapalisse;CC;TPU;8756;8482;274;14;3272; Servilly;264;259
240300491;CC Pays de Lapalisse;CC;TPU;8756;8482;274;14;3024; Bert;273;270
240300491;CC Pays de Lapalisse;CC;TPU;8756;8482;274;14;3004; Andelaroche;290;280
240300491;CC Pays de Lapalisse;CC;TPU;8756;8482;274;14;3105; Droiturier;354;339
240300491;CC Pays de Lapalisse;CC;TPU;8756;8482;274;14;3028; Billezois;367;363
240300491;CC Pays de Lapalisse;CC;TPU;8756;8482;274;14;3250; Saint-Pierre-Laval;374;367
240300491;CC Pays de Lapalisse;CC;TPU;8756;8482;274;14;3205; Périgny;437;432
240300491;CC Pays de Lapalisse;CC;TPU;8756;8482;274;14;3223; Saint-Christophe;442;433
240300491;CC Pays de Lapalisse;CC;TPU;8756;8482;274;14;3230; Saint-Étienne-de-Vicq;469;456
240300491;CC Pays de Lapalisse;CC;TPU;8756;8482;274;14;3131; Isserpent;519;493
240300491;CC Pays de Lapalisse;CC;TPU;8756;8482;274;14;3042;Le Breuil;557;549
240300491;CC Pays de Lapalisse;CC;TPU;8756;8482;274;14;3257; Saint-Prix;819;806
240300491;CC Pays de Lapalisse;CC;TPU;8756;8482;274;14;3138; Lapalisse;3368;3217
240300533;CC du Bassin de Gannat;CC;4TX;12853;12449;404;16;3209; Poëzat;115;113
240300533;CC du Bassin de Gannat;CC;4TX;12853;12449;404;16;3255; Saint-Priest-d'Andelot;135;132
240300533;CC du Bassin de Gannat;CC;4TX;12853;12449;404;16;3021; Bègues;230;225
240300533;CC du Bassin de Gannat;CC;4TX;12853;12449;404;16;3182; Monteignet-sur-l'Andelot;233;226
240300533;CC du Bassin de Gannat;CC;4TX;12853;12449;404;16;3166; Mazerier;282;268
240300533;CC du Bassin de Gannat;CC;4TX;12853;12449;404;16;3164;Le Mayet-d'École;282;275
240300533;CC du Bassin de Gannat;CC;4TX;12853;12449;404;16;3061; Charmes;337;333
240300533;CC du Bassin de Gannat;CC;4TX;12853;12449;404;16;3268; Saulzet;344;335
240300533;CC du Bassin de Gannat;CC;4TX;12853;12449;404;16;3237; Saint-Germain-de-Salles;446;433
240300533;CC du Bassin de Gannat;CC;4TX;12853;12449;404;16;3133; Jenzat;517;504
240300533;CC du Bassin de Gannat;CC;4TX;12853;12449;404;16;3252; Saint-Pont;522;516
240300533;CC du Bassin de Gannat;CC;4TX;12853;12449;404;16;3220; Saint-Bonnet-de-Rochefort;655;646
240300533;CC du Bassin de Gannat;CC;4TX;12853;12449;404;16;3030; Biozat;717;698
240300533;CC du Bassin de Gannat;CC;4TX;12853;12449;404;16;3109; Escurolles;732;715
240300533;CC du Bassin de Gannat;CC;4TX;12853;12449;404;16;3043; Broût-Vernet;1215;1149
240300533;CC du Bassin de Gannat;CC;4TX;12853;12449;404;16;3118; Gannat;6091;5881
240300558;CC du Pays de Tronçais;CC;4TX;8113;7924;189;16;3222; Saint-Caprais;93;91
240300558;CC du Pays de Tronçais;CC;4TX;8113;7924;189;16;3318; Vitray;124;121
240300558;CC du Pays de Tronçais;CC;4TX;8113;7924;189;16;3143; Lételon;142;139
240300558;CC du Pays de Tronçais;CC;4TX;8113;7924;189;16;3313;Le Vilhain;276;267
240300558;CC du Pays de Tronçais;CC;4TX;8113;7924;189;16;3037; Braize;279;276
240300558;CC du Pays de Tronçais;CC;4TX;8113;7924;189;16;3293; Urçay;296;288
240300558;CC du Pays de Tronçais;CC;4TX;8113;7924;189;16;3130; Isle-et-Bardais;297;289
240300558;CC du Pays de Tronçais;CC;4TX;8113;7924;189;16;3041;Le Brethon;344;340
240300558;CC du Pays de Tronçais;CC;4TX;8113;7924;189;16;3282; Theneuille;414;397
240300558;CC du Pays de Tronçais;CC;4TX;8113;7924;189;16;3296; Valigny;413;407
240300558;CC du Pays de Tronçais;CC;4TX;8113;7924;189;16;3087; Couleuvre;595;576
240300558;CC du Pays de Tronçais;CC;4TX;8113;7924;189;16;3127; Hérisson;695;679
240300558;CC du Pays de Tronçais;CC;4TX;8113;7924;189;16;3221; Saint-Bonnet-Tronçais;774;760
240300558;CC du Pays de Tronçais;CC;4TX;8113;7924;189;16;3168; Meaulne;792;771
240300558;CC du Pays de Tronçais;CC;4TX;8113;7924;189;16;3003; Ainay-le-Château;1140;1116
240300558;CC du Pays de Tronçais;CC;4TX;8113;7924;189;16;3048; Cérilly;1439;1407
240300566;CC du Val de Cher;CC;4TX;5812;5686;126;10;18238; Saint-Vitte;141;138
240300566;CC du Val de Cher;CC;4TX;5812;5686;126;10;3193; Nassigny;185;177
240300566;CC du Val de Cher;CC;4TX;5812;5686;126;10;3123; Givarlais;250;241
240300566;CC du Val de Cher;CC;4TX;5812;5686;126;10;3213; Reugny;269;268
240300566;CC du Val de Cher;CC;4TX;5812;5686;126;10;3153; Louroux-Hodement;358;356
240300566;CC du Val de Cher;CC;4TX;5812;5686;126;10;3158; Maillet;384;373
