siren;nom;nature;fiscalite;ptot;pmun;pcap;nb_nom;insee;nom_com;ptot_com;pmun_com;pcap_com
241700616;CC DU CANTON D'AULNAY DE SAI;CC;4TX;6870;6759;111;24;17206;Loiré-sur-Nie;294;290;4
241700616;CC DU CANTON D'AULNAY DE SAI;CC;4TX;6870;6759;111;24;17257;Néré;762;742;20
241700616;CC DU CANTON D'AULNAY DE SAI;CC;4TX;6870;6759;111;24;17268;Nuaillé-sur-Boutonne;181;178;3
241700616;CC DU CANTON D'AULNAY DE SAI;CC;4TX;6870;6759;111;24;17271;Paillé;372;366;6
241700616;CC DU CANTON D'AULNAY DE SAI;CC;4TX;6870;6759;111;24;17301;Romazières;81;80;1
241700616;CC DU CANTON D'AULNAY DE SAI;CC;4TX;6870;6759;111;24;17334;Saint-Georges-de-Longuepierre;217;217;0
241700616;CC DU CANTON D'AULNAY DE SAI;CC;4TX;6870;6759;111;24;17358;Saint-Mandé-sur-Brédoire;342;340;2
241700616;CC DU CANTON D'AULNAY DE SAI;CC;4TX;6870;6759;111;24;17367;Saint-Martin-de-Juillers;150;148;2
241700616;CC DU CANTON D'AULNAY DE SAI;CC;4TX;6870;6759;111;24;17383;Saint-Pierre-de-Juillers;374;367;7
241700616;CC DU CANTON D'AULNAY DE SAI;CC;4TX;6870;6759;111;24;17416;Saleignes;77;77;0
241700616;CC DU CANTON D'AULNAY DE SAI;CC;4TX;6870;6759;111;24;17422;Seigné;109;108;1
241700616;CC DU CANTON D'AULNAY DE SAI;CC;4TX;6870;6759;111;24;17471;La Villedieu;270;264;6
241700616;CC DU CANTON D'AULNAY DE SAI;CC;4TX;6870;6759;111;24;17473;Villemorin;146;142;4
241700616;CC DU CANTON D'AULNAY DE SAI;CC;4TX;6870;6759;111;24;17477;Villiers-Couture;169;168;1
241700616;CC DU CANTON D'AULNAY DE SAI;CC;4TX;6870;6759;111;24;17478;Vinax;62;62;0
241700624;CC ILE D'OLERON;CC;4TX;20318;20009;309;8;17093;Le Château-d'Oléron;3600;3552;48
241700624;CC ILE D'OLERON;CC;4TX;20318;20009;309;8;17140;Dolus-d'Oléron;2778;2723;55
241700624;CC ILE D'OLERON;CC;4TX;20318;20009;309;8;17323;Saint-Denis-d'Oléron;1245;1221;24
241700624;CC ILE D'OLERON;CC;4TX;20318;20009;309;8;17337;Saint-Georges-d'Oléron;3338;3287;51
241700624;CC ILE D'OLERON;CC;4TX;20318;20009;309;8;17385;Saint-Pierre-d'Oléron;6032;5944;88
241700624;CC ILE D'OLERON;CC;4TX;20318;20009;309;8;17411;Saint-Trojan-les-Bains;1647;1624;23
241700624;CC ILE D'OLERON;CC;4TX;20318;20009;309;8;17485;Le Grand-Village-Plage;910;898;12
241700624;CC ILE D'OLERON;CC;4TX;20318;20009;309;8;17486;La Brée-les-Bains;768;760;8
241700632;CC CANTON GEMOZAC ET SAINTON;CC;4TX;10707;10435;272;15;17044;Berneuil;847;836;11
241700632;CC CANTON GEMOZAC ET SAINTON;CC;4TX;10707;10435;272;15;17133;Cravans;594;521;73
241700632;CC CANTON GEMOZAC ET SAINTON;CC;4TX;10707;10435;272;15;17172;Gémozac;2414;2352;62
241700632;CC CANTON GEMOZAC ET SAINTON;CC;4TX;10707;10435;272;15;17196;Jazennes;372;367;5
241700632;CC CANTON GEMOZAC ET SAINTON;CC;4TX;10707;10435;272;15;17232;Meursac;1019;1006;13
241700632;CC CANTON GEMOZAC ET SAINTON;CC;4TX;10707;10435;272;15;17244;Montpellier-de-Médillan;524;506;18
241700632;CC CANTON GEMOZAC ET SAINTON;CC;4TX;10707;10435;272;15;17296;Rétaud;880;869;11
241700632;CC CANTON GEMOZAC ET SAINTON;CC;4TX;10707;10435;272;15;17298;Rioux;787;771;16
241700632;CC CANTON GEMOZAC ET SAINTON;CC;4TX;10707;10435;272;15;17310;Saint-André-de-Lidon;878;846;32
241700632;CC CANTON GEMOZAC ET SAINTON;CC;4TX;10707;10435;272;15;17404;Saint-Simon-de-Pellouaille;374;370;4
241700632;CC CANTON GEMOZAC ET SAINTON;CC;4TX;10707;10435;272;15;17438;Tanzac;253;251;2
241700632;CC CANTON GEMOZAC ET SAINTON;CC;4TX;10707;10435;272;15;17441;Tesson;828;812;16
241700632;CC CANTON GEMOZAC ET SAINTON;CC;4TX;10707;10435;272;15;17442;Thaims;241;239;2
241700632;CC CANTON GEMOZAC ET SAINTON;CC;4TX;10707;10435;272;15;17469;Villars-en-Pons;453;451;2
241700632;CC CANTON GEMOZAC ET SAINTON;CC;4TX;10707;10435;272;15;17479;Virollet;243;238;5
241700640;CC PAYS ROYANNAIS;CC;4TX;59816;58111;1705;29;17015;Arces;566;561;5
241700640;CC PAYS ROYANNAIS;CC;4TX;59816;58111;1705;29;17021;Arvert;2955;2884;71
241700640;CC PAYS ROYANNAIS;CC;4TX;59816;58111;1705;29;17034;Barzan;432;428;4
241700640;CC PAYS ROYANNAIS;CC;4TX;59816;58111;1705;29;17060;Boutenac-Touvent;218;217;1
241700640;CC PAYS ROYANNAIS;CC;4TX;59816;58111;1705;29;17064;Breuillet;2230;2178;52
241700640;CC PAYS ROYANNAIS;CC;4TX;59816;58111;1705;29;17068;Brie-sous-Mortagne;248;245;3
241700640;CC PAYS ROYANNAIS;CC;4TX;59816;58111;1705;29;17079;Chaillevette;1096;1082;14
241700640;CC PAYS ROYANNAIS;CC;4TX;59816;58111;1705;29;17097;Le Chay;576;562;14
241700640;CC PAYS ROYANNAIS;CC;4TX;59816;58111;1705;29;17098;Chenac-Saint-Seurin-d'Uzet;588;572;16
241700640;CC PAYS ROYANNAIS;CC;4TX;59816;58111;1705;29;17131;Cozes;1867;1830;37
241700640;CC PAYS ROYANNAIS;CC;4TX;59816;58111;1705;29;17151;L'Eguille;775;758;17
241700640;CC PAYS ROYANNAIS;CC;4TX;59816;58111;1705;29;17152;Epargnes;745;734;11
241700640;CC PAYS ROYANNAIS;CC;4TX;59816;58111;1705;29;17155;Etaules;1619;1587;32
241700640;CC PAYS ROYANNAIS;CC;4TX;59816;58111;1705;29;17160;Floirac;295;292;3
241700640;CC PAYS ROYANNAIS;CC;4TX;59816;58111;1705;29;17183;Grézac;603;592;11
241700640;CC PAYS ROYANNAIS;CC;4TX;59816;58111;1705;29;17225;Les Mathes;1481;1452;29
241700640;CC PAYS ROYANNAIS;CC;4TX;59816;58111;1705;29;17230;Meschers-sur-Gironde;2283;2234;49
241700640;CC PAYS ROYANNAIS;CC;4TX;59816;58111;1705;29;17247;Mornac-sur-Seudre;663;652;11
241700640;CC PAYS ROYANNAIS;CC;4TX;59816;58111;1705;29;17248;Mortagne-sur-Gironde;982;967;15
241700640;CC PAYS ROYANNAIS;CC;4TX;59816;58111;1705;29;17306;Royan;17932;17102;830
241700640;CC PAYS ROYANNAIS;CC;4TX;59816;58111;1705;29;17311;Saint-Augustin;873;849;24
241700640;CC PAYS ROYANNAIS;CC;4TX;59816;58111;1705;29;17333;Saint-Georges-de-Didonne;5133;5034;99
241700640;CC PAYS ROYANNAIS;CC;4TX;59816;58111;1705;29;17380;Saint-Palais-sur-Mer;3471;3343;128
241700640;CC PAYS ROYANNAIS;CC;4TX;59816;58111;1705;29;17392;Saint-Romain-sur-Gironde;51;51;0
241700640;CC PAYS ROYANNAIS;CC;4TX;59816;58111;1705;29;17409;Saint-Sulpice-de-Royan;2341;2290;51
241700640;CC PAYS ROYANNAIS;CC;4TX;59816;58111;1705;29;17425;Semussac;1441;1417;24
241700640;CC PAYS ROYANNAIS;CC;4TX;59816;58111;1705;29;17437;Talmont-sur-Gironde;84;83;1
241700640;CC PAYS ROYANNAIS;CC;4TX;59816;58111;1705;29;17452;La Tremblade;4719;4667;52
241700640;CC PAYS ROYANNAIS;CC;4TX;59816;58111;1705;29;17461;Vaux-sur-Mer;3549;3448;101
241700657;CC BASSINS SEUDRE ET ARNOULT;CC;4TX;14422;14156;266;12;17030;Balanzac;355;343;12
241700657;CC BASSINS SEUDRE ET ARNOULT;CC;4TX;14422;14156;266;12;17112;La Clisse;398;391;7
241700657;CC BASSINS SEUDRE ET ARNOULT;CC;4TX;14422;14156;266;12;17119;Corme-Ecluse;769;758;11
241700657;CC BASSINS SEUDRE ET ARNOULT;CC;4TX;14422;14156;266;12;17120;Corme-Royal;1362;1344;18
241700657;CC BASSINS SEUDRE ET ARNOULT;CC;4TX;14422;14156;266;12;17214;Luchat;242;235;7
241700657;CC BASSINS SEUDRE ET ARNOULT;CC;4TX;14422;14156;266;12;17228;Médis;2192;2158;34
241700657;CC BASSINS SEUDRE ET ARNOULT;CC;4TX;14422;14156;266;12;17255;Nancras;428;418;10
241700657;CC BASSINS SEUDRE ET ARNOULT;CC;4TX;14422;14156;266;12;17278;Pisany;426;416;10
241700657;CC BASSINS SEUDRE ET ARNOULT;CC;4TX;14422;14156;266;12;17307;Sablonceaux;1033;1023;10
241700657;CC BASSINS SEUDRE ET ARNOULT;CC;4TX;14422;14156;266;12;17393;Saint-Romain-de-Benet;1398;1374;24
241700657;CC BASSINS SEUDRE ET ARNOULT;CC;4TX;14422;14156;266;12;17421;Saujon;5510;5392;118
241700657;CC BASSINS SEUDRE ET ARNOULT;CC;4TX;14422;14156;266;12;17445;Thézac;309;304;5
241700681;CC DU PAYS MARANDAIS;CC;4TX;9818;9644;174;6;17008;Andilly;1508;1478;30
241700681;CC DU PAYS MARANDAIS;CC;4TX;9818;9644;174;6;17091;Charron;1667;1650;17
241700681;CC DU PAYS MARANDAIS;CC;4TX;9818;9644;174;6;17208;Longèves;519;515;4
241700681;CC DU PAYS MARANDAIS;CC;4TX;9818;9644;174;6;17218;Marans;4428;4375;53
241700681;CC DU PAYS MARANDAIS;CC;4TX;9818;9644;174;6;17376;Saint-Ouen-d'Aunis;750;692;58
241700681;CC DU PAYS MARANDAIS;CC;4TX;9818;9644;174;6;17472;Villedoux;946;934;12
241700699;CC DU BASSIN DE MARENNES;CC;4TX;12828;12469;359;7;17058;Bourcefranc-le-Chapus;3110;2950;160
241700699;CC DU BASSIN DE MARENNES;CC;4TX;12828;12469;359;7;17185;Le Gua;1911;1856;55
241700699;CC DU BASSIN DE MARENNES;CC;4TX;12828;12469;359;7;17189;Hiers-Brouage;483;472;11
241700699;CC DU BASSIN DE MARENNES;CC;4TX;12828;12469;359;7;17219;Marennes;4773;4685;88
241700699;CC DU BASSIN DE MARENNES;CC;4TX;12828;12469;359;7;17265;Nieulle-sur-Seudre;649;643;6
241700699;CC DU BASSIN DE MARENNES;CC;4TX;12828;12469;359;7;17351;Saint-Just-Luzac;1570;1535;35
241700699;CC DU BASSIN DE MARENNES;CC;4TX;12828;12469;359;7;17406;Saint-Sornin;332;328;4
241700707;CC DU PAYS SANTON;CC;4TX;43587;40125;3462;19;17073;Bussac-sur-Charente;1154;1123;31
241700707;CC DU PAYS SANTON;CC;4TX;43587;40125;3462;19;17089;La Chapelle-des-Pots;884;875;9
241700707;CC DU PAYS SANTON;CC;4TX;43587;40125;3462;19;17102;Chermignac;1037;1015;22
241700707;CC DU PAYS SANTON;CC;4TX;43587;40125;3462;19;17115;Colombiers;257;254;3
241700707;CC DU PAYS SANTON;CC;4TX;43587;40125;3462;19;17128;Courcoury;579;571;8
241700707;CC DU PAYS SANTON;CC;4TX;43587;40125;3462;19;17143;Le Douhet;648;636;12
241700707;CC DU PAYS SANTON;CC;4TX;43587;40125;3462;19;17148;Ecurat;366;361;5
241700707;CC DU PAYS SANTON;CC;4TX;43587;40125;3462;19;17164;Fontcouverte;1994;1892;102
241700707;CC DU PAYS SANTON;CC;4TX;43587;40125;3462;19;17179;Les Gonds;1689;1227;462
241700707;CC DU PAYS SANTON;CC;4TX;43587;40125;3462;19;17191;La Jard;276;275;1
241700707;CC DU PAYS SANTON;CC;4TX;43587;40125;3462;19;17275;Pessines;664;648;16
241700707;CC DU PAYS SANTON;CC;4TX;43587;40125;3462;19;17289;Préguillac;332;323;9
241700707;CC DU PAYS SANTON;CC;4TX;43587;40125;3462;19;17336;Saint-Georges-des-Coteaux;2087;2028;59
241700707;CC DU PAYS SANTON;CC;4TX;43587;40125;3462;19;17400;Saint-Sever-de-Saintonge;595;588;7
241700707;CC DU PAYS SANTON;CC;4TX;43587;40125;3462;19;17412;Saint-Vaize;471;463;8
241700707;CC DU PAYS SANTON;CC;4TX;43587;40125;3462;19;17415;Saintes;27723;25496;2227
241700707;CC DU PAYS SANTON;CC;4TX;43587;40125;3462;19;17444;Thénac;1530;1081;449
241700707;CC DU PAYS SANTON;CC;4TX;43587;40125;3462;19;17460;Varzay;691;671;20
241700707;CC DU PAYS SANTON;CC;4TX;43587;40125;3462;19;17462;Vénérand;610;598;12
241773043;CC DU VAL DE TREZENCE;CC;4TX;3412;3338;74;10;17012;Annezay;175;175;0
241773043;CC DU VAL DE TREZENCE;CC;4TX;3412;3338;74;10;17103;Chervettes;127;124;3
241773043;CC DU VAL DE TREZENCE;CC;4TX;3412;3338;74;10;17174;Genouillé;659;644;15
241773043;CC DU VAL DE TREZENCE;CC;4TX;3412;3338;74;10;17292;Puy-du-Lac;287;280;7
241773043;CC DU VAL DE TREZENCE;CC;4TX;3412;3338;74;10;17294;Puyrolland;198;193;5
241773043;CC DU VAL DE TREZENCE;CC;4TX;3412;3338;74;10;17321;Saint-Crépin;221;217;4
241773043;CC DU VAL DE TREZENCE;CC;4TX;3412;3338;74;10;17352;Saint-Laurent-de-la-Barrière;73;73;0
241773043;CC DU VAL DE TREZENCE;CC;4TX;3412;3338;74;10;17356;Saint-Loup;281;273;8
241773043;CC DU VAL DE TREZENCE;CC;4TX;3412;3338;74;10;17448;Tonnay-Boutonne;1156;1126;30
241773043;CC DU VAL DE TREZENCE;CC;4TX;3412;3338;74;10;17450;Torxé;235;233;2
241800218;CC GRACAY-ST OUTRILLE;CC;4TX;1782;1765;17;2;18103;Graçay;1574;1562;12
241800218;CC GRACAY-ST OUTRILLE;CC;4TX;1782;1765;17;2;18228;Saint-Outrille;208;203;5
241800226;CC RIVES CHER;CC;4TX;2731;2665;66;4;18058;Châteauneuf-sur-Cher;1647;1614;33
241800226;CC RIVES CHER;CC;4TX;2731;2665;66;4;18073;Corquoy;209;207;2
241800226;CC RIVES CHER;CC;4TX;2731;2665;66;4;18236;Saint-Symphorien;108;105;3
241800226;CC RIVES CHER;CC;4TX;2731;2665;66;4;18273;Venesmes;767;739;28
241800234;CC EN TERRES VIVES;CC;4TX;12424;12093;331;11;18004;Allogny;911;896;15
241800234;CC EN TERRES VIVES;CC;4TX;12424;12093;331;11;18097;Fussy;2000;1951;49
241800234;CC EN TERRES VIVES;CC;4TX;12424;12093;331;11;18145;Menetou-Salon;1726;1661;65
241800234;CC EN TERRES VIVES;CC;4TX;12424;12093;331;11;18179;Pigny;733;715;18
241800234;CC EN TERRES VIVES;CC;4TX;12424;12093;331;11;18189;Quantilly;453;442;11
241800234;CC EN TERRES VIVES;CC;4TX;12424;12093;331;11;18206;Saint-Eloy-de-Gy;1409;1382;27
241800234;CC EN TERRES VIVES;CC;4TX;12424;12093;331;11;18211;Saint-Georges-sur-Moulon;681;667;14
241800234;CC EN TERRES VIVES;CC;4TX;12424;12093;331;11;18223;Saint-Martin-d'Auxigny;2077;2018;59
241800234;CC EN TERRES VIVES;CC;4TX;12424;12093;331;11;18229;Saint-Palais;623;609;14
241800234;CC EN TERRES VIVES;CC;4TX;12424;12093;331;11;18271;Vasselay;1137;1095;42
241800234;CC EN TERRES VIVES;CC;4TX;12424;12093;331;11;18280;Vignoux-sous-les-Aix;674;657;17
241800325;CC DES VILLAGES DE LA FORET;CC;4TX;4870;4576;294;5;18159;Nançay;814;737;77
241800325;CC DES VILLAGES DE LA FORET;CC;4TX;4870;4576;294;5;18165;Neuvy-sur-Barangeon;1225;1162;63
241800325;CC DES VILLAGES DE LA FORET;CC;4TX;4870;4576;294;5;18219;Saint-Laurent;362;352;10
241800325;CC DES VILLAGES DE LA FORET;CC;4TX;4870;4576;294;5;18281;Vignoux-sur-Barangeon;1938;1885;53
241800325;CC DES VILLAGES DE LA FORET;CC;4TX;4870;4576;294;5;18290;Vouzeron;531;440;91
241900109;CC DU BASSIN DE LOYRE;CC;4TX;3145;3061;84;7;19035;Chabrignac;435;430;5
241900109;CC DU BASSIN DE LOYRE;CC;4TX;3145;3061;84;7;19094;Juillac;1131;1089;42
241900109;CC DU BASSIN DE LOYRE;CC;4TX;3145;3061;84;7;19109;Lascaux;156;154;2
241900109;CC DU BASSIN DE LOYRE;CC;4TX;3145;3061;84;7;19177;Rosiers-de-Juillac;195;194;1
241900109;CC DU BASSIN DE LOYRE;CC;4TX;3145;3061;84;7;19187;Saint-Bonnet-la-Rivière;313;305;8
241900109;CC DU BASSIN DE LOYRE;CC;4TX;3145;3061;84;7;19242;Saint-Solve;333;326;7
241900109;CC DU BASSIN DE LOYRE;CC;4TX;3145;3061;84;7;19286;Vignols;582;563;19
241900117;CC DE BORT LES ORGUES, LANO;CC;4TX;5300;5065;235;3;15020;Beaulieu;138;137;1
241900117;CC DE BORT LES ORGUES, LANO;CC;4TX;5300;5065;235;3;15092;Lanobre;1457;1416;41
241900117;CC DE BORT LES ORGUES, LANO;CC;4TX;5300;5065;235;3;19028;Bort-les-Orgues;3705;3512;193
241900133;CC DU PAYS DE VENTADOUR;CC;4TX;2632;2572;60;5;19070;Darnets;350;341;9
241900133;CC DU PAYS DE VENTADOUR;CC;4TX;2632;2572;60;5;19106;Lapleau;533;525;8
241900133;CC DU PAYS DE VENTADOUR;CC;4TX;2632;2572;60;5;19145;Moustier-Ventadour;424;416;8
241900133;CC DU PAYS DE VENTADOUR;CC;4TX;2632;2572;60;5;19176;Rosiers-d'Egletons;1044;1018;26
241900133;CC DU PAYS DE VENTADOUR;CC;4TX;2632;2572;60;5;19263;Soudeilles;281;272;9
241927201;CC TULLE;CC;4TX;36492;34104;2388;24;19009;Les Angles-sur-Corrèze;119;108;11
241927201;CC TULLE;CC;4TX;36492;34104;2388;24;19016;Bar;325;315;10
241927201;CC TULLE;CC;4TX;36492;34104;2388;24;19038;Chameyrat;1604;1541;63
241927201;CC TULLE;CC;4TX;36492;34104;2388;24;19041;Chanac-les-Mines;506;482;24
241927201;CC TULLE;CC;4TX;36492;34104;2388;24;19042;Chanteix;523;517;6
241927201;CC TULLE;CC;4TX;36492;34104;2388;24;19048;Le Chastang;318;308;10
241927201;CC TULLE;CC;4TX;36492;34104;2388;24;19061;Cornil;1393;1362;31
241927201;CC TULLE;CC;4TX;36492;34104;2388;24;19062;Corrèze;1177;1152;25
241927201;CC TULLE;CC;4TX;36492;34104;2388;24;19081;Eyrein;492;482;10
241927201;CC TULLE;CC;4TX;36492;34104;2388;24;19082;Favars;866;836;30
241927201;CC TULLE;CC;4TX;36492;34104;2388;24;19096;Ladignac-sur-Rondelles;418;408;10
241927201;CC TULLE;CC;4TX;36492;34104;2388;24;19098;Lagarde-Enval;770;748;22
241927201;CC TULLE;CC;4TX;36492;34104;2388;24;19146;Naves;2442;2037;405
241927201;CC TULLE;CC;4TX;36492;34104;2388;24;19155;Orliac-de-Bar;235;231;4
241927201;CC TULLE;CC;4TX;36492;34104;2388;24;19194;Saint-Clément;1038;1011;27
241927201;CC TULLE;CC;4TX;36492;34104;2388;24;19203;Sainte-Fortunade;1810;1716;94
241927201;CC TULLE;CC;4TX;36492;34104;2388;24;19207;Saint-Germain-les-Vergnes;869;844;25
241927201;CC TULLE;CC;4TX;36492;34104;2388;24;19211;Saint-Hilaire-Peyroux;811;790;21
241927201;CC TULLE;CC;4TX;36492;34104;2388;24;19220;Saint-Martial-de-Gimel;478;456;22
241927201;CC TULLE;CC;4TX;36492;34104;2388;24;19227;Saint-Mexant;1061;1030;31
241927201;CC TULLE;CC;4TX;36492;34104;2388;24;19236;Saint-Priest-de-Gimel;423;416;7
241927201;CC TULLE;CC;4TX;36492;34104;2388;24;19255;Seilhac;1691;1635;56
241927201;CC TULLE;CC;4TX;36492;34104;2388;24;19272;Tulle;16906;15465;1441
241927201;CC TULLE;CC;4TX;36492;34104;2388;24;19287;Vitrac-sur-Montane;217;214;3
241927235;CC DU PAYS DE POMPADOUR;CC;4TX;3120;3017;103;3;19011;Arnac-Pompadour;1384;1334;50
241927235;CC DU PAYS DE POMPADOUR;CC;4TX;3120;3017;103;3;19024;Beyssac;747;727;20
241927235;CC DU PAYS DE POMPADOUR;CC;4TX;3120;3017;103;3;19243;Saint-Sornin-Lavolps;989;956;33
242000354;D.DE BASTIA;DISTRICT;4TX;50516;49055;1461;5;2B033;Bastia;39016;37883;1133
242000354;D.DE BASTIA;DISTRICT;4TX;50516;49055;1461;5;2B120;Furiani;4022;3902;120
242000354;D.DE BASTIA;DISTRICT;4TX;50516;49055;1461;5;2B305;San-Martino-di-Lota;2578;2530;48
242000354;D.DE BASTIA;DISTRICT;4TX;50516;49055;1461;5;2B309;Santa-Maria-di-Lota;1868;1790;78
242000354;D.DE BASTIA;DISTRICT;4TX;50516;49055;1461;5;2B353;Ville-di-Pietrabugno;3032;2950;82
242000479;CC MORIANI TAVAGNA;CC;4TX;2897;2850;47;5;2B242;Poggio-Mezzana;404;403;1
242000479;CC MORIANI TAVAGNA;CC;4TX;2897;2850;47;5;2B302;San-Giovanni-di-Moriani;85;85;0
242000479;CC MORIANI TAVAGNA;CC;4TX;2897;2850;47;5;2B307;Santa-Lucia-di-Moriani;1009;1003;6
242000479;CC MORIANI TAVAGNA;CC;4TX;2897;2850;47;5;2B313;San-Nicolao;1356;1316;40
242000479;CC MORIANI TAVAGNA;CC;4TX;2897;2850;47;5;2B317;Santa-Reparata-di-Moriani;43;43;0
242000487;CC DU FIUM'ORBU;CC;4TX;3627;3543;84;4;2B135;Isolaccio-di-Fiumorbo;336;333;3
242000487;CC DU FIUM'ORBU;CC;4TX;3627;3543;84;4;2B251;Prunelli-di-Fiumorbo;2814;2745;69
242000487;CC DU FIUM'ORBU;CC;4TX;3627;3543;84;4;2B277;Serra-di-Fiumorbo;263;256;7
242000487;CC DU FIUM'ORBU;CC;4TX;3627;3543;84;4;2B365;San-Gavino-di-Fiumorbo;214;209;5
242000495;D. DE L'ALTA ROCCA;DISTRICT;TPU;4263;4175;88;12;2A011;Altagène;44;41;3
242000495;D. DE L'ALTA ROCCA;DISTRICT;TPU;4263;4175;88;12;2A061;Carbini;100;100;0
242000495;D. DE L'ALTA ROCCA;DISTRICT;TPU;4263;4175;88;12;2A066;Cargiaca;50;49;1
242000495;D. DE L'ALTA ROCCA;DISTRICT;TPU;4263;4175;88;12;2A142;Levie;712;696;16
242000495;D. DE L'ALTA ROCCA;DISTRICT;TPU;4263;4175;88;12;2A146;Loreto-di-Tallano;37;35;2
242000495;D. DE L'ALTA ROCCA;DISTRICT;TPU;4263;4175;88;12;2A191;Olmiccia;83;82;1
242000495;D. DE L'ALTA ROCCA;DISTRICT;TPU;4263;4175;88;12;2A278;Serra-di-Scopamène;122;120;2
242000495;D. DE L'ALTA ROCCA;DISTRICT;TPU;4263;4175;88;12;2A285;Sorbollano;69;69;0
242000495;D. DE L'ALTA ROCCA;DISTRICT;TPU;4263;4175;88;12;2A300;San-Gavino-di-Carbini;755;738;17
242000495;D. DE L'ALTA ROCCA;DISTRICT;TPU;4263;4175;88;12;2A308;Sainte-Lucie-de-Tallano;404;392;12
242000495;D. DE L'ALTA ROCCA;DISTRICT;TPU;4263;4175;88;12;2A362;Zonza;1836;1802;34
242000495;D. DE L'ALTA ROCCA;DISTRICT;TPU;4263;4175;88;12;2A363;Zoza;51;51;0
242000503;CC HTE VALLEE GRAVONA;CC;TPU;1708;1673;35;5;2A040;Bocognano;347;343;4
242000503;CC HTE VALLEE GRAVONA;CC;TPU;1708;1673;35;5;2A062;Carbuccia;259;254;5
242000503;CC HTE VALLEE GRAVONA;CC;TPU;1708;1673;35;5;2A324;Tavera;346;336;10
242000503;CC HTE VALLEE GRAVONA;CC;TPU;1708;1673;35;5;2A330;Ucciani;401;389;12
242000503;CC HTE VALLEE GRAVONA;CC;TPU;1708;1673;35;5;2A345;Vero;355;351;4
242000537;CC CAP CORSE;CC;4TX;5423;5337;86;15;2B043;Brando;1560;1527;33
242000537;CC CAP CORSE;CC;4TX;5423;5337;86;15;2B058;Canari;328;323;5
242000537;CC CAP CORSE;CC;4TX;5423;5337;86;15;2B086;Centuri;233;229;4
242000537;CC CAP CORSE;CC;4TX;5423;5337;86;15;2B152;Luri;765;750;15
242000537;CC CAP CORSE;CC;4TX;5423;5337;86;15;2B159;Meria;86;85;1
242000537;CC CAP CORSE;CC;4TX;5423;5337;86;15;2B170;Morsiglia;123;123;0
242000537;CC CAP CORSE;CC;4TX;5423;5337;86;15;2B178;Nonza;69;67;2
242000537;CC CAP CORSE;CC;4TX;5423;5337;86;15;2B183;Ogliastro;96;96;0
242000537;CC CAP CORSE;CC;4TX;5423;5337;86;15;2B184;Olcani;55;55;0
242000537;CC CAP CORSE;CC;4TX;5423;5337;86;15;2B187;Olmeta-di-Capocorso;112;112;0
242000537;CC CAP CORSE;CC;4TX;5423;5337;86;15;2B224;Pietracorbara;437;433;4
242000537;CC CAP CORSE;CC;4TX;5423;5337;86;15;2B233;Pino;151;150;1
242000537;CC CAP CORSE;CC;4TX;5423;5337;86;15;2B261;Rogliano;465;458;7
242000537;CC CAP CORSE;CC;4TX;5423;5337;86;15;2B281;Sisco;752;743;9
242000537;CC CAP CORSE;CC;4TX;5423;5337;86;15;2B327;Tomino;191;186;5
242010015;CC DU TARAVU;CC;4TX;2214;2182;32;9;2A021;Argiusta-Moriccio;77;77;0
242010015;CC DU TARAVU;CC;4TX;2214;2182;32;9;2A071;Casalabriva;184;181;3
242010015;CC DU TARAVU;CC;4TX;2214;2182;32;9;2A117;Forciolo;70;69;1
242010015;CC DU TARAVU;CC;4TX;2214;2182;32;9;2A160;Moca-Croce;225;221;4
242010015;CC DU TARAVU;CC;4TX;2214;2182;32;9;2A186;Olivese;284;282;2
242010015;CC DU TARAVU;CC;4TX;2214;2182;32;9;2A211;Petreto-Bicchisano;557;549;8
242010015;CC DU TARAVU;CC;4TX;2214;2182;32;9;2A276;Serra-di-Ferro;359;352;7
242010015;CC DU TARAVU;CC;4TX;2214;2182;32;9;2A284;Sollacaro;332;326;6
242010015;CC DU TARAVU;CC;4TX;2214;2182;32;9;2A360;Zigliara;126;125;1
242010023;CC DES DEUX SORRU;CC;4TX;1637;1599;38;8;2A019;Arbori;64;63;1
242010023;CC DES DEUX SORRU;CC;4TX;1637;1599;38;8;2A028;Balogna;174;170;4
242010023;CC DES DEUX SORRU;CC;4TX;1637;1599;38;8;2A131;Guagno;141;139;2
242010023;CC DES DEUX SORRU;CC;4TX;1637;1599;38;8;2A174;Murzo;79;77;2
242010023;CC DES DEUX SORRU;CC;4TX;1637;1599;38;8;2A196;Orto;54;54;0
242010023;CC DES DEUX SORRU;CC;4TX;1637;1599;38;8;2A258;Renno;78;77;1
242010023;CC DES DEUX SORRU;CC;4TX;1637;1599;38;8;2A282;Soccia;126;121;5
242010023;CC DES DEUX SORRU;CC;4TX;1637;1599;38;8;2A348;Vico;921;898;23
242010049;DI ARRIERE PAYS AJACCIEN;DISTRICT;4TX;6108;5970;138;4;2A001;Afa;2098;2055;43
242010049;DI ARRIERE PAYS AJACCIEN;DISTRICT;4TX;6108;5970;138;4;2A006;Alata;2513;2459;54
242010049;DI ARRIERE PAYS AJACCIEN;DISTRICT;4TX;6108;5970;138;4;2A017;Appietto;1185;1149;36
242010049;DI ARRIERE PAYS AJACCIEN;DISTRICT;4TX;6108;5970;138;4;2A351;Villanova;312;307;5
242100410;D.AGGLO.DIJON;DISTRICT;4TX;244466;237954;6512;16;21003;Ahuy;1377;1356;21
