siren;nom;nature;fiscalite;ptot;pmun;pcap;nb_nom;insee;nom_com;ptot_com;pmun_com;pcap_com
245000468;CC DU CANTON DE ST JAMMES;CC;4TX;7057;6919;138;12;50337;Montanel;369;367;2
245000468;CC DU CANTON DE ST JAMMES;CC;4TX;7057;6919;138;12;50347;Montjoie-Saint-Martin;265;263;2
245000468;CC DU CANTON DE ST JAMMES;CC;4TX;7057;6919;138;12;50448;Saint-Aubin-de-Terregatte;576;563;13
245000468;CC DU CANTON DE ST JAMMES;CC;4TX;7057;6919;138;12;50487;Saint-James;2992;2917;75
245000468;CC DU CANTON DE ST JAMMES;CC;4TX;7057;6919;138;12;50500;Saint-Laurent-de-Terregatte;582;572;10
245000468;CC DU CANTON DE ST JAMMES;CC;4TX;7057;6919;138;12;50553;Saint-Senier-de-Beuvron;313;306;7
245000468;CC DU CANTON DE ST JAMMES;CC;4TX;7057;6919;138;12;50627;Vergoncey;216;209;7
245000468;CC DU CANTON DE ST JAMMES;CC;4TX;7057;6919;138;12;50640;Villiers-le-Pré;196;196;0
245000476;CC DE ST MALO DE LA LANDE;CC;4TX;9237;9007;230;13;50003;Agon-Coutainville;2813;2723;90
245000476;CC DE ST MALO DE LA LANDE;CC;4TX;9237;9007;230;13;50007;Ancteville;210;204;6
245000476;CC DE ST MALO DE LA LANDE;CC;4TX;9237;9007;230;13;50058;Blainville-sur-Mer;1340;1319;21
245000476;CC DE ST MALO DE LA LANDE;CC;4TX;9237;9007;230;13;50061;Boisroger;155;153;2
245000476;CC DE ST MALO DE LA LANDE;CC;4TX;9237;9007;230;13;50072;Brainville;120;120;0
245000476;CC DE ST MALO DE LA LANDE;CC;4TX;9237;9007;230;13;50215;Gouville-sur-Mer;1709;1686;23
245000476;CC DE ST MALO DE LA LANDE;CC;4TX;9237;9007;230;13;50219;Gratot;633;612;21
245000476;CC DE ST MALO DE LA LANDE;CC;4TX;9237;9007;230;13;50243;Heugueville-sur-Sienne;498;484;14
245000476;CC DE ST MALO DE LA LANDE;CC;4TX;9237;9007;230;13;50354;Montsurvent;281;279;2
245000476;CC DE ST MALO DE LA LANDE;CC;4TX;9237;9007;230;13;50506;Saint-Malo-de-la-Lande;323;304;19
245000476;CC DE ST MALO DE LA LANDE;CC;4TX;9237;9007;230;13;50573;Servigny;163;160;3
245000476;CC DE ST MALO DE LA LANDE;CC;4TX;9237;9007;230;13;50603;Tourville-sur-Sienne;610;589;21
245000476;CC DE ST MALO DE LA LANDE;CC;4TX;9237;9007;230;13;50624;La Vendelée;382;374;8
245000484;CC DU CANTON DE ST POIS;CC;4TX;2971;2921;50;10;50062;Boisyvon;107;106;1
245000484;CC DU CANTON DE ST POIS;CC;4TX;2971;2921;50;10;50121;La Chapelle-Cécelin;220;215;5
245000484;CC DU CANTON DE ST POIS;CC;4TX;2971;2921;50;10;50144;Coulouvray-Boisbenâtre;539;537;2
245000484;CC DU CANTON DE ST POIS;CC;4TX;2971;2921;50;10;50271;Lingeard;86;86;0
245000484;CC DU CANTON DE ST POIS;CC;4TX;2971;2921;50;10;50312;Le Mesnil-Gilbert;158;154;4
245000484;CC DU CANTON DE ST POIS;CC;4TX;2971;2921;50;10;50499;Saint-Laurent-de-Cuves;486;481;5
245000484;CC DU CANTON DE ST POIS;CC;4TX;2971;2921;50;10;50518;Saint-Martin-le-Bouillant;310;305;5
245000484;CC DU CANTON DE ST POIS;CC;4TX;2971;2921;50;10;50521;Saint-Maur-des-Bois;142;138;4
245000484;CC DU CANTON DE ST POIS;CC;4TX;2971;2921;50;10;50525;Saint-Michel-de-Montjoie;378;371;7
245000484;CC DU CANTON DE ST POIS;CC;4TX;2971;2921;50;10;50542;Saint-Pois;545;528;17
245000492;CC DE TESSY SUR VIRE;CC;4TX;4682;4560;122;13;50039;Beaucoudray;133;129;4
245000492;CC DE TESSY SUR VIRE;CC;4TX;4682;4560;122;13;50050;Beuvrigny;100;95;5
245000492;CC DE TESSY SUR VIRE;CC;4TX;4682;4560;122;13;50134;Chevry;82;82;0
245000492;CC DE TESSY SUR VIRE;CC;4TX;4682;4560;122;13;50180;Fervaches;287;285;2
245000492;CC DE TESSY SUR VIRE;CC;4TX;4682;4560;122;13;50192;Fourneaux;91;90;1
245000492;CC DE TESSY SUR VIRE;CC;4TX;4682;4560;122;13;50214;Gouvets;268;265;3
245000492;CC DE TESSY SUR VIRE;CC;4TX;4682;4560;122;13;50316;Le Mesnil-Opac;224;215;9
245000492;CC DE TESSY SUR VIRE;CC;4TX;4682;4560;122;13;50319;Le Mesnil-Raoult;327;320;7
245000492;CC DE TESSY SUR VIRE;CC;4TX;4682;4560;122;13;50363;Moyon;909;894;15
245000492;CC DE TESSY SUR VIRE;CC;4TX;4682;4560;122;13;50504;Saint-Louet-sur-Vire;172;172;0
245000492;CC DE TESSY SUR VIRE;CC;4TX;4682;4560;122;13;50563;Saint-Vigor-des-Monts;293;285;8
245000492;CC DE TESSY SUR VIRE;CC;4TX;4682;4560;122;13;50592;Tessy-sur-Vire;1454;1427;27
245000492;CC DE TESSY SUR VIRE;CC;4TX;4682;4560;122;13;50608;Troisgots;342;301;41
245000500;D.DU TERTRE;DISTRICT;4TX;2546;2521;25;9;50037;La Bazoge;169;166;3
245000500;D.DU TERTRE;DISTRICT;4TX;2546;2521;25;9;50043;Bellefontaine;159;159;0
245000500;D.DU TERTRE;DISTRICT;4TX;2546;2521;25;9;50125;Chasseguey;89;87;2
245000500;D.DU TERTRE;DISTRICT;4TX;2546;2521;25;9;50131;Chérencé-le-Roussel;330;329;1
245000500;D.DU TERTRE;DISTRICT;4TX;2546;2521;25;9;50260;Juvigny-le-Tertre;683;673;10
245000500;D.DU TERTRE;DISTRICT;4TX;2546;2521;25;9;50300;Le Mesnil-Adelée;167;167;0
245000500;D.DU TERTRE;DISTRICT;4TX;2546;2521;25;9;50318;Le Mesnil-Rainfray;238;237;1
245000500;D.DU TERTRE;DISTRICT;4TX;2546;2521;25;9;50323;Le Mesnil-Tôve;208;207;1
245000500;D.DU TERTRE;DISTRICT;4TX;2546;2521;25;9;50428;Reffuveille;503;496;7
245000526;CC PLAGE  BOCAGE;CC;4TX;6362;6251;111;8;50076;Bréhal;2649;2599;50
245000526;CC PLAGE  BOCAGE;CC;4TX;6362;6251;111;8;50085;Bricqueville-sur-Mer;921;908;13
245000526;CC PLAGE  BOCAGE;CC;4TX;6362;6251;111;8;50109;Cérences;1790;1757;33
245000526;CC PLAGE  BOCAGE;CC;4TX;6362;6251;111;8;50120;Chanteloup;243;241;2
245000526;CC PLAGE  BOCAGE;CC;4TX;6362;6251;111;8;50278;Le Loreur;181;177;4
245000526;CC PLAGE  BOCAGE;CC;4TX;6362;6251;111;8;50304;Le Mesnil-Aubert;155;152;3
245000526;CC PLAGE  BOCAGE;CC;4TX;6362;6251;111;8;50327;La Meurdraquière;149;145;4
245000526;CC PLAGE  BOCAGE;CC;4TX;6362;6251;111;8;50549;Saint-Sauveur-la-Pommeraye;274;272;2
245000534;CC DES DELLES;CC;4TX;1927;1880;47;3;50081;Bréville-sur-Mer;626;611;15
245000534;CC DES DELLES;CC;4TX;1927;1880;47;3;50143;Coudeville-sur-Mer;756;739;17
245000534;CC DES DELLES;CC;4TX;1927;1880;47;3;50277;Longueville;545;530;15
245000542;CC ST PIERRE L'EGLISE;CC;4TX;8443;8290;153;18;50086;Brillevast;303;299;4
245000542;CC ST PIERRE L'EGLISE;CC;4TX;8443;8290;153;18;50096;Canteloup;177;174;3
245000542;CC ST PIERRE L'EGLISE;CC;4TX;8443;8290;153;18;50101;Carneville;234;222;12
245000542;CC ST PIERRE L'EGLISE;CC;4TX;8443;8290;153;18;50135;Clitourps;144;138;6
245000542;CC ST PIERRE L'EGLISE;CC;4TX;8443;8290;153;18;50142;Cosqueville;497;491;6
245000542;CC ST PIERRE L'EGLISE;CC;4TX;8443;8290;153;18;50178;Fermanville;1440;1408;32
245000542;CC ST PIERRE L'EGLISE;CC;4TX;8443;8290;153;18;50196;Gatteville-le-Phare;579;561;18
245000542;CC ST PIERRE L'EGLISE;CC;4TX;8443;8290;153;18;50209;Gonneville;868;853;15
245000542;CC ST PIERRE L'EGLISE;CC;4TX;8443;8290;153;18;50211;Gouberville;137;137;0
245000542;CC ST PIERRE L'EGLISE;CC;4TX;8443;8290;153;18;50296;Maupertus-sur-Mer;276;270;6
245000542;CC ST PIERRE L'EGLISE;CC;4TX;8443;8290;153;18;50375;Néville-sur-Mer;171;169;2
245000542;CC ST PIERRE L'EGLISE;CC;4TX;8443;8290;153;18;50432;Réthoville;124;124;0
245000542;CC ST PIERRE L'EGLISE;CC;4TX;8443;8290;153;18;50539;Saint-Pierre-Eglise;1815;1793;22
245000542;CC ST PIERRE L'EGLISE;CC;4TX;8443;8290;153;18;50595;Le Theil;572;558;14
245000542;CC ST PIERRE L'EGLISE;CC;4TX;8443;8290;153;18;50596;Théville;246;241;5
245000542;CC ST PIERRE L'EGLISE;CC;4TX;8443;8290;153;18;50598;Tocqueville;286;280;6
245000542;CC ST PIERRE L'EGLISE;CC;4TX;8443;8290;153;18;50618;Varouville;275;274;1
245000542;CC ST PIERRE L'EGLISE;CC;4TX;8443;8290;153;18;50619;Le Vast;299;298;1
245000559;CC DE L'ELLE;CC;4TX;5671;5540;131;12;50046;Bérigny;374;367;7
245000559;CC DE L'ELLE;CC;4TX;5671;5540;131;12;50110;Cerisy-la-Forêt;847;839;8
245000559;CC DE L'ELLE;CC;4TX;5671;5540;131;12;50148;Couvains;390;383;7
245000559;CC DE L'ELLE;CC;4TX;5671;5540;131;12;50356;Moon-sur-Elle;826;818;8
245000559;CC DE L'ELLE;CC;4TX;5671;5540;131;12;50380;Notre-Dame-d'Elle;122;122;0
245000559;CC DE L'ELLE;CC;4TX;5671;5540;131;12;50446;Saint-André-de-l'Epine;474;463;11
245000559;CC DE L'ELLE;CC;4TX;5671;5540;131;12;50455;Saint-Clair-sur-l'Elle;894;864;30
245000559;CC DE L'ELLE;CC;4TX;5671;5540;131;12;50473;Saint-Georges-d'Elle;374;365;9
245000559;CC DE L'ELLE;CC;4TX;5671;5540;131;12;50476;Saint-Germain-d'Elle;203;198;5
245000559;CC DE L'ELLE;CC;4TX;5671;5540;131;12;50491;Saint-Jean-de-Savigny;285;278;7
245000559;CC DE L'ELLE;CC;4TX;5671;5540;131;12;50538;Saint-Pierre-de-Semilly;399;378;21
245000559;CC DE L'ELLE;CC;4TX;5671;5540;131;12;50641;Villiers-Fossard;483;465;18
245000567;CC CANTON SARTILLY;CC;4TX;5239;5161;78;11;50009;Angey;141;140;1
245000567;CC CANTON SARTILLY;CC;4TX;5239;5161;78;11;50027;Bacilly;675;670;5
245000567;CC CANTON SARTILLY;CC;4TX;5239;5161;78;11;50116;Champcey;151;149;2
245000567;CC CANTON SARTILLY;CC;4TX;5239;5161;78;11;50117;Champeaux;326;320;6
245000567;CC CANTON SARTILLY;CC;4TX;5239;5161;78;11;50167;Dragey-Ronthon;624;616;8
245000567;CC CANTON SARTILLY;CC;4TX;5239;5161;78;11;50199;Genêts;451;439;12
245000567;CC CANTON SARTILLY;CC;4TX;5239;5161;78;11;50276;Lolif;531;522;9
245000567;CC CANTON SARTILLY;CC;4TX;5239;5161;78;11;50355;Montviron;266;265;1
245000567;CC CANTON SARTILLY;CC;4TX;5239;5161;78;11;50496;Saint-Jean-le-Thomas;398;395;3
245000567;CC CANTON SARTILLY;CC;4TX;5239;5161;78;11;50540;Saint-Pierre-Langers;401;386;15
245000567;CC CANTON SARTILLY;CC;4TX;5239;5161;78;11;50565;Sartilly;1275;1259;16
245000575;CC QUETTEHOU;CC;4TX;4933;4871;62;11;50013;Anneville-en-Saire;328;324;4
245000575;CC QUETTEHOU;CC;4TX;4933;4871;62;11;50022;Aumeville-Lestre;142;139;3
245000575;CC QUETTEHOU;CC;4TX;4933;4871;62;11;50030;Barfleur;650;642;8
245000575;CC QUETTEHOU;CC;4TX;4933;4871;62;11;50150;Crasville;256;255;1
245000575;CC QUETTEHOU;CC;4TX;4933;4871;62;11;50342;Montfarville;870;860;10
245000575;CC QUETTEHOU;CC;4TX;4933;4871;62;11;50358;Morsalines;210;206;4
245000575;CC QUETTEHOU;CC;4TX;4933;4871;62;11;50384;Octeville-l'Avenel;170;167;3
245000575;CC QUETTEHOU;CC;4TX;4933;4871;62;11;50395;La Pernelle;305;303;2
245000575;CC QUETTEHOU;CC;4TX;4933;4871;62;11;50417;Quettehou;1497;1475;22
245000575;CC QUETTEHOU;CC;4TX;4933;4871;62;11;50613;Valcanville;392;387;5
245000575;CC QUETTEHOU;CC;4TX;4933;4871;62;11;50633;Le Vicel;113;113;0
245000583;CC ST SAUVEUR LENDELIN;CC;4TX;4790;4645;145;11;50094;Camprond;322;318;4
245000583;CC ST SAUVEUR LENDELIN;CC;4TX;4790;4645;145;11;50232;Hauteville-la-Guichard;379;372;7
245000583;CC ST SAUVEUR LENDELIN;CC;4TX;4790;4645;145;11;50308;Le Mesnilbus;267;261;6
245000583;CC ST SAUVEUR LENDELIN;CC;4TX;4790;4645;145;11;50340;Montcuit;177;175;2
245000583;CC ST SAUVEUR LENDELIN;CC;4TX;4790;4645;145;11;50345;Monthuchon;595;586;9
245000583;CC ST SAUVEUR LENDELIN;CC;4TX;4790;4645;145;11;50364;Muneville-le-Bingard;544;540;4
245000583;CC ST SAUVEUR LENDELIN;CC;4TX;4790;4645;145;11;50438;La Ronde-Haye;282;274;8
245000583;CC ST SAUVEUR LENDELIN;CC;4TX;4790;4645;145;11;50449;Saint-Aubin-du-Perron;222;219;3
245000583;CC ST SAUVEUR LENDELIN;CC;4TX;4790;4645;145;11;50524;Saint-Michel-de-la-Pierre;185;183;2
245000583;CC ST SAUVEUR LENDELIN;CC;4TX;4790;4645;145;11;50550;Saint-Sauveur-Lendelin;1427;1331;96
245000583;CC ST SAUVEUR LENDELIN;CC;4TX;4790;4645;145;11;50622;Vaudrimesnil;390;386;4
245000591;CC CERISY LA SALLE;CC;4TX;5340;5238;102;11;50044;Belval;277;274;3
245000591;CC CERISY LA SALLE;CC;4TX;5340;5238;102;11;50093;Cametours;378;377;1
245000591;CC CERISY LA SALLE;CC;4TX;5340;5238;102;11;50111;Cerisy-la-Salle;966;937;29
245000591;CC CERISY LA SALLE;CC;4TX;5340;5238;102;11;50223;Guéhébert;137;135;2
245000591;CC CERISY LA SALLE;CC;4TX;5340;5238;102;11;50350;Montpinchon;505;494;11
245000591;CC CERISY LA SALLE;CC;4TX;5340;5238;102;11;50378;Notre-Dame-de-Cenilly;703;690;13
245000591;CC CERISY LA SALLE;CC;4TX;5340;5238;102;11;50389;Ouville;403;396;7
245000591;CC CERISY LA SALLE;CC;4TX;5340;5238;102;11;50437;Roncey;822;800;22
245000591;CC CERISY LA SALLE;CC;4TX;5340;5238;102;11;50464;Saint-Denis-le-Vêtu;605;595;10
245000591;CC CERISY LA SALLE;CC;4TX;5340;5238;102;11;50513;Saint-Martin-de-Cenilly;209;206;3
245000591;CC CERISY LA SALLE;CC;4TX;5340;5238;102;11;50569;Savigny;335;334;1
245000609;CC REG DE DAYE;CC;4TX;5374;4967;407;13;50004;Airel;490;486;4
245000609;CC REG DE DAYE;CC;4TX;5374;4967;407;13;50006;Amigny;126;123;3
245000609;CC REG DE DAYE;CC;4TX;5374;4967;407;13;50106;Cavigny;250;243;7
245000609;CC REG DE DAYE;CC;4TX;5374;4967;407;13;50119;Les Champs-de-Losque;205;205;0
245000609;CC REG DE DAYE;CC;4TX;5374;4967;407;13;50161;Le Dézert;510;500;10
245000609;CC REG DE DAYE;CC;4TX;5374;4967;407;13;50216;Graignes;670;617;53
245000609;CC REG DE DAYE;CC;4TX;5374;4967;407;13;50248;Le Hommet-d'Arthenay;617;326;291
245000609;CC REG DE DAYE;CC;4TX;5374;4967;407;13;50303;Le Mesnil-Angot;51;50;1
245000609;CC REG DE DAYE;CC;4TX;5374;4967;407;13;50324;Le Mesnil-Véneron;98;94;4
245000609;CC REG DE DAYE;CC;4TX;5374;4967;407;13;50348;Montmartin-en-Graignes;527;522;5
245000609;CC REG DE DAYE;CC;4TX;5374;4967;407;13;50468;Saint-Fromond;678;668;10
245000609;CC REG DE DAYE;CC;4TX;5374;4967;407;13;50488;Saint-Jean-de-Daye;627;614;13
245000609;CC REG DE DAYE;CC;4TX;5374;4967;407;13;50606;Tribehou;525;519;6
245000617;CC CANTON CANISY;CC;4TX;6419;6263;156;11;50095;Canisy;956;931;25
245000617;CC CANTON CANISY;CC;4TX;6419;6263;156;11;50159;Dangy;614;604;10
245000617;CC CANTON CANISY;CC;4TX;6419;6263;156;11;50213;Gourfaleur;454;432;22
245000617;CC CANTON CANISY;CC;4TX;6419;6263;156;11;50287;La Mancellière-sur-Vire;507;487;20
245000617;CC CANTON CANISY;CC;4TX;6419;6263;156;11;50313;Le Mesnil-Herman;123;123;0
245000617;CC CANTON CANISY;CC;4TX;6419;6263;156;11;50420;Quibou;838;819;19
245000617;CC CANTON CANISY;CC;4TX;6419;6263;156;11;50465;Saint-Ebremond-de-Bonfossé;672;650;22
245000617;CC CANTON CANISY;CC;4TX;6419;6263;156;11;50512;Saint-Martin-de-Bonfossé;509;500;9
245000617;CC CANTON CANISY;CC;4TX;6419;6263;156;11;50545;Saint-Romphaire;608;595;13
245000617;CC CANTON CANISY;CC;4TX;6419;6263;156;11;50546;Saint-Samson-de-Bonfossé;736;727;9
245000617;CC CANTON CANISY;CC;4TX;6419;6263;156;11;50581;Soulles;402;395;7
245000625;CC REG PORT BAIL;CC;4TX;3517;3453;64;7;50097;Canville-la-Rocque;131;129;2
245000625;CC REG PORT BAIL;CC;4TX;3517;3453;64;7;50160;Denneville;487;478;9
245000625;CC REG PORT BAIL;CC;4TX;3517;3453;64;7;50183;Fierville-les-Mines;254;252;2
245000625;CC REG PORT BAIL;CC;4TX;3517;3453;64;7;50299;Le Mesnil;164;162;2
245000625;CC REG PORT BAIL;CC;4TX;3517;3453;64;7;50412;Portbail;1713;1675;38
245000625;CC REG PORT BAIL;CC;4TX;3517;3453;64;7;50490;Saint-Jean-de-la-Rivière;285;279;6
245000625;CC REG PORT BAIL;CC;4TX;3517;3453;64;7;50503;Saint-Lô-d'Ourville;483;478;5
245000633;CC VILLEDIEU LES POELES;CC;4TX;7496;7245;251;9;50060;La Bloutière;423;418;5
245000633;CC VILLEDIEU LES POELES;CC;4TX;7496;7245;251;9;50069;Bourguenolles;246;244;2
245000633;CC VILLEDIEU LES POELES;CC;4TX;7496;7245;251;9;50118;Champrepus;240;237;3
245000633;CC VILLEDIEU LES POELES;CC;4TX;7496;7245;251;9;50130;Chérencé-le-Héron;410;409;1
245000633;CC VILLEDIEU LES POELES;CC;4TX;7496;7245;251;9;50185;Fleury;776;760;16
245000633;CC VILLEDIEU LES POELES;CC;4TX;7496;7245;251;9;50262;La Lande-d'Airou;485;482;3
245000633;CC VILLEDIEU LES POELES;CC;4TX;7496;7245;251;9;50440;Rouffigny;285;281;4
245000633;CC VILLEDIEU LES POELES;CC;4TX;7496;7245;251;9;50607;La Trinité;313;312;1
245000633;CC VILLEDIEU LES POELES;CC;4TX;7496;7245;251;9;50639;Villedieu-les-Poêles;4318;4102;216
245000641;CC CANTON PERCY;CC;4TX;5090;4957;133;12;50048;Beslon;506;498;8
245000641;CC CANTON PERCY;CC;4TX;5090;4957;133;12;50128;Le Chefresne;281;279;2
245000641;CC CANTON PERCY;CC;4TX;5090;4957;133;12;50137;La Colombe;569;559;10
245000641;CC CANTON PERCY;CC;4TX;5090;4957;133;12;50225;Le Guislain;129;122;7
245000641;CC CANTON PERCY;CC;4TX;5090;4957;133;12;50234;La Haye-Bellefond;70;69;1
245000641;CC CANTON PERCY;CC;4TX;5090;4957;133;12;50291;Margueray;132;128;4
245000641;CC CANTON PERCY;CC;4TX;5090;4957;133;12;50295;Maupertuis;128;127;1
245000641;CC CANTON PERCY;CC;4TX;5090;4957;133;12;50334;Montabot;273;272;1
245000641;CC CANTON PERCY;CC;4TX;5090;4957;133;12;50338;Montbray;412;407;5
245000641;CC CANTON PERCY;CC;4TX;5090;4957;133;12;50357;Morigny;84;83;1
245000641;CC CANTON PERCY;CC;4TX;5090;4957;133;12;50393;Percy;2219;2129;90
245000641;CC CANTON PERCY;CC;4TX;5090;4957;133;12;50637;Villebaudon;287;284;3
245000658;CC DU CANTON DE BARNEVILLE-C;CC;4TX;4361;4304;57;8;50031;Barneville-Carteret;2458;2429;29
245000658;CC DU CANTON DE BARNEVILLE-C;CC;4TX;4361;4304;57;8;50235;La Haye-d'Ectot;199;195;4
245000658;CC DU CANTON DE BARNEVILLE-C;CC;4TX;4361;4304;57;8;50332;Les Moitiers-d'Allonne;621;613;8
245000658;CC DU CANTON DE BARNEVILLE-C;CC;4TX;4361;4304;57;8;50471;Saint-Georges-de-la-Rivière;215;212;3
245000658;CC DU CANTON DE BARNEVILLE-C;CC;4TX;4361;4304;57;8;50522;Saint-Maurice-en-Cotentin;237;231;6
245000658;CC DU CANTON DE BARNEVILLE-C;CC;4TX;4361;4304;57;8;50536;Saint-Pierre-d'Arthéglise;128;128;0
245000658;CC DU CANTON DE BARNEVILLE-C;CC;4TX;4361;4304;57;8;50572;Sénoville;181;179;2
245000658;CC DU CANTON DE BARNEVILLE-C;CC;4TX;4361;4304;57;8;50577;Sortosville-en-Beaumont;322;317;5
245000666;CC DU CANTON DE COUTANCES;CC;4TX;14460;12350;2110;7;50084;Bricqueville-la-Blouette;557;540;17
245000666;CC DU CANTON DE COUTANCES;CC;4TX;14460;12350;2110;7;50092;Cambernon;706;696;10
245000666;CC DU CANTON DE COUTANCES;CC;4TX;14460;12350;2110;7;50145;Courcy;483;469;14
245000666;CC DU CANTON DE COUTANCES;CC;4TX;14460;12350;2110;7;50147;Coutances;11479;9443;2036
245000666;CC DU CANTON DE COUTANCES;CC;4TX;14460;12350;2110;7;50376;Nicorps;388;377;11
245000666;CC DU CANTON DE COUTANCES;CC;4TX;14460;12350;2110;7;50537;Saint-Pierre-de-Coutances;330;318;12
245000666;CC DU CANTON DE COUTANCES;CC;4TX;14460;12350;2110;7;50568;Saussey;517;507;10
245000674;CC DU CANTON DE STE-MERE L'E;CC;4TX;4881;4808;73;20;50005;Amfreville;295;290;5
245000674;CC DU CANTON DE STE-MERE L'E;CC;4TX;4881;4808;73;20;50010;Angoville-au-Plain;53;53;0
245000674;CC DU CANTON DE STE-MERE L'E;CC;4TX;4881;4808;73;20;50021;Audouville-la-Hubert;84;83;1
245000674;CC DU CANTON DE STE-MERE L'E;CC;4TX;4881;4808;73;20;50051;Beuzeville-au-Plain;46;46;0
245000674;CC DU CANTON DE STE-MERE L'E;CC;4TX;4881;4808;73;20;50052;Beuzeville-la-Bastille;164;161;3
245000674;CC DU CANTON DE STE-MERE L'E;CC;4TX;4881;4808;73;20;50070;Boutteville;62;62;0
245000674;CC DU CANTON DE STE-MERE L'E;CC;4TX;4881;4808;73;20;50103;Carquebut;295;295;0
245000674;CC DU CANTON DE STE-MERE L'E;CC;4TX;4881;4808;73;20;50127;Chef-du-Pont;763;745;18
245000674;CC DU CANTON DE STE-MERE L'E;CC;4TX;4881;4808;73;20;50191;Foucarville;108;108;0
245000674;CC DU CANTON DE STE-MERE L'E;CC;4TX;4881;4808;73;20;50212;Gourbesville;158;156;2
245000674;CC DU CANTON DE STE-MERE L'E;CC;4TX;4881;4808;73;20;50246;Hiesville;69;69;0
245000674;CC DU CANTON DE STE-MERE L'E;CC;4TX;4881;4808;73;20;50249;Houesville;226;224;2
245000674;CC DU CANTON DE STE-MERE L'E;CC;4TX;4881;4808;73;20;50269;Liesville-sur-Douve;157;153;4
245000674;CC DU CANTON DE STE-MERE L'E;CC;4TX;4881;4808;73;20;50373;Neuville-au-Plain;95;94;1
245000674;CC DU CANTON DE STE-MERE L'E;CC;4TX;4881;4808;73;20;50427;Ravenoville;255;252;3
245000674;CC DU CANTON DE STE-MERE L'E;CC;4TX;4881;4808;73;20;50479;Saint-Germain-de-Varreville;123;119;4
245000674;CC DU CANTON DE STE-MERE L'E;CC;4TX;4881;4808;73;20;50517;Saint-Martin-de-Varreville;157;155;2
245000674;CC DU CANTON DE STE-MERE L'E;CC;4TX;4881;4808;73;20;50523;Sainte-Mère-Eglise;1612;1585;27
245000674;CC DU CANTON DE STE-MERE L'E;CC;4TX;4881;4808;73;20;50609;Turqueville;118;117;1
245000674;CC DU CANTON DE STE-MERE L'E;CC;4TX;4881;4808;73;20;50636;Vierville;41;41;0
245000682;CC SEVES ET TAUTE;CC;4TX;5791;5669;122;12;50024;Auxais;139;137;2
245000682;CC SEVES ET TAUTE;CC;4TX;5791;5669;122;12;50181;Feugères;284;274;10
245000682;CC SEVES ET TAUTE;CC;4TX;5791;5669;122;12;50208;Gonfreville;155;153;2
245000682;CC SEVES ET TAUTE;CC;4TX;5791;5669;122;12;50210;Gorges;361;353;8
245000682;CC SEVES ET TAUTE;CC;4TX;5791;5669;122;12;50289;Marchésieux;673;664;9
245000682;CC SEVES ET TAUTE;CC;4TX;5791;5669;122;12;50368;Nay;77;73;4
245000682;CC SEVES ET TAUTE;CC;4TX;5791;5669;122;12;50394;Périers;2627;2553;74
245000682;CC SEVES ET TAUTE;CC;4TX;5791;5669;122;12;50405;Le Plessis-Lastelle;281;281;0
245000682;CC SEVES ET TAUTE;CC;4TX;5791;5669;122;12;50422;Raids;218;217;1
245000682;CC SEVES ET TAUTE;CC;4TX;5791;5669;122;12;50482;Saint-Germain-sur-Sèves;214;213;1
245000682;CC SEVES ET TAUTE;CC;4TX;5791;5669;122;12;50510;Saint-Martin-d'Aubigny;478;471;7
245000682;CC SEVES ET TAUTE;CC;4TX;5791;5669;122;12;50552;Saint-Sébastien-de-Raids;284;280;4
245000690;CC REGION MONTEBOURG;CC;4TX;6623;6385;238;22;50026;Azeville;79;78;1
245000690;CC REGION MONTEBOURG;CC;4TX;6623;6385;238;22;50169;Ecausseville;88;88;0
245000690;CC REGION MONTEBOURG;CC;4TX;6623;6385;238;22;50172;Emondeville;290;289;1
245000690;CC REGION MONTEBOURG;CC;4TX;6623;6385;238;22;50175;Eroudeville;223;220;3
245000690;CC REGION MONTEBOURG;CC;4TX;6623;6385;238;22;50186;Flottemanville;178;176;2
245000690;CC REGION MONTEBOURG;CC;4TX;6623;6385;238;22;50190;Fontenay-sur-Mer;180;176;4
245000690;CC REGION MONTEBOURG;CC;4TX;6623;6385;238;22;50194;Fresville;328;325;3
245000690;CC REGION MONTEBOURG;CC;4TX;6623;6385;238;22;50227;Le Ham;350;348;2
245000690;CC REGION MONTEBOURG;CC;4TX;6623;6385;238;22;50241;Hémevez;149;147;2
245000690;CC REGION MONTEBOURG;CC;4TX;6623;6385;238;22;50258;Joganville;85;84;1
245000690;CC REGION MONTEBOURG;CC;4TX;6623;6385;238;22;50268;Lestre;229;224;5
245000690;CC REGION MONTEBOURG;CC;4TX;6623;6385;238;22;50341;Montebourg;2201;2022;179
245000690;CC REGION MONTEBOURG;CC;4TX;6623;6385;238;22;50390;Ozeville;130;124;6
245000690;CC REGION MONTEBOURG;CC;4TX;6623;6385;238;22;50421;Quinéville;295;292;3
245000690;CC REGION MONTEBOURG;CC;4TX;6623;6385;238;22;50461;Saint-Cyr;184;178;6
245000690;CC REGION MONTEBOURG;CC;4TX;6623;6385;238;22;50467;Saint-Floxel;422;417;5
245000690;CC REGION MONTEBOURG;CC;4TX;6623;6385;238;22;50478;Saint-Germain-de-Tournebut;360;355;5
245000690;CC REGION MONTEBOURG;CC;4TX;6623;6385;238;22;50507;Saint-Marcouf;379;376;3
245000690;CC REGION MONTEBOURG;CC;4TX;6623;6385;238;22;50511;Saint-Martin-d'Audouville;131;130;1
