date;siren_source;nom_source;siren_cible;nom_cible;Details
2017-01-01;240100727;CC Montmerle 3 Rivières;200070118;Communauté de Communes Val de Saône Centre;http://www.cc-valdesaonechalaronne.com/
2017-01-01;240100594;CC Val de Saône - Chalaronne;200070118;Communauté de Communes Val de Saône Centre;http://www.cc-valdesaonechalaronne.com/
