siren;nom;nature;fiscalite;ptot;nb_com;insee;nom_com;ptot_com;pmun_com
241600394;CC de la Vallée de l'Échelle;CC;4TX;7153;7;16368;Sers;685;673
241600394;CC de la Vallée de l'Échelle;CC;4TX;7153;7;16422;Vouzan;697;678
241600394;CC de la Vallée de l'Échelle;CC;4TX;7153;7;16382;Torsac;738;718
241600394;CC de la Vallée de l'Échelle;CC;4TX;7153;7;16055;Bouëx;825;808
241600394;CC de la Vallée de l'Échelle;CC;4TX;7153;7;16119;Dignac;1304;1280
241600394;CC de la Vallée de l'Échelle;CC;4TX;7153;7;16120;Dirac;1375;1336
241600394;CC de la Vallée de l'Échelle;CC;4TX;7153;7;16146;Garat;1529;1482
241600402;CC du Blanzacais;CC;4TX;4878;13;16332;Saint-Léger;137;136
241600402;CC du Blanzacais;CC;4TX;4878;13;16021;Aubeville;142;142
241600402;CC du Blanzacais;CC;4TX;4878;13;16201;Mainfonds;144;142
241600402;CC du Blanzacais;CC;4TX;4878;13;16133;Etriac;165;165
241600402;CC du Blanzacais;CC;4TX;4878;13;16075;Champagne-Vigny;192;184
241600402;CC du Blanzacais;CC;4TX;4878;13;16036;Bécheresse;208;207
241600402;CC du Blanzacais;CC;4TX;4878;13;16420;Voulgézac;312;311
241600402;CC du Blanzacais;CC;4TX;4878;13;16257;Péreuil;399;393
241600402;CC du Blanzacais;CC;4TX;4878;13;16072;Chadurie;490;484
241600402;CC du Blanzacais;CC;4TX;4878;13;16258;Pérignac;490;485
241600402;CC du Blanzacais;CC;4TX;4878;13;16175;Jurignac;506;501
241600402;CC du Blanzacais;CC;4TX;4878;13;16101;Claix;766;747
241600402;CC du Blanzacais;CC;4TX;4878;13;16046;Blanzac-Porcheresse;927;838
241600410;CC du Confolentais;CC;4TX;13621;26;16389;Turgon;86;85
241600410;CC du Confolentais;CC;4TX;13621;26;16404;Vieux-Ruffec;101;98
241600410;CC du Confolentais;CC;4TX;13621;26;16322;Saint-Germain-de-Confolens;98;98
241600410;CC du Confolentais;CC;4TX;13621;26;16403;Le Vieux-Cérier;138;134
241600410;CC du Confolentais;CC;4TX;13621;26;16087;Chassiecq;168;168
241600410;CC du Confolentais;CC;4TX;13621;26;16054;Le Bouchage;195;190
241600410;CC du Confolentais;CC;4TX;13621;26;16128;Epenède;217;209
241600410;CC du Confolentais;CC;4TX;13621;26;16310;Saint-Coutant;227;223
241600410;CC du Confolentais;CC;4TX;13621;26;16231;Montrollet;275;269
241600410;CC du Confolentais;CC;4TX;13621;26;16164;Hiesse;283;277
241600410;CC du Confolentais;CC;4TX;13621;26;16306;Saint-Christophe;324;315
241600410;CC du Confolentais;CC;4TX;13621;26;16249;Oradour-Fanais;351;342
241600410;CC du Confolentais;CC;4TX;13621;26;16264;Pleuville;377;364
241600410;CC du Confolentais;CC;4TX;13621;26;16038;Benest;386;382
241600410;CC du Confolentais;CC;4TX;13621;26;16009;Ambernac;425;422
241600410;CC du Confolentais;CC;4TX;13621;26;16131;Esse;512;497
241600410;CC du Confolentais;CC;4TX;13621;26;16181;Lessac;539;531
241600410;CC du Confolentais;CC;4TX;13621;26;16007;Alloue;573;531
241600410;CC du Confolentais;CC;4TX;13621;26;16001;Abzac;555;544
241600410;CC du Confolentais;CC;4TX;13621;26;16205;Manot;598;576
241600410;CC du Confolentais;CC;4TX;13621;26;16182;Lesterps;615;594
241600410;CC du Confolentais;CC;4TX;13621;26;16065;Brillac;674;664
241600410;CC du Confolentais;CC;4TX;13621;26;16016;Ansac-sur-Vienne;892;852
241600410;CC du Confolentais;CC;4TX;13621;26;16337;Saint-Maurice-des-Lions;947;932
241600410;CC du Confolentais;CC;4TX;13621;26;16076;Champagne-Mouton;1000;984
241600410;CC du Confolentais;CC;4TX;13621;26;16106;Confolens;3065;2855
241600428;CC du Pays d'Aubeterre;CC;4TX;1905;9;16240;Nabinaud;90;89
241600428;CC du Pays d'Aubeterre;CC;4TX;1905;9;16284;Rouffiac;115;114
241600428;CC du Pays d'Aubeterre;CC;4TX;1905;9;16227;Montignac-le-Coq;152;150
241600428;CC du Pays d'Aubeterre;CC;4TX;1905;9;16037;Bellon;155;152
241600428;CC du Pays d'Aubeterre;CC;4TX;1905;9;16130;Les Essards;204;197
241600428;CC du Pays d'Aubeterre;CC;4TX;1905;9;16180;Laprade;211;209
241600428;CC du Pays d'Aubeterre;CC;4TX;1905;9;16260;Pillac;275;269
241600428;CC du Pays d'Aubeterre;CC;4TX;1905;9;16049;Bonnes;335;333
241600428;CC du Pays d'Aubeterre;CC;4TX;1905;9;16020;Aubeterre-sur-Dronne;368;365
241600436;CC du Pays Manslois;CC;4TX;8180;24;16184;Lichères;94;94
241600436;CC du Pays Manslois;CC;4TX;8180;24;16396;Ventouse;116;113
241600436;CC du Pays Manslois;CC;4TX;8180;24;16238;Moutonneau;127;123
241600436;CC du Pays Manslois;CC;4TX;8180;24;16094;Chenommet;132;128
241600436;CC du Pays Manslois;CC;4TX;8180;24;16033;Bayers;131;129
241600436;CC du Pays Manslois;CC;4TX;8180;24;16095;Chenon;154;149
241600436;CC du Pays Manslois;CC;4TX;8180;24;16191;Lonnes;170;166
241600436;CC du Pays Manslois;CC;4TX;8180;24;16173;Juillé;184;181
241600436;CC du Pays Manslois;CC;4TX;8180;24;16309;Sainte-Colombe;185;185
241600436;CC du Pays Manslois;CC;4TX;8180;24;16241;Nanclars;205;200
241600436;CC du Pays Manslois;CC;4TX;8180;24;16237;Mouton;228;223
241600436;CC du Pays Manslois;CC;4TX;8180;24;16392;Valence;244;240
241600436;CC du Pays Manslois;CC;4TX;8180;24;16307;Saint-Ciers-sur-Bonnieure;259;256
241600436;CC du Pays Manslois;CC;4TX;8180;24;16023;Aunac;307;297
241600436;CC du Pays Manslois;CC;4TX;8180;24;16296;Saint-Amant-de-Bonnieure;320;314
241600436;CC du Pays Manslois;CC;4TX;8180;24;16318;Saint-Front;320;315
241600436;CC du Pays Manslois;CC;4TX;8180;24;16141;Fontenille;348;334
241600436;CC du Pays Manslois;CC;4TX;8180;24;16140;Fontclaireau;368;360
241600436;CC du Pays Manslois;CC;4TX;8180;24;16414;Villognon;400;389
241600436;CC du Pays Manslois;CC;4TX;8180;24;16272;Puyréaux;406;396
241600436;CC du Pays Manslois;CC;4TX;8180;24;16069;Cellettes;426;415
241600436;CC du Pays Manslois;CC;4TX;8180;24;16300;Saint-Angeau;660;647
241600436;CC du Pays Manslois;CC;4TX;8180;24;16196;Luxé;761;756
241600436;CC du Pays Manslois;CC;4TX;8180;24;16206;Mansle;1635;1597
241600451;CC des Trois Vallées;CC;4TX;3351;9;16356;Saint-Sulpice-de-Ruffec;39;35
241600451;CC des Trois Vallées;CC;4TX;3351;9;16321;Saint-Georges;67;67
241600451;CC des Trois Vallées;CC;4TX;3351;9;16325;Saint-Gourson;141;136
241600451;CC des Trois Vallées;CC;4TX;3351;9;16114;Couture;160;158
241600451;CC des Trois Vallées;CC;4TX;3351;9;16268;Poursac;214;210
241600451;CC des Trois Vallées;CC;4TX;3351;9;16410;Villegats;268;263
241600451;CC des Trois Vallées;CC;4TX;3351;9;16361;Salles-de-Villefagnan;326;325
241600451;CC des Trois Vallées;CC;4TX;3351;9;16400;Verteuil-sur-Charente;727;718
241600451;CC des Trois Vallées;CC;4TX;3351;9;16242;Nanteuil-en-Vallée;1409;1395
241600469;CC de Charente Boëme Charraud;CC;TPU;9263;5;16388;Trois-Palis;686;673
241600469;CC de Charente Boëme Charraud;CC;TPU;9263;5;16370;Sireuil;1191;1127
241600469;CC de Charente Boëme Charraud;CC;TPU;9263;5;16418;Voeuil-et-Giget;1468;1436
241600469;CC de Charente Boëme Charraud;CC;TPU;9263;5;16236;Mouthiers-sur-Boëme;2318;2260
241600469;CC de Charente Boëme Charraud;CC;TPU;9263;5;16287;Roullet-Saint-Estèphe;3600;3525
241600493;CC de Grande Champagne;CC;4TX;9651;12;16010;Ambleville;221;217
241600493;CC de Grande Champagne;CC;4TX;9651;12;16343;Saint-Preuil;292;289
241600493;CC de Grande Champagne;CC;4TX;9651;12;16316;Saint-Fort-sur-le-Né;392;386
241600493;CC de Grande Champagne;CC;4TX;9651;12;16399;Verrières;412;401
241600493;CC de Grande Champagne;CC;4TX;9651;12;16012;Angeac-Champagne;495;479
241600493;CC de Grande Champagne;CC;4TX;9651;12;16116;Criteuil-la-Magdeleine;526;513
241600493;CC de Grande Champagne;CC;4TX;9651;12;16186;Lignières-Sonneville;617;613
241600493;CC de Grande Champagne;CC;4TX;9651;12;16171;Juillac-le-Coq;667;654
241600493;CC de Grande Champagne;CC;4TX;9651;12;16151;Genté;852;830
241600493;CC de Grande Champagne;CC;4TX;9651;12;16359;Salles-d'Angles;1153;1127
241600493;CC de Grande Champagne;CC;4TX;9651;12;16150;Gensac-la-Pallue;1666;1613
241600493;CC de Grande Champagne;CC;4TX;9651;12;16366;Segonzac;2358;2297
241600501;CC des 3B Sud Charente;CC;TPU;16354;36;16331;Saint-Laurent-des-Combes;73;71
241600501;CC des 3B Sud Charente;CC;TPU;16354;36;16014;Angeduc;96;96
241600501;CC des 3B Sud Charente;CC;TPU;16354;36;16365;Sauvignac;96;96
241600501;CC des 3B Sud Charente;CC;TPU;16354;36;16354;Sainte-Souline;115;113
241600501;CC des 3B Sud Charente;CC;TPU;16354;36;16315;Saint-Félix;119;119
241600501;CC des 3B Sud Charente;CC;TPU;16354;36;16048;Boisbreteau;124;122
241600501;CC des 3B Sud Charente;CC;TPU;16354;36;16062;Brie-sous-Barbezieux;126;124
241600501;CC des 3B Sud Charente;CC;TPU;16354;36;16177;Ladiville;140;139
241600501;CC des 3B Sud Charente;CC;TPU;16354;36;16053;Bors(Canton de Baignes-Sainte-Radegonde);149;148
241600501;CC des 3B Sud Charente;CC;TPU;16354;36;16161;Guizengeard;156;155
241600501;CC des 3B Sud Charente;CC;TPU;16354;36;16357;Saint-Vallier;168;167
241600501;CC des 3B Sud Charente;CC;TPU;16354;36;16099;Chillac;170;169
241600501;CC des 3B Sud Charente;CC;TPU;16354;36;16178;Lagarde-sur-le-Né;175;174
241600501;CC des 3B Sud Charente;CC;TPU;16354;36;16405;Vignolles;186;183
241600501;CC des 3B Sud Charente;CC;TPU;16354;36;16091;Châtignac;188;185
241600501;CC des 3B Sud Charente;CC;TPU;16354;36;16179;Lamérac;220;216
241600501;CC des 3B Sud Charente;CC;TPU;16354;36;16256;Passirac;238;227
241600501;CC des 3B Sud Charente;CC;TPU;16354;36;16301;Saint-Aulais-la-Chapelle;235;233
241600501;CC des 3B Sud Charente;CC;TPU;16354;36;16338;Saint-Médard;273;271
241600501;CC des 3B Sud Charente;CC;TPU;16354;36;16079;Chantillac;283;277
241600501;CC des 3B Sud Charente;CC;TPU;16354;36;16342;Saint-Palais-du-Né;293;287
241600501;CC des 3B Sud Charente;CC;TPU;16354;36;16176;Lachaise;292;288
241600501;CC des 3B Sud Charente;CC;TPU;16354;36;16380;Le Tâtre;315;314
241600501;CC des 3B Sud Charente;CC;TPU;16354;36;16074;Challignac;324;314
241600501;CC des 3B Sud Charente;CC;TPU;16354;36;16040;Berneuil;321;317
241600501;CC des 3B Sud Charente;CC;TPU;16354;36;16303;Saint-Bonnet;347;337
241600501;CC des 3B Sud Charente;CC;TPU;16354;36;16360;Salles-de-Barbezieux;557;408
241600501;CC des 3B Sud Charente;CC;TPU;16354;36;16160;Guimps;501;495
241600501;CC des 3B Sud Charente;CC;TPU;16354;36;16224;Montchaude;531;515
241600501;CC des 3B Sud Charente;CC;TPU;16354;36;16066;Brossac;533;524
241600501;CC des 3B Sud Charente;CC;TPU;16354;36;16105;Condéon;561;540
241600501;CC des 3B Sud Charente;CC;TPU;16354;36;16384;Touvérac;583;577
241600501;CC des 3B Sud Charente;CC;TPU;16354;36;16276;Reignac;595;582
241600501;CC des 3B Sud Charente;CC;TPU;16354;36;16030;Barret;889;866
241600501;CC des 3B Sud Charente;CC;TPU;16354;36;16025;Baignes-Sainte-Radegonde;1263;1239
241600501;CC des 3B Sud Charente;CC;TPU;16354;36;16028;Barbezieux-Saint-Hilaire;5119;4819
241600519;CC de la Région de Châteauneuf sur Charente;CC;4TX;8422;13;16247;Nonaville;153;149
241600519;CC de la Région de Châteauneuf sur Charente;CC;4TX;8422;13;16352;Saint-Simon;242;239
241600519;CC de la Région de Châteauneuf sur Charente;CC;4TX;8422;13;16402;Vibrac;248;244
241600519;CC de la Région de Châteauneuf sur Charente;CC;4TX;8422;13;16050;Bonneuil;249;248
241600519;CC de la Région de Châteauneuf sur Charente;CC;4TX;8422;13;16297;Graves-Saint-Amant;343;338
241600519;CC de la Région de Châteauneuf sur Charente;CC;4TX;8422;13;16057;Bouteville;351;343
241600519;CC de la Région de Châteauneuf sur Charente;CC;4TX;8422;13;16233;Mosnac;392;386
241600519;CC de la Région de Châteauneuf sur Charente;CC;4TX;8422;13;16013;Angeac-Charente;409;399
241600519;CC de la Région de Châteauneuf sur Charente;CC;4TX;8422;13;16351;Saint-Simeux;474;452
241600519;CC de la Région de Châteauneuf sur Charente;CC;4TX;8422;13;16077;Champmillon;495;493
241600519;CC de la Région de Châteauneuf sur Charente;CC;4TX;8422;13;16234;Moulidars;563;558
241600519;CC de la Région de Châteauneuf sur Charente;CC;4TX;8422;13;16163;Hiersac;1024;1005
241600519;CC de la Région de Châteauneuf sur Charente;CC;4TX;8422;13;16090;Châteauneuf-sur-Charente;3479;3422
241600527;CC du Bassin Économique de Bandiat Tardoire;CC;TPU;12900;13;16067;Bunzac;316;309
241600527;CC du Bassin Économique de Bandiat Tardoire;CC;TPU;12900;13;16293;Saint-Adjutory;350;349
241600527;CC du Bassin Économique de Bandiat Tardoire;CC;TPU;12900;13;16107;Coulgens;386;382
241600527;CC du Bassin Économique de Bandiat Tardoire;CC;TPU;12900;13;16282;La Rochette;447;442
241600527;CC du Bassin Économique de Bandiat Tardoire;CC;TPU;12900;13;16425;Yvrac-et-Malleyrand;475;465
241600527;CC du Bassin Économique de Bandiat Tardoire;CC;TPU;12900;13;16209;Marillac-le-Franc;626;617
241600527;CC du Bassin Économique de Bandiat Tardoire;CC;TPU;12900;13;16003;Agris;731;710
241600527;CC du Bassin Économique de Bandiat Tardoire;CC;TPU;12900;13;16269;Pranzac;812;792
241600527;CC du Bassin Économique de Bandiat Tardoire;CC;TPU;12900;13;16344;Saint-Projet-Saint-Constant;937;920
241600527;CC du Bassin Économique de Bandiat Tardoire;CC;TPU;12900;13;16379;Taponnat-Fleurignac;1245;1190
241600527;CC du Bassin Économique de Bandiat Tardoire;CC;TPU;12900;13;16093;Chazelles;1422;1391
241600527;CC du Bassin Économique de Bandiat Tardoire;CC;TPU;12900;13;16280;Rivières;1770;1737
241600527;CC du Bassin Économique de Bandiat Tardoire;CC;TPU;12900;13;16281;La Rochefoucauld;3383;3228
241600535;CC de Villefagnan;CC;4TX;3304;16;16127;Empuré;110;108
241600535;CC de Villefagnan;CC;4TX;3304;16;16197;La Magdeleine;120;119
241600535;CC de Villefagnan;CC;4TX;3304;16;16391;Tuzie;123;121
241600535;CC de Villefagnan;CC;4TX;3304;16;16335;Saint-Martin-du-Clocher;139;139
241600535;CC de Villefagnan;CC;4TX;3304;16;16413;Villiers-le-Roux;142;140
241600535;CC de Villefagnan;CC;4TX;3304;16;16273;Raix;154;150
241600535;CC de Villefagnan;CC;4TX;3304;16;16098;La Chèvrerie;156;152
241600535;CC de Villefagnan;CC;4TX;3304;16;16381;Theil-Rabier;170;166
241600535;CC de Villefagnan;CC;4TX;3304;16;16059;Brettes;190;187
241600535;CC de Villefagnan;CC;4TX;3304;16;16142;La Forêt-de-Tessé;197;195
241600535;CC de Villefagnan;CC;4TX;3304;16;16190;Longré;219;216
241600535;CC de Villefagnan;CC;4TX;3304;16;16189;Londigny;222;219
241600535;CC de Villefagnan;CC;4TX;3304;16;16373;Souvigné;236;233
241600535;CC de Villefagnan;CC;4TX;3304;16;16229;Montjean;263;262
241600535;CC de Villefagnan;CC;4TX;3304;16;16110;Courcôme;425;421
241600535;CC de Villefagnan;CC;4TX;3304;16;16253;Paizay-Naudouin-Embourie;438;423
241600543;CC de Jarnac;CC;TPU;15696;18;16139;Fleurac;233;232
241600543;CC de Jarnac;CC;TPU;15696;18;16165;Houlette;396;388
241600543;CC de Jarnac;CC;TPU;15696;18;16174;Julienne;407;395
241600543;CC de Jarnac;CC;TPU;15696;18;16387;Triac-Lautrait;494;397
241600543;CC de Jarnac;CC;TPU;15696;18;16032;Bassac;473;461
241600543;CC de Jarnac;CC;TPU;15696;18;16277;Réparsac;510;506
241600543;CC de Jarnac;CC;TPU;15696;18;16153;Gondeville;528;518
241600543;CC de Jarnac;CC;TPU;15696;18;16202;Mainxe;538;519
241600543;CC de Jarnac;CC;TPU;15696;18;16220;Les Métairies;540;530
241600543;CC de Jarnac;CC;TPU;15696;18;16349;Sainte-Sévère;561;550
241600543;CC de Jarnac;CC;TPU;15696;18;16145;Foussignac;558;551
241600543;CC de Jarnac;CC;TPU;15696;18;16216;Mérignac;733;717
241600543;CC de Jarnac;CC;TPU;15696;18;16056;Bourg-Charente;766;753
241600543;CC de Jarnac;CC;TPU;15696;18;16369;Sigogne;919;896
241600543;CC de Jarnac;CC;TPU;15696;18;16243;Nercillac;1076;1050
241600543;CC de Jarnac;CC;TPU;15696;18;16340;Saint-Même-les-Carrières;1065;1052
241600543;CC de Jarnac;CC;TPU;15696;18;16088;Chassors;1082;1061
241600543;CC de Jarnac;CC;TPU;15696;18;16167;Jarnac;4817;4658
241600568;CC de Haute Charente;CC;4TX;23919;34;16214;Mazières;94;93
241600568;CC de Haute Charente;CC;4TX;23919;34;16255;Parzac;133;127
241600568;CC de Haute Charente;CC;4TX;23919;34;16157;Le Grand-Madieu;155;149
241600568;CC de Haute Charente;CC;4TX;23919;34;16239;Mouzon;152;149
241600568;CC de Haute Charente;CC;4TX;23919;34;16183;Lésignac-Durand;190;184
241600568;CC de Haute Charente;CC;4TX;23919;34;16345;Saint-Quentin-sur-Charente;237;232
241600568;CC de Haute Charente;CC;4TX;23919;34;16035;Beaulieu-sur-Sonnette;276;269
241600568;CC de Haute Charente;CC;4TX;23919;34;16376;Suris;283;272
241600568;CC de Haute Charente;CC;4TX;23919;34;16195;Lussac;300;291
241600568;CC de Haute Charente;CC;4TX;23919;34;16213;Mazerolles;314;311
241600568;CC de Haute Charente;CC;4TX;23919;34;16375;Suaux;362;356
241600568;CC de Haute Charente;CC;4TX;23919;34;16336;Saint-Mary;372;365
241600568;CC de Haute Charente;CC;4TX;23919;34;16261;Les Pins;405;400
241600568;CC de Haute Charente;CC;4TX;23919;34;16212;Massignac;408;401
241600568;CC de Haute Charente;CC;4TX;23919;34;16096;Cherves-Châtelars;450;443
241600568;CC de Haute Charente;CC;4TX;23919;34;16270;Pressignac;457;449
241600568;CC de Haute Charente;CC;4TX;23919;34;16363;Saulgond;463;459
241600568;CC de Haute Charente;CC;4TX;23919;34;16071;Chabrac;473;464
241600568;CC de Haute Charente;CC;4TX;23919;34;16068;Cellefrouin;514;508
241600568;CC de Haute Charente;CC;4TX;23919;34;16416;Vitrac-Saint-Vincent;524;512
241600568;CC de Haute Charente;CC;4TX;23919;34;16259;La Péruse;575;514
241600568;CC de Haute Charente;CC;4TX;23919;34;16149;Genouillac;590;575
241600568;CC de Haute Charente;CC;4TX;23919;34;16225;Montemboeuf;709;669
241600568;CC de Haute Charente;CC;4TX;23919;34;16100;Chirac;755;732
241600568;CC de Haute Charente;CC;4TX;23919;34;16329;Saint-Laurent-de-Céris;763;746
241600568;CC de Haute Charente;CC;4TX;23919;34;16086;Chassenon;923;903
241600568;CC de Haute Charente;CC;4TX;23919;34;16245;Nieuil;929;907
241600568;CC de Haute Charente;CC;4TX;23919;34;16132;Etagnac;999;981
241600568;CC de Haute Charente;CC;4TX;23919;34;16064;Brigueuil;1031;1007
241600568;CC de Haute Charente;CC;4TX;23919;34;16134;Exideuil;1042;1019
241600568;CC de Haute Charente;CC;4TX;23919;34;16308;Saint-Claud;1090;1062
241600568;CC de Haute Charente;CC;4TX;23919;34;16070;Chabanais;2000;1944
241600568;CC de Haute Charente;CC;4TX;23919;34;16192;Roumazières-Loubert;2834;2781
241600568;CC de Haute Charente;CC;4TX;23919;34;16085;Chasseneuil-sur-Bonnieure;3117;2786
241600592;CC de Ruffec;CC;4TX;6969;8;16044;Bioussac;233;226
241600592;CC de Ruffec;CC;4TX;6969;8;16031;Barro;271;265
241600592;CC de Ruffec;CC;4TX;6969;8;16002;Les Adjots;402;390
241600592;CC de Ruffec;CC;4TX;6969;8;16039;Bernac;431;420
241600592;CC de Ruffec;CC;4TX;6969;8;16104;Condac;480;470
241600592;CC de Ruffec;CC;4TX;6969;8;16378;Taizé-Aizie;578;564
241600592;CC de Ruffec;CC;4TX;6969;8;16136;La Faye;578;568
241600592;CC de Ruffec;CC;4TX;6969;8;16292;Ruffec;3996;3615
241700392;CC du Canton de Courçon;CC;TPU;9491;14;17201;La Laigne;279;275
241700392;CC du Canton de Courçon;CC;TPU;9491;14;17182;La Grève-sur-Mignon;366;361
241700392;CC du Canton de Courçon;CC;TPU;9491;14;17322;Saint-Cyr-du-Doret;367;365
241700392;CC du Canton de Courçon;CC;TPU;9491;14;17158;Ferrières;405;400
241700392;CC du Canton de Courçon;CC;TPU;9491;14;17009;Angliers;445;438
241700392;CC du Canton de Courçon;CC;TPU;9491;14;17186;Le Gué-d'Alleré;519;514
241700392;CC du Canton de Courçon;CC;TPU;9491;14;17041;Benon;520;514
241700392;CC du Canton de Courçon;CC;TPU;9491;14;17132;Cramchaban;526;515
241700392;CC du Canton de Courçon;CC;TPU;9491;14;17439;Taugon;621;612
241700392;CC du Canton de Courçon;CC;TPU;9491;14;17267;Nuaillé-d'Aunis;640;632
241700392;CC du Canton de Courçon;CC;TPU;9491;14;17303;La Ronde;752;744
241700392;CC du Canton de Courçon;CC;TPU;9491;14;17127;Courçon;1114;1097
241700392;CC du Canton de Courçon;CC;TPU;9491;14;17396;Saint-Sauveur-d'Aunis;1202;1173
241700392;CC du Canton de Courçon;CC;TPU;9491;14;17349;Saint-Jean-de-Liversay;1735;1697
241700400;CC de la Haute Saintonge;CC;4TX;57042;123;17215;Lussac;44;43
241700400;CC de la Haute Saintonge;CC;4TX;57042;123;17423;Semillac;52;52
241700400;CC de la Haute Saintonge;CC;4TX;57042;123;17096;Chaunac;58;56
241700400;CC de la Haute Saintonge;CC;4TX;57042;123;17178;Givrezac;64;63
241700400;CC de la Haute Saintonge;CC;4TX;57042;123;17372;Saint-Médard;72;69
241700400;CC de la Haute Saintonge;CC;4TX;57042;123;17276;Le Pin;73;73
241700400;CC de la Haute Saintonge;CC;4TX;57042;123;17324;Saint-Dizant-du-Bois;81;80
241700400;CC de la Haute Saintonge;CC;4TX;57042;123;17199;Jussas;108;104
241700400;CC de la Haute Saintonge;CC;4TX;57042;123;17156;Expiremont;106;105
241700400;CC de la Haute Saintonge;CC;4TX;57042;123;17231;Messac;108;107
241700400;CC de la Haute Saintonge;CC;4TX;57042;123;17281;Polignac;109;108
241700400;CC de la Haute Saintonge;CC;4TX;57042;123;17371;Saint-Maurice-de-Tavernole;111;109
241700400;CC de la Haute Saintonge;CC;4TX;57042;123;17319;Sainte-Colombe;114;114
241700400;CC de la Haute Saintonge;CC;4TX;57042;123;17343;Saint-Grégoire-d'Ardennes;124;118
241700400;CC de la Haute Saintonge;CC;4TX;57042;123;17390;Sainte-Ramée;128;126
241700400;CC de la Haute Saintonge;CC;4TX;57042;123;17002;Agudelle;127;126
241700400;CC de la Haute Saintonge;CC;4TX;57042;123;17061;Bran;129;129
241700400;CC de la Haute Saintonge;CC;4TX;57042;123;17092;Chartuzac;141;137
241700400;CC de la Haute Saintonge;CC;4TX;57042;123;17402;Saint-Sigismond-de-Clermont;140;138
241700400;CC de la Haute Saintonge;CC;4TX;57042;123;17259;Neulles;141;139
241700400;CC de la Haute Saintonge;CC;4TX;57042;123;17398;Saint-Seurin-de-Palenne;152;149
241700400;CC de la Haute Saintonge;CC;4TX;57042;123;17005;Allas-Bocage;155;150
241700400;CC de la Haute Saintonge;CC;4TX;57042;123;17417;Salignac-de-Mirambeau;158;154
241700400;CC de la Haute Saintonge;CC;4TX;57042;123;17468;Vibrac;169;168
241700400;CC de la Haute Saintonge;CC;4TX;57042;123;17282;Pommiers-Moulons;177;174
241700400;CC de la Haute Saintonge;CC;4TX;57042;123;17458;Vanzac;176;174
241700400;CC de la Haute Saintonge;CC;4TX;57042;123;17238;Moings;181;176
241700400;CC de la Haute Saintonge;CC;4TX;57042;123;17006;Allas-Champagne;188;184
241700400;CC de la Haute Saintonge;CC;4TX;57042;123;17095;Chatenet;195;188
241700400;CC de la Haute Saintonge;CC;4TX;57042;123;17433;Sousmoulins;191;189
241700400;CC de la Haute Saintonge;CC;4TX;57042;123;17249;Mortiers;195;191
241700400;CC de la Haute Saintonge;CC;4TX;57042;123;17341;Saint-Germain-de-Vibrac;203;196
241700400;CC de la Haute Saintonge;CC;4TX;57042;123;17106;Cierzac;202;199
241700400;CC de la Haute Saintonge;CC;4TX;57042;123;17405;Saint-Sorlin-de-Conac;206;201
241700400;CC de la Haute Saintonge;CC;4TX;57042;123;17229;Mérignac;207;206
241700400;CC de la Haute Saintonge;CC;4TX;57042;123;17379;Saint-Palais-de-Phiolin;220;218
241700400;CC de la Haute Saintonge;CC;4TX;57042;123;17424;Semoussac;222;220
241700400;CC de la Haute Saintonge;CC;4TX;57042;123;17362;Saint-Martial-de-Mirambeau;223;220
241700400;CC de la Haute Saintonge;CC;4TX;57042;123;17054;Boresse-et-Martron;223;221
241700400;CC de la Haute Saintonge;CC;4TX;57042;123;17287;Pouillac;234;230
241700400;CC de la Haute Saintonge;CC;4TX;57042;123;17116;Consac;246;240
241700400;CC de la Haute Saintonge;CC;4TX;57042;123;17066;Brie-sous-Archiac;254;245
241700400;CC de la Haute Saintonge;CC;4TX;57042;123;17335;Saint-Georges-des-Agoûts;249;245
241700400;CC de la Haute Saintonge;CC;4TX;57042;123;17476;Villexavier;250;247
241700400;CC de la Haute Saintonge;CC;4TX;57042;123;17209;Lonzac;252;248
241700400;CC de la Haute Saintonge;CC;4TX;57042;123;17076;Celles;262;251
241700400;CC de la Haute Saintonge;CC;4TX;57042;123;17258;Neuillac;261;258
241700400;CC de la Haute Saintonge;CC;4TX;57042;123;17173;La Genétouze;267;259
241700400;CC de la Haute Saintonge;CC;4TX;57042;123;17118;Corignac;265;260
241700400;CC de la Haute Saintonge;CC;4TX;57042;123;17386;Saint-Pierre-du-Palais;277;262
241700400;CC de la Haute Saintonge;CC;4TX;57042;123;17388;Saint-Quantin-de-Rançanne;277;272
241700400;CC de la Haute Saintonge;CC;4TX;57042;123;17432;Souméras;285;279
241700400;CC de la Haute Saintonge;CC;4TX;57042;123;17345;Saint-Hilaire-du-Bois;287;281
241700400;CC de la Haute Saintonge;CC;4TX;57042;123;17108;Clam;289;283
241700400;CC de la Haute Saintonge;CC;4TX;57042;123;17454;Tugéras-Saint-Maurice;302;291
241700400;CC de la Haute Saintonge;CC;4TX;57042;123;17326;Saint-Eugène;296;292
241700400;CC de la Haute Saintonge;CC;4TX;57042;123;17204;Léoville;309;300
241700400;CC de la Haute Saintonge;CC;4TX;57042;123;17260;Neuvicq;313;306
241700400;CC de la Haute Saintonge;CC;4TX;57042;123;17233;Meux;316;307
241700400;CC de la Haute Saintonge;CC;4TX;57042;123;17020;Arthenac;316;312
241700400;CC de la Haute Saintonge;CC;4TX;57042;123;17159;Fléac-sur-Seugne;321;319
241700400;CC de la Haute Saintonge;CC;4TX;57042;123;17081;Chamouillac;326;322
