siren;nom;nature;fiscalite;nb_com;ptot;pmun;insee;siren_com;nom_com;ptot_com;pmun_com
200000487;CC du Plateau de Lommoye (CCPL);CC;FPU;10;6640;6531;78558;217805589;Saint-Illiers-la-Ville;346;342
200000487;CC du Plateau de Lommoye (CCPL);CC;FPU;10;6640;6531;78559;217805597;Saint-Illiers-le-Bois;468;462
200000487;CC du Plateau de Lommoye (CCPL);CC;FPU;10;6640;6531;78668;217806686;La Villeneuve-en-Chevrie;584;572
200000537;CC de la Presqu'île de Rhuys;CC;FPU;5;13790;13453;56005;215600057;Arzon;2164;2107
200000537;CC de la Presqu'île de Rhuys;CC;FPU;5;13790;13453;56205;215602053;Saint-Armel;870;843
200000537;CC de la Presqu'île de Rhuys;CC;FPU;5;13790;13453;56214;215602145;Saint-Gildas-de-Rhuys;1711;1667
200000537;CC de la Presqu'île de Rhuys;CC;FPU;5;13790;13453;56240;215602400;Sarzeau;7866;7688
200000537;CC de la Presqu'île de Rhuys;CC;FPU;5;13790;13453;56252;215602525;Le Tour-du-Parc;1179;1148
200000545;CC des Portes de Romilly sur Seine;CC;FA;6;18230;17820;10114;211001086;Crancey;816;798
200000545;CC des Portes de Romilly sur Seine;CC;FA;6;18230;17820;10164;211001573;Gélannes;751;726
200000545;CC des Portes de Romilly sur Seine;CC;FA;6;18230;17820;10220;211002134;Maizières-la-Grande-Paroisse;1544;1481
200000545;CC des Portes de Romilly sur Seine;CC;FA;6;18230;17820;10280;211002720;Pars-lès-Romilly;812;791
200000545;CC des Portes de Romilly sur Seine;CC;FA;6;18230;17820;10323;211003124;Romilly-sur-Seine;13945;13673
200000545;CC des Portes de Romilly sur Seine;CC;FA;6;18230;17820;10341;211003306;Saint-Hilaire-sous-Romilly;362;351
200000594;CC Entre Loire et Allier;CC;FPU;9;2338;2304;7071;210700712;Coucouron;849;848
200000594;CC Entre Loire et Allier;CC;FPU;9;2338;2304;7105;210701058;Issanlas;118;117
200000594;CC Entre Loire et Allier;CC;FPU;9;2338;2304;7106;210701066;Issarlès;175;170
200000594;CC Entre Loire et Allier;CC;FPU;9;2338;2304;7119;210701199;Le Lac-d'Issarlès;272;271
200000594;CC Entre Loire et Allier;CC;FPU;9;2338;2304;7121;210701215;Lachapelle-Graillouse;267;265
200000594;CC Entre Loire et Allier;CC;FPU;9;2338;2304;7130;210701306;Lanarce;171;164
200000594;CC Entre Loire et Allier;CC;FPU;9;2338;2304;7137;210701371;Lavillatte;78;74
200000594;CC Entre Loire et Allier;CC;FPU;9;2338;2304;7142;210701421;Lespéron;331;319
200000594;CC Entre Loire et Allier;CC;FPU;9;2338;2304;7206;210702064;Saint-Alban-en-Montagne;77;76
200000610;CC le Minervois;CC;FA;15;6408;6291;34004;213400047;Agel;219;217
200000610;CC le Minervois;CC;FA;15;6408;6291;34006;213400062;Aigne;271;267
200000610;CC le Minervois;CC;FA;15;6408;6291;34007;213400070;Aigues-Vives;445;438
200000610;CC le Minervois;CC;FA;15;6408;6291;34020;213400203;Azillanet;441;426
200000610;CC le Minervois;CC;FA;15;6408;6291;34026;213400260;Beaufort;201;199
200000610;CC le Minervois;CC;FA;15;6408;6291;34054;213400542;Cassagnoles;95;91
200000610;CC le Minervois;CC;FA;15;6408;6291;34059;213400591;La Caunette;331;326
200000610;CC le Minervois;CC;FA;15;6408;6291;34075;213400757;Cesseras;382;369
200000610;CC le Minervois;CC;FA;15;6408;6291;34097;213400971;Félines-Minervois;457;449
200000610;CC le Minervois;CC;FA;15;6408;6291;34098;213400989;Ferrals-les-Montagnes;147;139
200000610;CC le Minervois;CC;FA;15;6408;6291;34141;213401417;La Livinière;557;548
200000610;CC le Minervois;CC;FA;15;6408;6291;34158;213401581;Minerve;136;135
200000610;CC le Minervois;CC;FA;15;6408;6291;34189;213401896;Olonzac;1745;1720
200000610;CC le Minervois;CC;FA;15;6408;6291;34190;213401904;Oupia;284;282
200000610;CC le Minervois;CC;FA;15;6408;6291;34302;213403025;Siran;697;685
200000628;CC Rhône Lez Provence;CC;FPU;5;24817;24383;84019;218400190;Bollène;14284;14040
200000628;CC Rhône Lez Provence;CC;FPU;5;24817;24383;84063;218400638;Lamotte-du-Rhône;413;404
200000628;CC Rhône Lez Provence;CC;FPU;5;24817;24383;84064;218400646;Lapalud;3991;3910
200000628;CC Rhône Lez Provence;CC;FPU;5;24817;24383;84078;218400786;Mondragon;3760;3709
200000628;CC Rhône Lez Provence;CC;FPU;5;24817;24383;84083;218400836;Mornas;2369;2320
200000636;CC Cévenne et Montagne Ardéchoises;CC;FA;7;958;946;7038;210700381;Borne;39;39
200000636;CC Cévenne et Montagne Ardéchoises;CC;FA;7;958;946;7047;210700472;Cellier-du-Luc;109;109
200000636;CC Cévenne et Montagne Ardéchoises;CC;FA;7;958;946;7135;210701355;Laval-d'Aurelle;56;53
200000636;CC Cévenne et Montagne Ardéchoises;CC;FA;7;958;946;7136;210701363;Laveyrune;126;124
200000636;CC Cévenne et Montagne Ardéchoises;CC;FA;7;958;946;7175;210701751;Le Plagnal;57;57
200000636;CC Cévenne et Montagne Ardéchoises;CC;FA;7;958;946;7232;210702320;Saint-Etienne-de-Lugdarès;428;422
200000636;CC Cévenne et Montagne Ardéchoises;CC;FA;7;958;946;7262;210702627;Saint-Laurent-les-Bains;143;142
200000735;CC de la Viadène;CC;FPU;6;2255;2197;12048;211200480;Campouriez;383;375
200000735;CC de la Viadène;CC;FPU;6;2255;2197;12103;211201033;Florentin-la-Capelle;334;326
200000735;CC de la Viadène;CC;FPU;6;2255;2197;12116;211201165;Huparlac;261;247
200000735;CC de la Viadène;CC;FPU;6;2255;2197;12151;211201512;Montézic;253;246
200000735;CC de la Viadène;CC;FPU;6;2255;2197;12209;211202098;Saint-Amans-des-Cots;781;768
200000735;CC de la Viadène;CC;FPU;6;2255;2197;12250;211202502;Saint-Symphorien-de-Thénières;243;235
200000743;CC du Nebbiu;CC;FA;11;4077;4009;2B172;212001721;Murato;629;620
200000743;CC du Nebbiu;CC;FA;11;4077;4009;2B185;212001853;Oletta;1539;1518
200000743;CC du Nebbiu;CC;FA;11;4077;4009;2B188;212001887;Olmeta-di-Tuda;388;377
200000743;CC du Nebbiu;CC;FA;11;4077;4009;2B230;212002307;Piève;124;119
200000743;CC du Nebbiu;CC;FA;11;4077;4009;2B239;212002398;Poggio-d'Oletta;208;198
200000743;CC du Nebbiu;CC;FA;11;4077;4009;2B257;212002570;Rapale;153;150
200000743;CC du Nebbiu;CC;FA;11;4077;4009;2B265;212002653;Rutali;362;359
200000743;CC du Nebbiu;CC;FA;11;4077;4009;2B287;212002877;Sorio;143;143
200000743;CC du Nebbiu;CC;FA;11;4077;4009;2B301;212003016;San-Gavino-di-Tenda;54;54
200000743;CC du Nebbiu;CC;FA;11;4077;4009;2B314;212003149;Santo-Pietro-di-Tenda;365;359
200000743;CC du Nebbiu;CC;FA;11;4077;4009;2B333;212003339;Vallecalle;112;112
200000776;CA Argenteuil - Bezons;CA;FPU;2;134575;132612;95018;219500188;Argenteuil;105973;104282
200000776;CA Argenteuil - Bezons;CA;FPU;2;134575;132612;95063;219500634;Bezons;28602;28330
200000800;CC Coeur de Sologne;CC;FPU;6;10971;10712;41036;214100364;Chaon;469;458
200000800;CC Coeur de Sologne;CC;FPU;6;10971;10712;41046;214100463;Chaumont-sur-Tharonne;1124;1105
200000800;CC Coeur de Sologne;CC;FPU;6;10971;10712;41106;214101065;Lamotte-Beuvron;4888;4783
200000800;CC Coeur de Sologne;CC;FPU;6;10971;10712;41161;214101610;Nouan-le-Fuzelier;2449;2375
200000800;CC Coeur de Sologne;CC;FPU;6;10971;10712;41251;214102519;Souvigny-en-Sologne;506;497
200000800;CC Coeur de Sologne;CC;FPU;6;10971;10712;41296;214102964;Vouzon;1535;1494
200000925;CC de la Plaine Dijonnaise;CC;FA;25;22201;21765;21005;212100051;Aiserey;1362;1347
200000925;CC de la Plaine Dijonnaise;CC;FA;25;22201;21765;21057;212100572;Beire-le-Fort;313;302
200000925;CC de la Plaine Dijonnaise;CC;FA;25;22201;21765;21067;212100671;Bessey-lès-Cîteaux;692;678
200000925;CC de la Plaine Dijonnaise;CC;FA;25;22201;21765;21126;212101265;Cessey-sur-Tille;613;602
200000925;CC de la Plaine Dijonnaise;CC;FA;25;22201;21765;21130;212101307;Chambeire;343;338
200000925;CC de la Plaine Dijonnaise;CC;FA;25;22201;21765;21183;212101836;Collonges-lès-Premières;776;768
200000925;CC de la Plaine Dijonnaise;CC;FA;25;22201;21765;21242;212102420;Echigey;297;283
200000925;CC de la Plaine Dijonnaise;CC;FA;25;22201;21765;21261;212102610;Fauverney;694;680
200000925;CC de la Plaine Dijonnaise;CC;FA;25;22201;21765;21292;212102925;Genlis;5680;5588
200000925;CC de la Plaine Dijonnaise;CC;FA;25;22201;21765;21319;212103196;Izeure;785;775
200000925;CC de la Plaine Dijonnaise;CC;FA;25;22201;21765;21320;212103204;Izier;815;801
200000925;CC de la Plaine Dijonnaise;CC;FA;25;22201;21765;21330;212103303;Labergement-Foigney;414;405
200000925;CC de la Plaine Dijonnaise;CC;FA;25;22201;21765;21351;212103519;Longchamp;1278;1190
200000925;CC de la Plaine Dijonnaise;CC;FA;25;22201;21765;21352;212103527;Longeault;594;581
200000925;CC de la Plaine Dijonnaise;CC;FA;25;22201;21765;21353;212103535;Longecourt-en-Plaine;1255;1225
200000925;CC de la Plaine Dijonnaise;CC;FA;25;22201;21765;21388;212103881;Marliens;466;457
200000925;CC de la Plaine Dijonnaise;CC;FA;25;22201;21765;21486;212104863;Pluvault;533;526
200000925;CC de la Plaine Dijonnaise;CC;FA;25;22201;21765;21487;212104871;Pluvet;430;425
200000925;CC de la Plaine Dijonnaise;CC;FA;25;22201;21765;21507;212105076;Premières;132;131
200000925;CC de la Plaine Dijonnaise;CC;FA;25;22201;21765;21532;212105324;Rouvres-en-Plaine;1032;1021
200000925;CC de la Plaine Dijonnaise;CC;FA;25;22201;21765;21621;212106215;Tart-l'Abbaye;240;229
200000925;CC de la Plaine Dijonnaise;CC;FA;25;22201;21765;21622;212106223;Tart-le-Bas;224;222
200000925;CC de la Plaine Dijonnaise;CC;FA;25;22201;21765;21623;212106231;Tart-le-Haut;1390;1377
200000925;CC de la Plaine Dijonnaise;CC;FA;25;22201;21765;21632;212106322;Thorey-en-Plaine;1056;1041
200000925;CC de la Plaine Dijonnaise;CC;FA;25;22201;21765;21656;212106561;Varanges;787;773
200000933;CC Sauldre et Sologne;CC;FA;13;14841;14491;18011;211800115;Argent-sur-Sauldre;2216;2183
200000933;CC Sauldre et Sologne;CC;FA;13;14841;14491;18015;211800156;Aubigny-sur-Nère;5825;5680
200000933;CC Sauldre et Sologne;CC;FA;13;14841;14491;18030;211800305;Blancafort;1178;1137
200000933;CC Sauldre et Sologne;CC;FA;13;14841;14491;18037;211800370;Brinon-sur-Sauldre;1037;1019
200000933;CC Sauldre et Sologne;CC;FA;13;14841;14491;18047;211800479;La Chapelle-d'Angillon;677;665
200000933;CC Sauldre et Sologne;CC;FA;13;14841;14491;18067;211800677;Clémont;724;713
200000933;CC Sauldre et Sologne;CC;FA;13;14841;14491;18088;211800883;Ennordres;220;216
200000933;CC Sauldre et Sologne;CC;FA;13;14841;14491;18115;211801154;Ivoy-le-Pré;904;886
200000933;CC Sauldre et Sologne;CC;FA;13;14841;14491;18147;211801477;Ménétréol-sur-Sauldre;253;251
200000933;CC Sauldre et Sologne;CC;FA;13;14841;14491;18149;211801493;Méry-ès-Bois;614;599
200000933;CC Sauldre et Sologne;CC;FA;13;14841;14491;18170;211801709;Oizon;726;707
200000933;CC Sauldre et Sologne;CC;FA;13;14841;14491;18185;211801857;Presly;277;247
200000933;CC Sauldre et Sologne;CC;FA;13;14841;14491;18227;211802277;Sainte-Montaine;190;188
200000974;CC Sources de la Loire;CC;FA;8;1415;1377;7026;210700266;Le Béage;293;284
200000974;CC Sources de la Loire;CC;FA;8;1415;1377;7075;210700753;Cros-de-Géorand;174;173
200000974;CC Sources de la Loire;CC;FA;8;1415;1377;7154;210701546;Mazan-l'Abbaye;145;138
200000974;CC Sources de la Loire;CC;FA;8;1415;1377;7200;210702007;Le Roux;44;43
200000974;CC Sources de la Loire;CC;FA;8;1415;1377;7203;210702031;Sagnes-et-Goudoulet;133;131
200000974;CC Sources de la Loire;CC;FA;8;1415;1377;7224;210702247;Saint-Cirgues-en-Montagne;255;246
200000974;CC Sources de la Loire;CC;FA;8;1415;1377;7235;210702353;Sainte-Eulalie;242;234
200000974;CC Sources de la Loire;CC;FA;8;1415;1377;7326;210703260;Usclades-et-Rieutord;129;128
200001006;CC du Pays d'Eguzon-Val de Creuse;CC;FPU;8;4584;4490;36012;213600125;Baraize;330;325
200001006;CC du Pays d'Eguzon-Val de Creuse;CC;FPU;8;4584;4490;36014;213600141;Bazaiges;232;226
200001006;CC du Pays d'Eguzon-Val de Creuse;CC;FPU;8;4584;4490;36032;213600323;Ceaulmont;739;726
200001006;CC du Pays d'Eguzon-Val de Creuse;CC;FPU;8;4584;4490;36062;213600620;Cuzion;452;443
200001006;CC du Pays d'Eguzon-Val de Creuse;CC;FPU;8;4584;4490;36070;213600703;Eguzon-Chantôme;1462;1429
200001006;CC du Pays d'Eguzon-Val de Creuse;CC;FPU;8;4584;4490;36081;213600810;Gargilesse-Dampierre;331;311
200001006;CC du Pays d'Eguzon-Val de Creuse;CC;FPU;8;4584;4490;36158;213601586;Badecon-le-Pin;763;757
200001006;CC du Pays d'Eguzon-Val de Creuse;CC;FPU;8;4584;4490;36160;213601602;Pommiers;275;273
200001105;CC du Canton de Salies-du-Salat;CC;FPU;22;8854;8534;31030;213100308;Ausseing;77;71
200001105;CC du Canton de Salies-du-Salat;CC;FPU;22;8854;8534;31059;213100597;Belbèze-en-Comminges;107;106
200001105;CC du Canton de Salies-du-Salat;CC;FPU;22;8854;8534;31110;213101108;Cassagne;658;645
200001105;CC du Canton de Salies-du-Salat;CC;FPU;22;8854;8534;31112;213101124;Castagnède;182;178
200001105;CC du Canton de Salies-du-Salat;CC;FPU;22;8854;8534;31114;213101140;Castelbiague;229;225
200001105;CC du Canton de Salies-du-Salat;CC;FPU;22;8854;8534;31183;213101835;Figarol;283;276
200001105;CC du Canton de Salies-du-Salat;CC;FPU;22;8854;8534;31195;213101959;Francazal;19;19
200001105;CC du Canton de Salies-du-Salat;CC;FPU;22;8854;8534;31237;213102379;His;258;234
200001105;CC du Canton de Salies-du-Salat;CC;FPU;22;8854;8534;31315;213103153;Mane;1028;989
200001105;CC du Canton de Salies-du-Salat;CC;FPU;22;8854;8534;31321;213103211;Marsoulas;131;126
200001105;CC du Canton de Salies-du-Salat;CC;FPU;22;8854;8534;31336;213103369;Mazères-sur-Salat;603;582
200001105;CC du Canton de Salies-du-Salat;CC;FPU;22;8854;8534;31357;213103575;Montastruc-de-Salies;274;269
200001105;CC du Canton de Salies-du-Salat;CC;FPU;22;8854;8534;31372;213103724;Montespan;448;438
200001105;CC du Canton de Salies-du-Salat;CC;FPU;22;8854;8534;31376;213103765;Montgaillard-de-Salies;101;99
200001105;CC du Canton de Salies-du-Salat;CC;FPU;22;8854;8534;31391;213103914;Montsaunès;460;423
200001105;CC du Canton de Salies-du-Salat;CC;FPU;22;8854;8534;31457;213104573;Roquefort-sur-Garonne;792;784
200001105;CC du Canton de Salies-du-Salat;CC;FPU;22;8854;8534;31461;213104615;Rouède;286;282
200001105;CC du Canton de Salies-du-Salat;CC;FPU;22;8854;8534;31521;213105216;Saleich;381;366
200001105;CC du Canton de Salies-du-Salat;CC;FPU;22;8854;8534;31523;213105232;Salies-du-Salat;2045;1936
200001105;CC du Canton de Salies-du-Salat;CC;FPU;22;8854;8534;31554;213105547;Touille;257;252
200001105;CC du Canton de Salies-du-Salat;CC;FPU;22;8854;8534;31562;213105620;Urau;148;147
200001105;CC du Canton de Salies-du-Salat;CC;FPU;22;8854;8534;31591;213105919;Escoulis;87;87
200001170;CC Aubrac-Lot-Causse;CC;FA;11;4845;4681;48017;214800179;Banassac;899;872
200001170;CC Aubrac-Lot-Causse;CC;FA;11;4845;4681;48033;214800336;Canilhac;149;142
200001170;CC Aubrac-Lot-Causse;CC;FA;11;4845;4681;48034;214800344;La Canourgue;2211;2119
200001170;CC Aubrac-Lot-Causse;CC;FA;11;4845;4681;48073;214800732;Les Hermaux;118;114
200001170;CC Aubrac-Lot-Causse;CC;FA;11;4845;4681;48085;214800856;Laval-du-Tarn;108;107
200001170;CC Aubrac-Lot-Causse;CC;FA;11;4845;4681;48156;214801565;Saint-Germain-du-Teil;809;795
200001170;CC Aubrac-Lot-Causse;CC;FA;11;4845;4681;48175;214801755;Saint-Pierre-de-Nogaret;173;171
200001170;CC Aubrac-Lot-Causse;CC;FA;11;4845;4681;48181;214801813;Saint-Saturnin;69;63
200001170;CC Aubrac-Lot-Causse;CC;FA;11;4845;4681;48187;214801870;Les Salces;100;97
200001170;CC Aubrac-Lot-Causse;CC;FA;11;4845;4681;48191;214801912;La Tieule;105;101
200001170;CC Aubrac-Lot-Causse;CC;FA;11;4845;4681;48192;214801920;Trélans;104;100
200004802;CC du Pays de Fayence;CC;FA;9;26803;26314;83008;218300085;Bagnols-en-Forêt;2557;2503
200004802;CC du Pays de Fayence;CC;FA;9;26803;26314;83029;218300291;Callian;3356;3287
200004802;CC du Pays de Fayence;CC;FA;9;26803;26314;83055;218300556;Fayence;5378;5285
200004802;CC du Pays de Fayence;CC;FA;9;26803;26314;83080;218300804;Mons;883;864
200004802;CC du Pays de Fayence;CC;FA;9;26803;26314;83081;218300812;Montauroux;6013;5916
200004802;CC du Pays de Fayence;CC;FA;9;26803;26314;83117;218301174;Saint-Paul-en-Forêt;1744;1701
200004802;CC du Pays de Fayence;CC;FA;9;26803;26314;83124;218301240;Seillans;2535;2510
200004802;CC du Pays de Fayence;CC;FA;9;26803;26314;83133;218301331;Tanneron;1492;1464
200004802;CC du Pays de Fayence;CC;FA;9;26803;26314;83138;218301380;Tourrettes;2845;2784
200005130;CC du Pays de Trie;CC;FA;22;3602;3529;65015;216500157;Antin;129;128
200005130;CC du Pays de Trie;CC;FA;22;3602;3529;65085;216500850;Bernadets-Debat;104;104
200005130;CC du Pays de Trie;CC;FA;22;3602;3529;65095;216500959;Bonnefont;354;351
200005130;CC du Pays de Trie;CC;FA;22;3602;3529;65110;216501106;Bugard;91;89
200005130;CC du Pays de Trie;CC;FA;22;3602;3529;65170;216501700;Estampures;78;76
200005130;CC du Pays de Trie;CC;FA;22;3602;3529;65177;216501775;Fontrailles;144;140
200005130;CC du Pays de Trie;CC;FA;22;3602;3529;65178;216501783;Fréchède;42;42
