DEPCOM;REG;DEP;DEPARR;DEPPCT;LIBMIN;PMUN13;PMUN08
71251;26;71;711;7130;Laizy;609;641
71252;26;71;712;7147;Lalheue;390;360
71253;26;71;712;7107;Lans;920;880
71254;26;71;714;7139;Lays-sur-le-Doubs;136;124
71255;26;71;713;7103;Lesme;189;182
71256;26;71;712;7143;Lessard-en-Bresse;570;506
71257;26;71;712;7105;Lessard-le-National;597;624
71258;26;71;715;7108;Leynes;509;483
71259;26;71;713;7146;Ligny-en-Brionnais;340;348
71261;26;71;714;7116;Loisy;622;573
71262;26;71;712;7151;Longepierre;180;175
71263;26;71;714;7123;Louhans;6405;6435
71264;26;71;715;7112;Lournand;318;349
71265;26;71;712;7153;La Loyère;436;493
71266;26;71;711;7124;Lucenay-l'Évêque;355;392
71267;26;71;715;7125;Lugny;894;914
71268;26;71;713;7109;Lugny-lès-Charolles;344;335
71269;26;71;712;7107;Lux;1852;1676
71270;26;71;715;7199;Mâcon;33350;34298
71271;26;71;713;7146;Mailly;149;169
71272;26;71;715;7141;Malay;237;253
71273;26;71;713;7103;Maltat;290;279
71274;26;71;712;7147;Mancey;389;388
71275;26;71;713;7128;Marcigny;1841;1898
71276;26;71;713;7109;Marcilly-la-Gueurce;117;129
71277;26;71;712;7104;Marcilly-lès-Buxy;680;606
71278;26;71;712;7136;Marigny;149;136
71279;26;71;713;7121;Marizy;451;462
71280;26;71;711;7122;Marly-sous-Issy;85;101
71281;26;71;713;7148;Marly-sur-Arroux;334;340
71282;26;71;711;7132;Marmagne;1237;1252
71283;26;71;712;7107;Marnay;521;477
71284;26;71;715;7149;Martailly-lès-Brancion;120;113
71285;26;71;713;7137;Martigny-le-Comte;425;427
71286;26;71;712;7136;Mary;233;219
71287;26;71;715;7112;Massilly;364;372
71288;26;71;715;7112;Massy;65;56
71289;26;71;715;7129;Matour;1048;1081
71290;26;71;715;7112;Mazille;392;407
71291;26;71;713;7128;Melay;975;872
71292;26;71;712;7119;Mellecey;1270;1221
71293;26;71;714;7134;Ménetreuil;409;353
71294;26;71;712;7119;Mercurey;1252;1322
71295;26;71;714;7142;Mervans;1467;1353
71296;26;71;712;7104;Messey-sur-Grosne;736;741
71297;26;71;711;7130;Mesvres;769;820
71299;26;71;715;7126;Milly-Lamartine;359;308
71300;26;71;714;7115;Le Miroir;577;553
71301;26;71;713;7103;Mont;211;190
71302;26;71;712;7104;Montagny-lès-Buxy;222;220
71303;26;71;714;7123;Montagny-près-Louhans;462;452
71304;26;71;715;7129;Montagny-sur-Grosne;113;89
71305;26;71;715;7125;Montbellet;806;771
71306;26;71;712;7197;Montceau-les-Mines;18969;19692
71307;26;71;713;7128;Montceaux-l'Étoile;302;260
71308;26;71;712;7147;Montceaux-Ragny;33;37
71309;26;71;711;7132;Montcenis;2195;2200
71310;26;71;712;7133;Montchanin;5226;5490
71311;26;71;714;7102;Montcony;295;278
71312;26;71;712;7145;Montcoy;254;277
71313;26;71;711;7101;Monthelon;390;393
71314;26;71;714;7139;Montjay;197;192
71315;26;71;712;7151;Mont-lès-Seurre;174;153
71316;26;71;715;7129;Montmelard;339;315
71317;26;71;711;7122;Montmort;203;188
71318;26;71;714;7134;Montpont-en-Bresse;1115;1052
71319;26;71;714;7135;Montret;795;724
71320;26;71;712;7136;Mont-Saint-Vincent;336;325
71321;26;71;712;7119;Morey;217;188
71322;26;71;711;7118;Morlet;74;55
71323;26;71;713;7140;Mornay;126;126
71324;26;71;712;7104;Moroges;572;575
71325;26;71;713;7117;La Motte-Saint-Jean;1222;1207
71326;26;71;714;7139;Mouthier-en-Bresse;433;401
71327;26;71;713;7110;Mussy-sous-Dun;347;374
71328;26;71;712;7147;Nanton;629;580
71329;26;71;712;7151;Navilly;428;417
71330;26;71;713;7120;Neuvy-Grandchamp;768;801
71331;26;71;713;7138;Nochize;94;98
71332;26;71;714;7116;Ormes;526;504
71333;26;71;712;7107;Oslon;1251;1290
71334;26;71;713;7137;Oudry;401;380
71335;26;71;713;7111;Ouroux-sous-le-Bois-Sainte-Marie;66;69
71336;26;71;712;7143;Ouroux-sur-Saône;3041;2889
71337;26;71;713;7146;Oyé;308;293
71338;26;71;715;7149;Ozenay;235;214
71339;26;71;713;7109;Ozolles;428;436
71340;26;71;713;7137;Palinges;1528;1498
71341;26;71;712;7151;Palleau;219;188
71342;26;71;713;7138;Paray-le-Monial;9064;9123
71343;26;71;711;7113;Paris-l'Hôpital;291;208
71344;26;71;715;7141;Passy;58;68
71345;26;71;715;7125;Péronne;659;512
71346;26;71;713;7148;Perrecy-les-Forges;1689;1721
71347;26;71;711;7113;Perreuil;532;467
71348;26;71;713;7103;Perrigny-sur-Loire;144;151
71349;26;71;711;7124;La Petite-Verrière;52;52
71350;26;71;715;7150;Pierreclos;909;928
71351;26;71;714;7139;Pierre-de-Bresse;1978;1967
71352;26;71;714;7142;Le Planois;95;98
71353;26;71;715;7149;Plottes;593;589
71354;26;71;713;7138;Poisson;582;581
71355;26;71;712;7151;Pontoux;266;228
71356;26;71;713;7121;Pouilloux;1005;982
71357;26;71;714;7139;Pourlans;200;206
71358;26;71;713;7140;Pressy-sous-Dondin;96;97
71359;26;71;715;7149;Préty;570;553
71360;26;71;715;7127;Prissé;1937;1738
71361;26;71;713;7109;Prizy;69;65
71362;26;71;715;7108;Pruzilly;298;240
71363;26;71;712;7136;Le Puley;86;97
71364;26;71;714;7139;La Racineuse;169;152
71365;26;71;714;7116;Rancy;529;546
71366;26;71;715;7149;Ratenelle;386;367
71367;26;71;714;7123;Ratte;379;385
71368;26;71;711;7124;Reclesne;315;306
71369;26;71;712;7105;Remigny;450;435
71370;26;71;713;7120;Rigny-sur-Arroux;690;610
71371;26;71;715;7126;La Roche-Vineuse;1499;1415
71372;26;71;715;7108;Romanèche-Thorins;1950;1798
71373;26;71;715;7149;Romenay;1663;1610
71374;26;71;712;7119;Rosey;164;161
71375;26;71;713;7121;Le Rousset;250;253
71376;26;71;711;7124;Roussillon-en-Morvan;267;283
71377;26;71;715;7149;Royer;128;120
71378;26;71;712;7105;Rully;1580;1586
71379;26;71;714;7102;Sagy;1249;1201
71380;26;71;714;7102;Saillenard;763;702
71381;26;71;715;7141;Sailly;84;79
71382;26;71;713;7117;Saint-Agnan;720;688
71383;26;71;715;7125;Saint-Albain;515;520
71384;26;71;712;7147;Saint-Ambreuil;538;534
71385;26;71;715;7108;Saint-Amour-Bellevue;542;542
71386;26;71;714;7135;Saint-André-en-Bresse;110;101
71387;26;71;715;7112;Saint-André-le-Désert;264;264
71388;26;71;713;7137;Saint-Aubin-en-Charollais;489;431
71389;26;71;713;7103;Saint-Aubin-sur-Loire;310;306
71390;26;71;711;7132;Saint-Berain-sous-Sanvignes;1068;1030
71391;26;71;712;7119;Saint-Bérain-sur-Dheune;564;566
71392;26;71;712;7104;Saint-Boil;476;461
71393;26;71;713;7146;Saint-Bonnet-de-Cray;472;419
71394;26;71;713;7140;Saint-Bonnet-de-Joux;760;811
71395;26;71;713;7137;Saint-Bonnet-de-Vieille-Vigne;199;193
71396;26;71;714;7139;Saint-Bonnet-en-Bresse;475;462
71397;26;71;715;7112;Sainte-Cécile;287;278
71398;26;71;712;7143;Saint-Christophe-en-Bresse;1070;947
71399;26;71;713;7146;Saint-Christophe-en-Brionnais;518;485
71400;26;71;712;7136;Saint-Clément-sur-Guye;135;126
71401;26;71;714;7134;Sainte-Croix;623;560
71402;26;71;712;7147;Saint-Cyr;755;686
71403;26;71;712;7119;Saint-Denis-de-Vaux;286;260
71404;26;71;712;7119;Saint-Désert;903;898
71405;26;71;712;7145;Saint-Didier-en-Bresse;152;164
71406;26;71;713;7146;Saint-Didier-en-Brionnais;158;146
71407;26;71;711;7144;Saint-Didier-sur-Arroux;241;247
71408;26;71;713;7110;Saint-Edmond;367;365
71409;26;71;711;7113;Saint-Émiland;335;315
71410;26;71;714;7135;Saint-Étienne-en-Bresse;819;822
71411;26;71;711;7130;Saint-Eugène;148;174
71412;26;71;712;7133;Saint-Eusèbe;1141;1091
71413;26;71;711;7114;Saint-Firmin;833;776
71414;26;71;711;7101;Saint-Forgeot;491;512
71415;26;71;713;7146;Sainte-Foy;120;133
71416;26;71;715;7125;Saint-Gengoux-de-Scissé;602;590
71417;26;71;715;7141;Saint-Gengoux-le-National;1041;1053
71419;26;71;714;7142;Saint-Germain-du-Bois;1931;1912
71420;26;71;712;7143;Saint-Germain-du-Plain;2205;2119
71421;26;71;713;7111;Saint-Germain-en-Brionnais;197;179
71422;26;71;712;7104;Saint-Germain-lès-Buxy;291;266
71423;26;71;712;7151;Saint-Gervais-en-Vallière;441;386
71424;26;71;711;7118;Saint-Gervais-sur-Couches;206;202
71425;26;71;712;7105;Saint-Gilles;276;318
71426;26;71;712;7104;Sainte-Hélène;479;433
71427;26;71;715;7141;Saint-Huruge;57;66
71428;26;71;713;7110;Saint-Igny-de-Roche;744;671
71430;26;71;712;7119;Saint-Jean-de-Vaux;408;386
71431;26;71;711;7113;Saint-Jean-de-Trézy;348;304
71433;26;71;713;7109;Saint-Julien-de-Civry;497;508
71434;26;71;713;7146;Saint-Julien-de-Jonzy;296;277
71435;26;71;712;7133;Saint-Julien-sur-Dheune;246;238
71436;26;71;712;7133;Saint-Laurent-d'Andenay;1053;1065
71437;26;71;713;7111;Saint-Laurent-en-Brionnais;343;370
71438;26;71;711;7118;Saint-Léger-du-Bois;549;542
71439;26;71;713;7138;Saint-Léger-lès-Paray;679;590
71440;26;71;711;7144;Saint-Léger-sous-Beuvray;403;483
71441;26;71;715;7150;Saint-Léger-sous-la-Bussière;245;272
71442;26;71;712;7105;Saint-Léger-sur-Dheune;1570;1523
71443;26;71;712;7151;Saint-Loup-Géanges;1614;1497
71444;26;71;712;7107;Saint-Loup-de-Varennes;1125;1124
71445;26;71;712;7107;Saint-Marcel;5962;5816
71446;26;71;713;7121;Saint-Marcelin-de-Cray;185;165
71447;26;71;712;7119;Saint-Mard-de-Vaux;280;281
71448;26;71;715;7126;Saint-Martin-Belle-Roche;1336;1300
71449;26;71;712;7104;Saint-Martin-d'Auxy;95;87
71450;26;71;711;7113;Saint-Martin-de-Commune;123;115
71451;26;71;713;7110;Saint-Martin-de-Lixy;88;92
71452;26;71;713;7121;Saint-Martin-de-Salencey;111;92
71453;26;71;713;7128;Saint-Martin-du-Lac;250;262
71454;26;71;714;7102;Saint-Martin-du-Mont;223;183
71455;26;71;712;7104;Saint-Martin-du-Tartre;149;167
71456;26;71;712;7145;Saint-Martin-en-Bresse;1919;1839
71457;26;71;712;7151;Saint-Martin-en-Gâtinois;117;118
71458;26;71;713;7121;Saint-Martin-la-Patrouille;63;51
71459;26;71;712;7119;Saint-Martin-sous-Montaigu;368;338
71460;26;71;715;7125;Saint-Maurice-de-Satonnay;456;417
71461;26;71;712;7104;Saint-Maurice-des-Champs;62;60
71462;26;71;712;7145;Saint-Maurice-en-Rivière;576;553
71463;26;71;713;7110;Saint-Maurice-lès-Châteauneuf;584;571
71464;26;71;711;7113;Saint-Maurice-lès-Couches;172;185
71465;26;71;712;7136;Saint-Micaud;270;244
71466;26;71;711;7130;Saint-Nizier-sur-Arroux;128;117
71468;26;71;711;7113;Saint-Pierre-de-Varennes;840;829
71469;26;71;715;7150;Saint-Pierre-le-Vieux;343;339
71470;26;71;715;7150;Saint-Point;327;335
71471;26;71;712;7104;Saint-Privé;67;85
71472;26;71;711;7144;Saint-Prix;212;218
71473;26;71;713;7111;Saint-Racho;177;176
71474;26;71;711;7122;Sainte-Radegonde;175;175
71475;26;71;712;7107;Saint-Rémy;6565;5880
71477;26;71;712;7136;Saint-Romain-sous-Gourdon;473;503
71478;26;71;713;7148;Saint-Romain-sous-Versigny;94;119
71479;26;71;711;7114;Saint-Sernin-du-Bois;1864;1789
71480;26;71;711;7113;Saint-Sernin-du-Plain;597;621
71481;26;71;715;7108;Saint-Symphorien-d'Ancelles;1119;997
71482;26;71;711;7132;Saint-Symphorien-de-Marmagne;847;860
71483;26;71;713;7111;Saint-Symphorien-des-Bois;433;410
71484;26;71;714;7123;Saint-Usuge;1282;1148
71485;26;71;712;7104;Saint-Vallerin;271;264
71486;26;71;712;7156;Saint-Vallier;8824;9042
71487;26;71;715;7108;Saint-Vérand;178;183
71488;26;71;715;7112;Saint-Vincent-des-Prés;114;116
71489;26;71;714;7135;Saint-Vincent-en-Bresse;544;480
71490;26;71;713;7137;Saint-Vincent-Bragny;1024;955
71491;26;71;713;7138;Saint-Yan;1147;1118
71492;26;71;715;7141;Saint-Ythaire;125;124
71493;26;71;711;7118;Saisy;324;316
71494;26;71;715;7125;La Salle;562;510
71495;26;71;715;7112;Salornay-sur-Guye;841;818
71496;26;71;711;7113;Sampigny-lès-Maranges;169;155
71497;26;71;715;7126;Sancé;1868;1865
71498;26;71;712;7104;Santilly;143;139
71499;26;71;713;7148;Sanvignes-les-Mines;4459;4374
71500;26;71;713;7146;Sarry;124;122
71501;26;71;712;7104;Sassangy;161;159
71502;26;71;712;7153;Sassenay;1577;1513
71503;26;71;712;7104;Saules;124;125
71504;26;71;712;7151;Saunières;84;83
71505;26;71;712;7104;Savianges;78;70
71506;26;71;714;7102;Savigny-en-Revermont;1173;1133
71507;26;71;715;7141;Savigny-sur-Grosne;177;173
71508;26;71;714;7135;Savigny-sur-Seille;434;420
71509;26;71;711;7124;La Celle-en-Morvan;484;446
71510;26;71;713;7146;Semur-en-Brionnais;653;622
71512;26;71;712;7147;Sennecey-le-Grand;3132;3023
71513;26;71;715;7126;Senozan;1116;1107
71514;26;71;714;7142;Sens-sur-Seille;382;333
71515;26;71;712;7104;Sercy;99;98
71516;26;71;714;7142;Serley;592;550
71517;26;71;712;7151;Sermesse;256;209
71518;26;71;715;7150;Serrières;284;293
71519;26;71;714;7142;Serrigny-en-Bresse;194;178
71520;26;71;712;7107;Sevrey;1385;1450
71521;26;71;715;7141;Sigy-le-Châtel;85;98
71522;26;71;714;7116;Simandre;1674;1566
71523;26;71;714;7135;Simard;1217;1104
71524;26;71;713;7140;Sivignon;166;178
71525;26;71;715;7126;Sologny;576;514
71526;26;71;715;7127;Solutré-Pouilly;354;377
71527;26;71;711;7124;Sommant;211;200
71528;26;71;714;7123;Sornay;2016;1919
71529;26;71;713;7140;Suin;286;287
71530;26;71;711;7118;Sully;521;569
71531;26;71;711;7130;La Tagnière;241;256
71532;26;71;715;7141;Taizé;178;177
71533;26;71;713;7110;Tancon;565;586
71534;26;71;714;7142;Le Tartre;125;119
71535;26;71;711;7101;Tavernay;488;520
71537;26;71;711;7144;Thil-sur-Arroux;150;145
71538;26;71;714;7142;Thurey;437;393
71539;26;71;711;7118;Tintry;75;86
71540;26;71;711;7132;Torcy;3116;3065
71541;26;71;714;7139;Torpes;388;391
71542;26;71;713;7148;Toulon-sur-Arroux;1610;1595
71543;26;71;715;7149;Tournus;5871;5951
71544;26;71;712;7151;Toutenant;188;187
71545;26;71;715;7150;Tramayes;1015;963
71546;26;71;715;7129;Trambly;401;399
71547;26;71;715;7129;Trivy;269;284
71548;26;71;712;7143;Tronchy;251;226
71549;26;71;715;7149;La Truchère;201;215
71550;26;71;715;7149;Uchizy;840;777
71551;26;71;711;7130;Uchon;105;97
71552;26;71;713;7120;Uxeau;545;522
71553;26;71;713;7111;Vareilles;249;220
71554;26;71;713;7146;Varenne-l'Arconce;125;128
71555;26;71;712;7107;Varennes-le-Grand;2228;2325
71556;26;71;715;7127;Varennes-lès-Mâcon;542;541
71557;26;71;713;7117;Varenne-Saint-Germain;681;670
71558;26;71;714;7115;Varennes-Saint-Sauveur;1120;1188
71559;26;71;713;7111;Varennes-sous-Dun;585;612
71561;26;71;713;7111;Vauban;234;238
71562;26;71;713;7109;Vaudebarrier;235;235
71563;26;71;712;7136;Vaux-en-Pré;93;106
71564;26;71;713;7109;Vendenesse-lès-Charolles;758;788
71565;26;71;713;7120;Vendenesse-sur-Arroux;582;606
71566;26;71;712;7151;Verdun-sur-le-Doubs;1163;1137
71567;26;71;715;7127;Vergisson;253;241
71568;26;71;714;7135;Vérissey;52;51
71570;26;71;712;7151;Verjux;525;495
71571;26;71;713;7140;Verosvres;446;442
71572;26;71;712;7147;Vers;225;187
71573;26;71;713;7138;Versaugues;205;202
71574;26;71;715;7126;Verzé;760;706
71576;26;71;715;7149;Le Villars;269;253
71577;26;71;712;7145;Villegaudin;207;179
71578;26;71;712;7151;Clux-Villeneuve;339;325
71579;26;71;712;7104;Villeneuve-en-Montagne;154;142
71580;26;71;714;7123;Vincelles;432;411
71581;26;71;713;7128;Vindecy;252;264
71582;26;71;715;7112;La Vineuse;289;293
71583;26;71;715;7127;Vinzelles;720;739
71584;26;71;715;7125;Viré;1113;1093
71585;26;71;712;7153;Virey-le-Grand;1305;1298
71586;26;71;713;7109;Viry;244;246
71587;26;71;715;7112;Vitry-lès-Cluny;74;64
71588;26;71;713;7138;Vitry-en-Charollais;1137;1099
71589;26;71;713;7103;Vitry-sur-Loire;442;446
71590;26;71;713;7138;Volesvres;621;604
71591;26;71;715;7125;Fleurville;493;463
72001;52;72;723;7234;Aigné;1618;1515
72002;52;72;722;7211;Aillières-Beauvoir;214;222
72003;52;72;723;7240;Allonnes;11047;11122
72004;52;72;721;7215;Amné;530;476
72005;52;72;722;7229;Ancinnes;959;896
72006;52;72;722;7229;Arçonnay;1851;1914
72007;52;72;722;7224;Ardenay-sur-Mérize;489;453
72008;52;72;723;7236;Arnage;5143;5131
72009;52;72;721;7217;Arthezé;396;364
72010;52;72;721;7227;Asnières-sur-Vègre;391;427
72011;52;72;722;7212;Assé-le-Boisne;918;884
72012;52;72;722;7202;Assé-le-Riboul;515;483
72013;52;72;721;7223;Aubigné-Racan;2157;2075
72015;52;72;722;7211;Les Aulneaux;114;102
72016;52;72;721;7227;Auvers-le-Hamon;1519;1521
72017;52;72;721;7215;Auvers-sous-Montfaucon;248;236
72018;52;72;722;7222;Avesnes-en-Saosnois;93;105
72019;52;72;721;7205;Avessé;372;367
72020;52;72;722;7210;Avezé;749;765
72021;52;72;721;7227;Avoise;587;533
72022;52;72;721;7217;Le Bailleul;1238;1170
72023;52;72;723;7201;Ballon;1345;1286
72024;52;72;723;7234;La Bazoge;3661;3617
72025;52;72;721;7214;Bazouges-sur-le-Loir;1255;1186
72026;52;72;723;7201;Beaufay;1429;1342
72027;52;72;721;7206;Beaumont-sur-Dême;364;337
72028;52;72;721;7207;Beaumont-Pied-de-Boeuf;486;496
72029;52;72;722;7202;Beaumont-sur-Sarthe;2006;2116
72031;52;72;722;7232;Beillé;530;512
72032;52;72;722;7233;Berfay;356;374
72033;52;72;722;7208;Bernay-en-Champagne;482;460
72034;52;72;722;7229;Bérus;450;420
72035;52;72;722;7228;Bessé-sur-Braye;2285;2403
72036;52;72;722;7229;Béthon;337;318
72037;52;72;722;7211;Blèves;97;100
72038;52;72;722;7232;Boëssé-le-Sec;622;642
72039;52;72;722;7203;Bonnétable;3915;4087
72040;52;72;722;7232;La Bosse;121;123
72041;52;72;722;7232;Bouër;330;270
72042;52;72;722;7204;Bouloire;2106;2011
72043;52;72;722;7229;Bourg-le-Roi;314;321
72044;52;72;721;7217;Bousse;434;433
72045;52;72;721;7215;Brains-sur-Gée;780;654
72046;52;72;722;7224;Le Breil-sur-Mérize;1514;1424
72047;52;72;723;7209;Brette-les-Pins;2137;2043
72048;52;72;722;7203;Briosne-lès-Sables;549;496
72049;52;72;721;7216;La Bruère-sur-Loir;271;264
72050;52;72;721;7205;Brûlon;1577;1484
72051;52;72;721;7226;Cérans-Foulletourte;3288;3156
72052;52;72;721;7206;Chahaignes;740;790
72053;52;72;723;7237;Challes;1248;1161
72054;52;72;722;7224;Champagné;3828;3628
72056;52;72;722;7229;Champfleur;1400;1405
72057;52;72;722;7225;Champrond;74;101
72058;52;72;723;7237;Changé;6407;5901
72059;52;72;721;7205;Chantenay-Villedieu;874;881
72060;52;72;721;7216;La Chapelle-aux-Choux;268;278
72061;52;72;721;7214;La Chapelle-d'Aligné;1613;1459
72062;52;72;722;7210;La Chapelle-du-Bois;890;882
72063;52;72;721;7206;La Chapelle-Gaugain;305;321
72064;52;72;722;7228;La Chapelle-Huon;545;529
72065;52;72;723;7234;La Chapelle-Saint-Aubin;2286;2162
72066;52;72;722;7208;La Chapelle-Saint-Fray;469;391
72067;52;72;722;7232;La Chapelle-Saint-Rémy;931;884
72068;52;72;721;7206;La Chartre-sur-le-Loir;1460;1460
72070;52;72;721;7215;Chassillé;261;234
72071;52;72;721;7207;Château-du-Loir;4750;4711
72072;52;72;721;7226;Château-l'Hermitage;274;235
72073;52;72;723;7240;Chaufour-Notre-Dame;1078;1078
72074;52;72;721;7215;Chemiré-en-Charnie;223;201
72075;52;72;721;7231;Chemiré-le-Gaudin;958;934
72076;52;72;722;7211;Chenay;216;184
72077;52;72;721;7216;Chenu;422;441
72078;52;72;722;7202;Chérancé;382;380
72079;52;72;722;7229;Chérisay;316;274
72080;52;72;722;7210;Cherré;1718;1657
72081;52;72;722;7210;Cherreau;929;813
72082;52;72;722;7229;Le Chevain;606;642
72083;52;72;721;7205;Chevillé;408;394
72084;52;72;721;7214;Clermont-Créans;1272;1186
72085;52;72;722;7228;Cogners;202;197
72086;52;72;722;7218;Commerveil;123;132
72087;52;72;722;7228;Conflans-sur-Anille;546;580
72088;52;72;722;7222;Congé-sur-Orne;347;310
72089;52;72;722;7208;Conlie;1865;1820
72090;52;72;722;7224;Connerré;2875;2934
72091;52;72;722;7218;Contilly;139;152
72093;52;72;722;7210;Cormes;897;861
72094;52;72;722;7204;Coudrecieux;656;602
72095;52;72;723;7238;Coulaines;7577;7434
72096;52;72;721;7215;Coulans-sur-Gée;1689;1454
72097;52;72;722;7202;Coulombiers;457;420
72098;52;72;721;7223;Coulongé;553;583
72099;52;72;723;7201;Courceboeufs;626;584
72100;52;72;721;7217;Courcelles-la-Forêt;412;427
72101;52;72;723;7201;Courcemont;682;666
72102;52;72;722;7203;Courcival;88;81
72103;52;72;721;7213;Courdemanche;629;637
72104;52;72;722;7222;Courgains;599;594
72105;52;72;722;7225;Courgenard;479;459
72106;52;72;721;7227;Courtillers;956;850
72107;52;72;721;7215;Crannes-en-Champagne;355;361
72108;52;72;721;7214;Cré-sur-Loir;802;807
72109;52;72;722;7230;Crissé;584;538
72110;52;72;721;7214;Crosmières;1030;922
72111;52;72;722;7208;Cures;521;543
72112;52;72;722;7222;Dangeul;483;517
72113;52;72;722;7208;Degré;787;719
72114;52;72;722;7210;Dehault;273;279
72115;52;72;721;7207;Dissay-sous-Courcillon;960;992
72116;52;72;722;7222;Dissé-sous-Ballon;138;130
72117;52;72;721;7216;Dissé-sous-le-Lude;564;573
72118;52;72;722;7233;Dollon;1501;1411
72119;52;72;722;7208;Domfront-en-Champagne;1017;972
72120;52;72;722;7202;Doucelles;255;232
72121;52;72;722;7212;Douillet;336;306
72122;52;72;722;7232;Duneau;1052;980
72123;52;72;721;7217;Dureil;67;67
72124;52;72;723;7209;Écommoy;4658;4644
72125;52;72;722;7228;Écorpain;305;328
72126;52;72;721;7215;Épineu-le-Chevreuil;300;284
72127;52;72;721;7231;Étival-lès-le-Mans;1962;2081
72128;52;72;722;7228;Évaillé;353;380
72129;52;72;722;7224;Fatines;823;739
72130;52;72;723;7240;Fay;604;600
72131;52;72;721;7231;Fercé-sur-Sarthe;593;628
72132;52;72;722;7210;La Ferté-Bernard;9116;9279
72133;52;72;721;7231;Fillé;1535;1522
72134;52;72;721;7207;Flée;560;570
72135;52;72;721;7226;La Fontaine-Saint-Martin;618;572
72136;52;72;721;7205;Fontenay-sur-Vègre;340;324
72137;52;72;722;7211;Villeneuve-en-Perseigne;2251;2193
72138;52;72;722;7212;Fresnay-sur-Sarthe;2066;2214
72139;52;72;722;7229;Fyé;1001;1023
72141;52;72;722;7229;Gesnes-le-Gandelin;968;970
72142;52;72;722;7229;Grandchamp;159;167
72143;52;72;721;7213;Le Grand-Lucé;1935;2054
72144;52;72;722;7225;Gréez-sur-Roc;354;398
72145;52;72;722;7230;Le Grez;391;392
72146;52;72;721;7231;Guécélard;2895;2674
72147;52;72;723;7201;La Guierche;1059;1110
72148;52;72;722;7203;Jauzé;88;95
72149;52;72;721;7215;Joué-en-Charnie;635;611
72150;52;72;723;7201;Joué-l'Abbé;1315;1214
72151;52;72;721;7227;Juigné-sur-Sarthe;1181;1183
72152;52;72;722;7202;Juillé;476;456
72153;52;72;721;7207;Jupilles;569;579
72154;52;72;721;7214;La Flèche;14992;15359
72155;52;72;723;7209;Laigné-en-Belin;2425;2222
72156;52;72;722;7225;Lamnay;947;887
72157;52;72;722;7208;Lavardin;739;772
72158;52;72;722;7233;Lavaré;850;835
72159;52;72;721;7206;Lavenay;350;362
72160;52;72;721;7223;Lavernat;633;631
72161;52;72;721;7206;Lhomme;860;965
72163;52;72;721;7217;Ligron;498;466
72164;52;72;722;7229;Livet-en-Saosnois;71;76
72165;52;72;722;7224;Lombron;1933;1962
72166;52;72;721;7215;Longnes;348;365
72167;52;72;721;7227;Louailles;737;759
72168;52;72;721;7215;Loué;2207;2113
72169;52;72;721;7231;Louplande;1482;1522
72170;52;72;722;7218;Louvigny;194;177
72171;52;72;722;7211;Louzes;98;104
72172;52;72;722;7232;Le Luart;1450;1311
72173;52;72;721;7207;Luceau;1276;1228
72174;52;72;722;7222;Lucé-sous-Ballon;110;106
72175;52;72;721;7216;Luché-Pringé;1601;1647
72176;52;72;721;7216;Le Lude;3899;4061
72177;52;72;721;7205;Maigné;339;344
72178;52;72;722;7204;Maisoncelles;185;198
72179;52;72;721;7217;Malicorne-sur-Sarthe;1934;1952
72180;52;72;722;7218;Mamers;5363;5617
72181;52;72;723;7299;Le Mans;144244;143547
72182;52;72;721;7226;Mansigné;1603;1567
72183;52;72;721;7206;Marçon;1027;1024
72184;52;72;721;7205;Mareil-en-Champagne;334;326
72185;52;72;721;7214;Mareil-sur-Loir;646;606
72186;52;72;722;7202;Maresché;905;900
72187;52;72;723;7209;Marigné-Laillé;1637;1536
72188;52;72;722;7218;Marollette;142;131
72189;52;72;722;7222;Marolles-les-Braults;2116;2172
72190;52;72;722;7228;Marolles-lès-Saint-Calais;279;277
72191;52;72;721;7223;Mayet;3223;3185
72192;52;72;722;7218;Les Mées;105;95
72193;52;72;722;7225;Melleray;461;492
72194;52;72;722;7222;Meurcé;261;306
72195;52;72;721;7217;Mézeray;1866;1739
72196;52;72;722;7222;Mézières-sur-Ponthouin;681;672
72197;52;72;722;7208;Mézières-sous-Lavardin;711;613
72198;52;72;723;7234;La Milesse;2445;2446
72199;52;72;722;7212;Moitron-sur-Sarthe;240;220
72200;52;72;723;7209;Moncé-en-Belin;3498;3326
72201;52;72;722;7222;Moncé-en-Saosnois;257;269
72202;52;72;722;7222;Monhoudou;223;199
72203;52;72;721;7207;Montabon;799;776
72204;52;72;722;7228;Montaillé;579;558
72205;52;72;723;7201;Montbizot;1786;1630
72208;52;72;722;7225;Montmirail;411;412
72209;52;72;722;7212;Montreuil-le-Chétif;305;311
72210;52;72;721;7213;Montreuil-le-Henri;289;251
72211;52;72;722;7230;Mont-Saint-Jean;696;649
72212;52;72;722;7229;Moulins-le-Carbonnel;711;727
72213;52;72;723;7209;Mulsanne;4772;4499
72214;52;72;722;7222;Nauvay;12;19
72215;52;72;722;7211;Neufchâtel-en-Saosnois;1004;950
72216;52;72;722;7208;Neuvillalais;583;569
72217;52;72;723;7238;Neuville-sur-Sarthe;2362;2319
72218;52;72;722;7230;Neuvillette-en-Charnie;307;291
72219;52;72;722;7208;Neuvy-en-Champagne;379;376
72220;52;72;722;7203;Nogent-le-Bernard;954;877
72221;52;72;721;7207;Nogent-sur-Loir;386;392
72222;52;72;722;7222;Nouans;284;267
